rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1930,CEREBRAL CIRCULATION: XII. THE EFFECT ON PIAL VESSELS OF VARIATIONS IN THE OXYGEN AND CARBON DIOXIDE CONTENT OF THE BLOOD,"H. Wolff, W. Lennox, M. Allen",Unknown venue,1930-06-01,242,6,104.08,General Brain-AI Structure Reviews and Methods,brain-structure,Positions CEREBRAL CIRCULATION: XII. THE EFFECT ON PIAL VESSELS OF VARIATIONS IN THE OXYGEN AND CARBON DIOXIDE CONTENT OF THE BLOOD within General Brain Science and Reviews.,high citation signal (242); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1930.02220120002001,ac3f53d97dc7a945819a402d479cbec9f9a149b5,https://doi.org/10.1001/ARCHNEURPSYC.1930.02220120002001,,,,paper,unknown,brain; cerebral,
2,1930,Tumors Arising From the Blood-Vessels of the Brain: Angiomatous Malformations and Hemangioblastomas,S. Harvey,The Yale Journal of Biology and Medicine,1930-05-01,214,2,115.07,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"It is no longer the fashion for the clinician to study disease with an eye to the morbid anatomy, but rather with his attention centered on the changes in function as measured by chemical or serological reactions.",high citation signal (214); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,24c0ee75abfecfd4abf44a52daaff2d0e307c562,https://www.semanticscholar.org/paper/24c0ee75abfecfd4abf44a52daaff2d0e307c562,,,,paper,unknown,brain; brain/neural structure in title; historical computation/learning bridge,"It is no longer the fashion for the clinician to study disease with an eye to the morbid anatomy, but rather with his attention centered on the changes in function as measured by chemical or serological reactions. No longer like those inimitable physicians of the early nineteenth century does he follow the disease into the histological laboratory or the morgue where he may put his finger upon, if not the cause, at least significant manifestations of the disease hidden from his inspection in the clinic. That there is yet something to be learned by this type of investigation , in a clinic where material, rare elsewhere, is overwhelmingly abundant, is shown by this monograph by Cushing and Bailey. When there is added a carefully controlled follow-up of twenty years' duration, as is here the case, and every operation is in principle an experiment, and the whole experience is gathered together in the mind of one person, the composite findings can scarcely fail to be of importance. The subject is that of tumors arising from the blood-vessels of the brain and is considered under two main divisions; the angioma-tous malformations and the hemangioblastomas. It is at once apparent that the first group are tumors only in the original use of the word, that is, ""localized swellings"" and not neoplastic, while the second group are held by the authors to be distinctly of the character of new growths. Out of a total of approximately I,5oo verified intracranial tumors, there were found i6 of the former and I3 of the latter, a total of 29, or just under two per cent. While this may seem to be a relatively insignificant group and scarcely worth monographic consideration, the ""mopping-up"" of such corners serves to complete the organization of the terrain. Moreover, it is quite possible that the frequency may be greater in those paients who have no outspoken evidence of intracranial tumor. For instance, at the New Haven Hospital such instances have been seen with greater frequency than is implied by these statistics."
3,1930,THE EFFECTS OF ANEMIA ON THE CEREBRAL CORTEX OF THE CAT,"E. Gildea, S. Cobb",Unknown venue,1930-05-01,134,0,101.49,General Brain-AI Structure Reviews and Methods,brain-structure,Positions THE EFFECTS OF ANEMIA ON THE CEREBRAL CORTEX OF THE CAT within General Brain Science and Reviews.,high citation signal (134); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1930.02220110032003,5a7966b03c3a43f27ef65a1f88bcd128bc2b3349,https://doi.org/10.1001/ARCHNEURPSYC.1930.02220110032003,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title,
4,1930,The brain of myxine glutinosa,J. Jansen,Unknown venue,1930-04-01,132,2,97.23,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The brain of myxine glutinosa within General Brain Science and Reviews.,high citation signal (132); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/CNE.900490302,f8ca8aaca492f35e22aa7d60cadb8d582a71b51a,https://doi.org/10.1002/CNE.900490302,,,,paper,unknown,brain; brain/neural structure in title,
5,1930,The Autonomic Nervous System,A. Kuntz,Neurology,1930-05-01,115,0,131.76,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"The autonomic nervous system consists of the ganglions that are anatomically and functionally connected with the central nervous system through the visceral efferent components of the cerebral and spinal nerves, and the nerves that arise in these ganglions (fig.",high citation signal (115); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1212/WNL.3.9.703,864a26ed815c52a1441f3c7162f26cd9f25a8ca6,https://doi.org/10.1212/WNL.3.9.703,,https://journals.lww.com/academicmedicine/pages/default.aspx,,paper,unknown,brain; cerebral; neuron; neuromorphic; explicit brain-structure/AI bridge,"The autonomic nervous system consists of the ganglions that are anatomically and functionally connected with the central nervous system through the visceral efferent components of the cerebral and spinal nerves, and the nerves that arise in these ganglions (fig. 1). Afferent cerebrospinal nerve components, both somatic and visceral, are functionally associated with the autonomic nerves. These, however, are not regarded as partof the autonomic nervous system, since they are essential components of the cerebrospinal nerves. The peripheral visceral efferent conduction pathway consists of two neurons, a visceral efferent cerebrospinal nerve component and an autonomic neuron; the former may be designated the preganglionic, the latter the ganglionic neuron. On the basis of the distribution of the preganglionic neurons in the central nervous system, the autonomic nervous system may be divided into (1) the cranial division, which is connected with the brain stem through preganglionic components of the third, seventh, ninth, tenth"
6,1930,Studies on the brain of the kiwi (Apteryx australis),E. Craigie,Unknown venue,1930-02-01,109,1,93.81,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Studies on the brain of the kiwi (Apteryx australis) within General Brain Science and Reviews.,high citation signal (109); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/CNE.900490202,03b609325e367ab7219c9f55fcbef757179aea56,https://doi.org/10.1002/CNE.900490202,,,,paper,unknown,brain; brain/neural structure in title,
7,1930,ASTROBLASTOMAS OF THE BRAIN 1,"Percival Bailev, P. Bucy",Unknown venue,1930-09-01,100,2,92.27,General Brain-AI Structure Reviews and Methods,brain-structure,Positions ASTROBLASTOMAS OF THE BRAIN 1 within General Brain Science and Reviews.,high citation signal (100); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1111/j.1600-0447.1930.tb08230.x,ea13d6e84064e682b94d16cf59669534fd170754,https://doi.org/10.1111/j.1600-0447.1930.tb08230.x,,,,paper,unknown,brain; brain/neural structure in title,
8,1930,The developmental significance of the floor-plate of the brain and spinal cord,B. Kingsbury,Unknown venue,1930-06-01,71,1,86.18,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions The developmental significance of the floor-plate of the brain and spinal cord within Brain Development, Plasticity, and Connectomics.",high citation signal (71); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.900500109,a0728e7853afcbd214a9788ef5eab50bbe672813,https://doi.org/10.1002/cne.900500109,,,,paper,unknown,brain; brain/neural structure in title,
9,1930,THE INFLUENCE OF EFFERENT CEREBRAL PATHWAYS UPON THE SYMPATHETIC NERVOUS SYSTEM,"O. Langworthy, C. P. Richter",Unknown venue,1930-07-01,64,2,80.34,General Brain-AI Structure Reviews and Methods,brain-structure,Positions THE INFLUENCE OF EFFERENT CEREBRAL PATHWAYS UPON THE SYMPATHETIC NERVOUS SYSTEM within General Brain Science and Reviews.,high citation signal (64); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/BRAIN/53.2.178,432876399335f161a9271e12af34cacac5d580d3,https://doi.org/10.1093/BRAIN/53.2.178,,,,paper,unknown,brain; cerebral,
10,1930,THE RELATION OF THE LIPIDS TO PHYSIOLOGICAL ACTIVITY I. THE CHANGES IN THE LIPID CONTENT OF THE CORPUS LUTEUM OF THE SOW,"W. R. Bloor, R. Okey, G. Corner",Unknown venue,1930-03-03,43,0,98.32,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The earliest work having to do with the physiology of the fatty substances other than fat was done on the brain by men who were interested in a possible relationship between chemical composition and mental activity (1).,high citation signal (43); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0021-9258(18)76927-5,881bd0bbb0328c1634f2da14c4cbaea5a5934765,https://doi.org/10.1016/s0021-9258(18)76927-5,,https://doi.org/10.1016/s0021-9258(18)76927-5,,paper,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"The earliest work having to do with the physiology of the fatty substances other than fat was done on the brain by men who were interested in a possible relationship between chemical composition and mental activity (1). The complex nature of the lipid material of the brain prevented much progress in the physiology but stimulated interest in the chemistry of the brain lipids, and much time and effort for many years was devoted to the attempt to separate and identify the lipids of the brain and other tissues. Owing to the difficulty of separation of the lipids from each other and from other substances a large number of compounds were listed, most of which had no real existence, with the result that the chemistry of the lipids was made to appear discouragingly difficult. Recent workers, especially MacLean and Levene have however succeeded in eliminating many of these hypothetical substances and in reducing the chemistry of the group to a relatively simple basis so that there has been recently a renewed interest in their significance in the living organism. Probably because of their ready oxidation, the possible role of the unsaturated phospholipids in cellular oxidations attracted attention first of Koch (a), then Friinkel (3), and more recently Thunberg (4), Warburg (5), Meyerhof (6), and Hopkins (7). The net results of the work of these investigators, while not definitely proving the participation of the lipids in oxidative processes in the living cell, showed that it was very probable."
