rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1995,A versatile vector for gene and oligonucleotide transfer into cells in culture and in vivo: polyethylenimine.,"O. Boussif, F. Lezoualc'h, M. Zanta, M. Mergny, D. Scherman, B. Demeneix, et al.",Proceedings of the National Academy of Sciences of the United States of America,1995-08-01,6058,200,204.17,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;connectome,"Several polycations possessing substantial buffering capacity below physiological pH, such as lipopolyamines and polyamidoamine polymers, are efficient transfection agents per se--i.e., without the addition of cell targeting or membrane-disruption agents.","high citation signal (6,058); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1073/PNAS.92.16.7297,00f66c12904a003f46077f444e6e0c64b8115bb0,https://doi.org/10.1073/PNAS.92.16.7297,,https://doi.org/10.1073/pnas.92.16.7297,,JournalArticle,unknown,brain; cerebral; neuron; neuromorphic; explicit brain-structure/AI bridge,"Several polycations possessing substantial buffering capacity below physiological pH, such as lipopolyamines and polyamidoamine polymers, are efficient transfection agents per se--i.e., without the addition of cell targeting or membrane-disruption agents. This observation led us to test the cationic polymer polyethylenimine (PEI) for its gene-delivery potential. Indeed, every third atom of PEI is a protonable amino nitrogen atom, which makes the polymeric network an effective ""proton sponge"" at virtually any pH. Luciferase reporter gene transfer with this polycation into a variety of cell lines and primary cells gave results comparable to, or even better than, lipopolyamines. Cytotoxicity was low and seen only at concentrations well above those required for optimal transfection. Delivery of oligonucleotides into embryonic neurons was followed by using a fluorescent probe. Virtually all neurons showed nuclear labeling, with no toxic effects. The optimal PEI cation/anion balance for in vitro transfection is only slightly on the cationic side, which is advantageous for in vivo delivery. Indeed, intracerebral luciferase gene transfer into newborn mice gave results comparable (for a given amount of DNA) to the in vitro transfection of primary rat brain endothelial cells or chicken embryonic neurons. Together, these properties make PEI a promising vector for gene therapy and an outstanding core for the design of more sophisticated devices. Our hypothesis is that its efficiency relies on extensive lysosome buffering that protects DNA from nuclease degradation, and consequent lysosomal swelling and rupture that provide an escape mechanism for the PEI/DNA particles."
2,1995,Recombinant mouse OB protein: evidence for a peripheral signal linking adiposity and central neural networks.,"L. Campfield, F. Smith, Y. Guisez, R. Devos, P. Burn",Science,1995-07-28,3480,51,196.39,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;deep-learning,"Positions Recombinant mouse OB protein: evidence for a peripheral signal linking adiposity and central neural networks. within Brain Development, Plasticity, and Connectomics.","high citation signal (3,480); recognized venue; explicit AI/modeling signal; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Model performance should be checked for leakage, confounding, calibration, and external validity.",10.1126/SCIENCE.7624778,7b111bca25b81cb5c9c6973e20453918c88482d9,https://doi.org/10.1126/SCIENCE.7624778,,,,JournalArticle,unknown,brain; neural; neural network; brain/neural structure in title; explicit brain-structure/AI bridge,
3,1995,Functional connectivity in the motor cortex of resting human brain using echo-planar mri,"B. Biswal, F. Zerrin Yetkin, V. Haughton, James S. Hyde",Magnetic Resonance in Medicine,1995-10-01,3099,330,170.3,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;neuroimaging,Positions Functional connectivity in the motor cortex of resting human brain using echo-planar mri within Neuroimaging and Brain Mapping.,"high citation signal (3,099); brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/MRM.1910340409,e5843f32075e5db367ab42673d84a3dbb03a0a47,https://doi.org/10.1002/MRM.1910340409,,,,JournalArticle,unknown,brain; cortex; connectivity; mri; brain/neural structure in title; historical computation/learning bridge,
4,1995,Regulation of BDNF and trkB mRNA in rat brain by chronic electroconvulsive seizure and antidepressant drug treatments,"M. Nibuya, S. Morinobu, R. Duman",Journal of Neuroscience,1995-11-01,2181,140,192.58,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"The influence of chronic electroconvulsive seizure (ECS) or antidepressant drug treatments on expression of brain-derived neurotrophic factor (BDNF) and its receptor, trkB, was examined by in situ hybridization and Northern blot.","high citation signal (2,181); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1523/JNEUROSCI.15-11-07539.1995,9fcb53e9493622f3fbfc09303d12ff0ba8830769,https://doi.org/10.1523/JNEUROSCI.15-11-07539.1995,,https://www.jneurosci.org/content/jneuro/15/11/7539.full.pdf,,JournalArticle,unknown,brain; cortex; hippocampus; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"The influence of chronic electroconvulsive seizure (ECS) or antidepressant drug treatments on expression of brain-derived neurotrophic factor (BDNF) and its receptor, trkB, was examined by in situ hybridization and Northern blot. In frontal cortex, acute ECS increased BDNF mRNA approximately twofold, an effect significantly augmented by a prior course of chronic ECS treatment (10 d). In the hippocampus, the influence of chronic ECS varied between the major subfields. In the dentate gyrus granule cell layer, chronic ECS decreased the acute induction of BDNF and trkB mRNA by approximately 50%, but prolonged their expression: levels remained elevated two- to threefold 18 hr later after the last chronic ECS treatment, but returned to control 18 hr after acute ECS. In CA3 and CA1 pyramidal cell layers, chronic ECS significantly elevated the acute induction of BDNF, and tended to prolong the expression of BDNF and trkB mRNA. A similar effect was observed in layer 2 of the piriform cortex, where chronic ECS significantly increased the acute induction and prolonged the expression of BDNF and trkB mRNA. Chronic (21 d), but not acute (1 d), administration of several different antidepressant drugs, including tranylcypromine, sertraline, desipramine, or mianserin, significantly increased BDNF mRNA and all but mianserin increased trkB mRNA in hippocampus. In contrast, chronic administration of nonantidepressant psychotropic drugs, including morphine, cocaine, or haloperidol, did not increase levels of BDNF mRNA. Furthermore, chronic administration of ECS or antidepressant drugs completely blocked the down-regulation of BDNF mRNA in the hippocampus in response to restraint stress. The enhanced induction and prolonged expression of BDNF in response to chronic ECS and antidepressant drug treatments could promote neuronal survival, and protect neurons from the damaging effects of stress."
5,1995,Neurotrophins and Neuronal Plasticity,H. Thoenen,Science,1995-10-27,1975,76,174.6,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions Neurotrophins and Neuronal Plasticity within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,975); recognized venue",Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1126/science.270.5236.593,e58ead926e09545a8df1d56f56026baba69d1f8a,https://doi.org/10.1126/science.270.5236.593,,,,Review; JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
6,1995,Glutamate-induced neuronal death: a succession of necrosis or apoptosis depending on mitochondrial function.,"M. Ankarcrona, J. Dypbukt, E. Bonfoco, B. Zhivotovsky, S. Orrenius, S. Lipton, et al.",Neuron,1995-10-01,1960,54,180.66,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"During ischemic brain injury, glutamate accumulation leads to overstimulation of postsynaptic glutamate receptors with intracellular Ca2+ overload and neuronal cell death.","high citation signal (1,960); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0896-6273(95)90186-8,3c32c4e1a0403511d842ba1272e67da0494ef29c,https://doi.org/10.1016/0896-6273(95)90186-8,,https://doi.org/10.1016/0896-6273(95)90186-8,,JournalArticle,unknown,brain; neuron; neuromorphic; explicit brain-structure/AI bridge,"During ischemic brain injury, glutamate accumulation leads to overstimulation of postsynaptic glutamate receptors with intracellular Ca2+ overload and neuronal cell death. Here we show that glutamate can induce either early necrosis or delayed apoptosis in cultures of cerebellar granule cells. During and shortly after exposure to glutamate, a subpopulation of neurons died by necrosis. In these cells, mitochondrial membrane potential collapsed, nuclei swelled, and intracellular debris were scattered in the incubation medium. Neurons surviving the early necrotic phase recovered mitochondrial potential and energy levels. Later, they underwent apoptosis, as shown by the formation of apoptotic nuclei and by chromatin degradation into high and low molecular weight fragments. These results suggest that mitochondrial function is a critical factor that determines the mode of neuronal death in excitotoxicity."
7,1995,Reliability of spike timing in neocortical neurons.,"Z. Mainen, T. Sejnowski",Science,1995-06-09,1920,96,178.49,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neural-signals,"Positions Reliability of spike timing in neocortical neurons. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,920); recognized venue; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/SCIENCE.7770778,31a97e91c047053fe0cda6fc92a476144f8a6885,https://doi.org/10.1126/SCIENCE.7770778,,,,JournalArticle,unknown,cortical; neuron; neuromorphic; explicit brain-structure/AI bridge,
8,1995,Pattern of Malformation in Offspring of Chronic Alcoholic Mothers,"Carrie L. Randall, Edward P. Riley",Alcohol health and research world,1995,1659,63,166.26,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neuroimaging;neural-signals;clinical-neuroai,T identification of the characteristics defining fetal alcohol syndrome (FAS) is usually credited to observations made in this Jones and colleagues' 1973 article.,"high citation signal (1,659); brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,3e2cbb40f1a65703c68edd030828b5eee05f9460,https://www.semanticscholar.org/paper/3e2cbb40f1a65703c68edd030828b5eee05f9460,,,,JournalArticle,unknown,brain; ecog; cognitive architecture; explicit brain-structure/AI bridge,"T identification of the characteristics defining fetal alcohol syndrome (FAS) is usually credited to observations made in this Jones and colleagues' 1973 article. Although a previous re­ port in a French medical journal several years earlier recognized a similar pattern (Lemoine 1968), it was Jones and Smith who actually coined the label ""fetal alcohol syn­ drome"" in a followup paper to this seminal article by Jones and col­ leagues, entitled ""Recognition of the fetal alcohol syndrome in early in­ fancy"" (Jones and Smith 1973). Historically, it was considered c o mm o n kn o w l e d g e t h a t a l c o h o l consumption during pregnancy was hazardous, and women were warned accordingly; around the turn of the century, there were even a few clini­ cal and experimental reports pub­ lished that outlined negative effects of such consumption. However, the clinical inquisitiveness and astute di­ agnostic skills of Jones and the rest o f t h e t e a m o f p h y s i c i a n s a t t h e University of Washington, led by the late Dr. David W. Smith, was the im­ petus for the work published in this landmark article. T h e o b s e r v e d c h a r a c t e r i s t i c s caused by maternal drinking and re­ ported by Jones and colleagues in the article interested practicing clini­ cians around the world, stimulating many international case reports that f urther confirmed these findings. The observations in the article also had a monumental impact on the sci­ entific community. They demonstrat­ e d t h a t a l c o h o l i n g e s t e d b y t h e m o t h e r a d v e r s e l y a f f e c t e d f e t a l growth and development. Thus, as with thalidomide, alcohol was being implicated as a teratogen, or an agent c a p a b l e o f a l t e r i n g n o r m a l f e t a l growth and development, and this was an exciting development. Since the original identification of FAS in 1973, approximately 600 additional cases have been reported in the alcohol literature. Abel (1990) published a compendium of these cases. Basically, all the cardinal features of FAS described in the 1973 article by Jones and colleagues of low birth weight; small eye openings; joint, limb, and cardiac defects; developmental de­ lays; and mental retardation have withstood the test of time. In addition, some anomalies not initially included in the character­ istics they outlined, such as a thin upper lip (narrow vermilion border) and a broad flat area under the nose (long smooth philtrum), are now considered features of FAS. One area of science inadvertently stimulated by this article was that of behavioral teratology. In an attempt to develop ani­ mal models of FAS, researchers found that prenatal alcohol ex­ posure in rats was associated with behavioral anomalies in the absence of gross physical defects. This meant that the brain could be affected while other major organ systems appeared nor­ mal. As a result of this research, alcohol today is considered by"
9,1995,Stress and glucocorticoids affect the expression of brain-derived neurotrophic factor and neurotrophin-3 mRNAs in the hippocampus,"M. A. Smith, Shinya Makino, R. Kvetňanský, Robert M. Post, Psychiatry Branch",Journal of Neuroscience,1995-03-01,1502,59,183.87,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Chronic stress produces structural changes and neuronal damage especially in the hippocampus.,"high citation signal (1,502); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1523/JNEUROSCI.15-03-01768.1995,d38177c23af7ec6fef0f672ab902be416fc90a2a,https://doi.org/10.1523/JNEUROSCI.15-03-01768.1995,,https://www.jneurosci.org/content/jneuro/15/3/1768.full.pdf,,JournalArticle,unknown,brain; hippocampus; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"Chronic stress produces structural changes and neuronal damage especially in the hippocampus. Because neurotrophic factors affect neuron survival, we questioned whether they might be relevant to the heightened vulnerability of hippocampal neurons following stress. To begin investigating this possibility, we examined the effects of immobilization stress (2 hr/d) on the expression of neurotrophic factors in rat brains using in situ hybridization. We found that single or repeated immobilization markedly reduced brain-derived neurotrophic factor (BDNF) mRNA levels in the dentate gyrus and hippocampus. In contrast, NT-3 mRNA levels were increased in the dentate gyrus and hippocampus in response to repeated but not acute stress. Stress did not affect the expression of neurotrophin-4, or tyrosine receptor kinases (trkB or C). Corticosterone negative feedback may have contributed in part to the stress-induced decreases in BDNF mRNA levels, but stress still decreased BDNF in the dentate gyrus in adrenalectomized rats suggesting that additional components of the stress response must also contribute to the observed changes in BDNF. However, corticosterone-mediated increases in NT-3 mRNA expression appeared to be primarily responsible for the effects of stress on NT-3. These findings demonstrate that BDNF and NT-3 are stress-responsive genes and raise the possibility that alterations in the expression of these or other growth factors might be important in producing some of the physiological and pathophysiological effects of stress in the hippocampus."
10,1995,"Other minds in the brain: a functional imaging study of ""theory of mind"" in story comprehension.","P. Fletcher, F. Happé, U. Frith, S. C. Baker, R. Dolan, Richard S. J. Frackowiak, et al.",Cognition,1995-11-01,1487,94,167.69,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,"Positions Other minds in the brain: a functional imaging study of ""theory of mind"" in story comprehension. within Cognitive and Systems Neuroscience.","high citation signal (1,487); open-access PDF metadata; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0010-0277(95)00692-R,0ca9e60d077c97f8f9f9e43110e899ed45284ecd,https://doi.org/10.1016/0010-0277(95)00692-R,,https://pure.mpg.de/pubman/item/item_2614849_3/component/file_2623878/RD_Other_1995.pdf,,JournalArticle,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
11,1995,The neural basis of the central executive system of working memory,"M. D'Esposito, J. Detre, D. Alsop, R. Shin, S. Atlas, M. Grossman",Nature,1995-11-16,1470,56,176.49,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions The neural basis of the central executive system of working memory within Cognitive and Systems Neuroscience.,"high citation signal (1,470); recognized venue; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/378279A0,77629968c7eeb8d6190a404ee6994c0a10b56a71,https://doi.org/10.1038/378279A0,,,,JournalArticle,unknown,neural; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
12,1995,Neurological deficit and extent of neuronal necrosis attributable to middle cerebral artery occlusion in rats. Statistical validation.,"Julio H. Garcia, Simone Wagner, Kaiyin Liu, Xiao-jiang Hu",Stroke,1995-04-01,1432,25,161.22,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,"Positions Neurological deficit and extent of neuronal necrosis attributable to middle cerebral artery occlusion in rats. Statistical validation. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,432); brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1161/01.STR.26.4.627,28d8f1725c953c7304d437a47ea563a207e19678,https://doi.org/10.1161/01.STR.26.4.627,,,,JournalArticle,unknown,cerebral; neuron; neuromorphic; explicit brain-structure/AI bridge,
13,1995,Long-lasting neurotrophin-induced enhancement of synaptic transmission in the adult hippocampus,"Hyejin Kang, E. Schuman",Science,1995-03-17,1412,50,169.76,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Long-lasting neurotrophin-induced enhancement of synaptic transmission in the adult hippocampus within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,412); recognized venue; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/science.7886457,1baab0c5b00616a9b9141ac608db44ccd24d6cc6,https://doi.org/10.1126/science.7886457,,,,JournalArticle,unknown,hippocampus; neuromorphic; explicit brain-structure/AI bridge,
14,1995,GABAA-receptor heterogeneity in the adult rat brain: Differential regional and cellular distribution of seven major subunits,"J. Fritschy, H. Mohler",The Journal of comparative neurology,1995-08-14,1272,89,173.88,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions GABAA-receptor heterogeneity in the adult rat brain: Differential regional and cellular distribution of seven major subunits within Clinical Neurology and Neurodegeneration.,"high citation signal (1,272); recognized venue; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.903590111,b5415fba764c229466693372d6b4f8601bf0b456,https://doi.org/10.1002/cne.903590111,,,,JournalArticle; Study,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
