rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1954,The Living Brain,R. Tredgold,Mental Health,1954,328,12,123.93,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals,It is not possible in the space of a brief notice here to do any s?rt of justice to this remarkable book.,high citation signal (328); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/archneurpsyc.1953.02320350138018,22d1142b740b408d586055a18bf136dceff3ceeb,https://doi.org/10.1001/archneurpsyc.1953.02320350138018,,,,paper,unknown,brain; brain/neural structure in title; historical computation/learning bridge,"It is not possible in the space of a brief notice here to do any s?rt of justice to this remarkable book. Its author's name is, of course, enough to indicate that it deals with electroencephalography, but no one should suppose that this is all it does. Dr. Walter discusses the information this new technique has made available on the process of learning, and in his phrase on ""intimations of personality."" This is, of course, a long trek from the view, still all too common, that E.E.G. can be used to detect epileptics and a few psychopaths. The whole mechanism of the brain has been opened to fresh study; and the first fruits are being presented here. The author's style is worthy of his subject; it is always clear and assured; but it also scintillates with many a beautifully turned phrase, or allusion, which explain or underline, but never distort, his scientific statements; even doggerel has its place in clarification. Many will find his last chapter most stimulating of all : ""The prain tomorrow."" We see to our horror the pace of life increasing,"
2,1954,Learning motivated by electrical stimulation of the brain.,"J. Delgado, W. W. Roberts, N. Miller",American Journal of Physiology,1954-11-30,302,2,139.05,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions Learning motivated by electrical stimulation of the brain. within Cognitive and Systems Neuroscience.,high citation signal (302); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/AJPLEGACY.1954.179.3.587,85773e0df54436a983502f6285d64dea59fd8a42,https://doi.org/10.1152/AJPLEGACY.1954.179.3.587,,https://www.physiology.org/pb-assets/PDFs/2017-Legacy.pdf,,JournalArticle,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
3,1954,Structural and functional organization of mammalian cerebral cortex: The correlation of neurone density with brain size. Cortical neurone density in the fin whale (Balaenoptera Physalus L.) with a note on the cortical neurone density in the Indian elephant,D. B. Tower,The Journal of comparative neurology,1954-08-01,187,8,147.46,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Structural and functional organization of mammalian cerebral cortex: The correlation of neurone density with brain size. Cortical neurone density in the fin whale (Balaenoptera Physalus L.) with a note on the cortical neurone density in the Indian elephant within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (187); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901010103,9109a9aa592f3559dfbfb0fa587710fa329b83e7,https://doi.org/10.1002/cne.901010103,,,,JournalArticle,unknown,brain; cerebral; cortex; cortical; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
4,1954,Effect of drugs and metabolic alterations on brain stem arousal mechanism.,"A. Arduini, M. Arduini",Journal of Pharmacology and Experimental Therapeutics,1954-01-01,160,1,131.87,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Recent study has revealed a subcortical arousal mechanism in the reticular formation of the brain stem whose ascending influence upon the cortex is responsible for EEG and behavioral wakefulness.,high citation signal (160); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0022-3565(25)04466-0,7225e1042c454b9fc4469dfe9ef7132f733f064d,https://doi.org/10.1016/s0022-3565(25)04466-0,,,,JournalArticle,unknown,brain; cortex; cortical; eeg; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,"Recent study has revealed a subcortical arousal mechanism in the reticular formation of the brain stem whose ascending influence upon the cortex is responsible for EEG and behavioral wakefulness. Activity evoked in this subcortical mechanism by afferent stimulation shows a markedly greater susceptibility to alteration by drugs and metabolic changes than does concomitant discharge conducted to sensory areas of the cortex in direct afferent paths. It is proposed that while depressant and excitant drugs act upon all complexly organized portions of the central nervous system, their influence upon the subcortical arousal mechanism may account in considerable measure for their generalized effects."
5,1954,"Pathological changes in neurons, neuroglia, and blood-brain barrier induced by x-irradiation of heads of monkeys.","C. Clemente, E. Holst",A M A Archives of Neurology & Psychiatry,1954,132,2,135.23,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Pathological changes in neurons, neuroglia, and blood-brain barrier induced by x-irradiation of heads of monkeys. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (132); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1954.02320370068005,77245b5119cd9f81480ab3f148ee9fd222b7c381,https://doi.org/10.1001/ARCHNEURPSYC.1954.02320370068005,,,,JournalArticle,unknown,brain; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
6,1954,Polarographic study of cerebral collateral circulation.,"J. Meyer, H. Fang, D. Denny-Brown",A M A Archives of Neurology & Psychiatry,1954-09-01,130,0,114.15,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions Polarographic study of cerebral collateral circulation. within Clinical Neurology and Neurodegeneration.,high citation signal (130); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1954.02330030030003,feaa0b0474cbc13b62282f76473859e8c3deb97b,https://doi.org/10.1001/ARCHNEURPSYC.1954.02330030030003,,,,JournalArticle,unknown,brain; cerebral; historical computation/learning bridge,
7,1954,The central veins and deep dural sinuses of the brain; an anatomical and angiographic study.,C. Johanson,Acta radiologica. Supplementum,1954,98,0,101.11,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions The central veins and deep dural sinuses of the brain; an anatomical and angiographic study. within General Brain Science and Reviews.,high citation signal (98); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,2f26fe1206019425753ee3fdb353ceddb20a9d9d,https://www.semanticscholar.org/paper/2f26fe1206019425753ee3fdb353ceddb20a9d9d,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
8,1954,Distribution and fate of morphine in non-tolerant and tolerant dogs and rats.,L. A. Woods,Journal of Pharmacology and Experimental Therapeutics,1954-10-01,88,0,108.0,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"The distribution of free and ""bound"" morphine in dogs and rats is selective for certain tissues and fluids.",high citation signal (88); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0022-3565(25)11308-6,27ae24f6869cca9314f67fb77dac29b9fd5832a7,https://doi.org/10.1016/s0022-3565(25)11308-6,,,,JournalArticle,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"The distribution of free and ""bound"" morphine in dogs and rats is selective for certain tissues and fluids. ""Bound"" morphine is found in gall bladder bile in concentrations many fold greater than those observed in tissues and other fluids. Spleen, pancreas, thyroid and adrenal contain primarily free morphine, whereas lung, liver and kidney contain both free and ""bound"" morphine. Brain, cerebrospinal fluid and fat contain very little morphine in any form. Since morphine acts primarily on the central nervous system, and is presumed to be there in some concentration, nervous tissue must be highly sensitive to morphine. In dog blood equilibrated in vivo, the distribution of free morphine is primarily extracellular, and ""bound"" morphine almost exclusively extracellular. Slight differences exist in the distribution of free and ""bound"" morphine between non-tolerant and tolerant animals, particularly if there is a short interval (as ninety minutes) between the administration of drug and sacrifice. Such differences are not of such magnitude that they cannot be explained on the basis of quantitative differences in the vascular responses of tolerant as compared with non-tolerant animals resulting in altered mobilization from the site of administration and differences in the vascular supply to the several tissues. More than 35 per cent of morphine administered by subcutaneous injection is excreted as the ""bound"" form in the bile of both non-tolerant and tolerant dogs. Approximately 80 per cent of the subcutaneously administered morphine can be recovered in the urine and gall bladder bile of non-tolerant dogs sacrificed four hours (or twelve hours) after injection. The removal of all bile through a common duct fistula reduces the fecal morphine to such small amounts as to escape detection. Whereas ""bound"" morphine of intestinal origin (biliary) constitutes only a partial source of urinary morphine during the first 24 hours after subcutaneous injection, probably all of the urinary ""bound"" morphine excreted after 24 hours originates from this source. Biliary morphine is the principal source of fecal morphine, the total quantity of the latter varying with the rate of passage of intestinal contents, and the fecal bulk. The influence of these factors on the intestinal absorption of biliary morphine is the most logical explanation for the greater quantity of fecal morphine in tolerant dogs. One ""bound"" form of morphine in dog urine and bile has been identified to be the phenolic substituted morphine mono-glucuronide. This conjugate is one of the principal metabolites of morphine in this animal species. However, there is present in dog urine a considerable amount of a ""bound"" morphine with characteristics different from the metabolite noted above, although it is a glucuronide. The suggestion is made that this is a di-conjugated product, a glucuronide of the alcoholic group and ethereal sulfate of the phenolic group of morphine. It is the conclusion of the author that to date no acceptable evidence has been presented here, or elsewhere, to support the view that altered distribution or fate of morphine is associated with, or responsible for, tolerance development or physical dependence."
9,1954,Comparison of electrographic effects of stimulation of the amygdala and brain stem reticular formation in cats.,"William Feindel, P. Gloor",Electroencephalography and Clinical Neurophysiology,1954,87,0,103.39,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,"Positions Comparison of electrographic effects of stimulation of the amygdala and brain stem reticular formation in cats. within EEG, MEG, and Electrophysiology.",high citation signal (87); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0013-4694(54)90053-X,3ef5601041b895f12c2d8831a59144dd4c6975c4,https://doi.org/10.1016/0013-4694(54)90053-X,,,,JournalArticle,unknown,brain; amygdala; brain/neural structure in title; historical computation/learning bridge,
10,1954,"The cytology of the subcommissural organ, reissner's fiber, periventricular glial cells and posterior collicular recess of the rat's brain","G. B. Wislocki, E. Leduc",The Journal of comparative neurology,1954-10-01,86,1,125.59,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions The cytology of the subcommissural organ, reissner's fiber, periventricular glial cells and posterior collicular recess of the rat's brain within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (86); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901010204,629f1195c2f5ed127f31ef63f73fd2b160852db9,https://doi.org/10.1002/cne.901010204,,,,JournalArticle,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
11,1954,Electrical stimulation of the unexposed cerebral cortex,"T. Gualtierotti, A. S. Paterson",Journal of Physiology,1954-08-27,68,1,92.41,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Electrical stimulation of the unexposed cerebral cortex within General Brain Science and Reviews.,high citation signal (68); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1113/jphysiol.1954.sp005157,32f4a9e824a94a6be71efe79a68a273809df287b,https://doi.org/10.1113/jphysiol.1954.sp005157,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.1954.sp005157,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
12,1954,"Clinical and electroencephalographic studies on the effects of mescaline, N-allylnormorphine and morphine in man; a pharmacologic analysis of the functions of the spontaneous electrical activity of the cerebral cortex.",A. Wikler,Unknown venue,1954-09-01,64,1,99.94,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,"Positions Clinical and electroencephalographic studies on the effects of mescaline, N-allylnormorphine and morphine in man; a pharmacologic analysis of the functions of the spontaneous electrical activity of the cerebral cortex. within EEG, MEG, and Electrophysiology.",high citation signal (64); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1097/00005053-195409000-00001,4ad89fd3aac6a3dc5c79a72c7e6d0fe119ba15ec,https://doi.org/10.1097/00005053-195409000-00001,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title; historical computation/learning bridge,
13,1954,The production of after-bursts in isolated unanaesthetized cerebral cortex,B. Burns,Journal of Physiology,1954-09-28,64,1,91.34,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The production of after-bursts in isolated unanaesthetized cerebral cortex within General Brain Science and Reviews.,high citation signal (64); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1113/jphysiol.1954.sp005170,7d0ec7358f73d4a3fbd1fb1cc58761b5ae2933d1,https://doi.org/10.1113/jphysiol.1954.sp005170,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1365618,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
