rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1977,Cortical Evoked Potential and Extracellular K+ and H+ at Critical Levels of Brain Ischemia,"J. Astrup, L. Symon, N. Branston, N. Lassen",Stroke,1977-01-01,1142,26,166.15,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,"Positions Cortical Evoked Potential and Extracellular K+ and H+ at Critical Levels of Brain Ischemia within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,142); open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1161/01.STR.8.1.51,ed21d70960517f57af3b64a53a9b69b4edf7dc10,https://doi.org/10.1161/01.STR.8.1.51,,https://www.ahajournals.org/doi/pdf/10.1161/01.STR.8.1.51,,JournalArticle,unknown,brain; cortical; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
2,1977,Autoradiographic localization of opiate receptors in rat brain. I. Spinal cord and lower medulla.,"S. Atweh, M. Kuhar",Brain Research,1977-03-18,864,8,152.13,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions Autoradiographic localization of opiate receptors in rat brain. I. Spinal cord and lower medulla. within General Brain Science and Reviews.,high citation signal (864); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0006-8993(77)90863-0,928210e17800272dd1871684635e9e2abf2c1a49,https://doi.org/10.1016/0006-8993(77)90863-0,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
3,1977,Projections from the amygdaloid complex to the cerebral cortex and thalamus in the rat and cat,"J. Krettek, J. Price",The Journal of comparative neurology,1977-04-15,795,28,147.43,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Projections from the amygdaloid complex to the cerebral cortex and thalamus in the rat and cat within Clinical Neurology and Neurodegeneration.,high citation signal (795); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901720408,3d236c32acfc9b661e371cb6b839c1785281206d,https://doi.org/10.1002/cne.901720408,,,,JournalArticle,unknown,brain; cerebral; cortex; thalamus; brain/neural structure in title,
4,1977,Hippocampal efferents reach widespread areas of cerebral cortex and amygdala in the rhesus monkey.,"D. L. Rosene, G. V. Hoesen",Science,1977-10-21,677,7,144.54,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Hippocampal efferents reach widespread areas of cerebral cortex and amygdala in the rhesus monkey. within General Brain Science and Reviews.,high citation signal (677); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/SCIENCE.410102,a00b068e13ebae9b315b285ce93a4cbe796d592d,https://doi.org/10.1126/SCIENCE.410102,,,,JournalArticle,unknown,brain; cerebral; cortex; amygdala; brain/neural structure in title,
5,1977,The large apparent work capability of the blood-brain barrier: A study of the mitochondrial content of capillary endothelial cells in brain and other tissues of the rat,"W. Oldendorf, M. Cornford, W. Brown",Annals of Neurology,1977-05-01,632,12,161.31,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions The large apparent work capability of the blood-brain barrier: A study of the mitochondrial content of capillary endothelial cells in brain and other tissues of the rat within Clinical Neurology and Neurodegeneration.,high citation signal (632); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/ana.410010502,012c3e51b0b02ff666f0f6cce0ed3076f6788b2b,https://doi.org/10.1002/ana.410010502,,,,JournalArticle; Study,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
6,1977,Autoradiographic localization of opiate receptors in rat brain. II. The brain stem.,"S. Atweh, M. Kuhar",Brain Research,1977-06-24,598,6,145.51,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions Autoradiographic localization of opiate receptors in rat brain. II. The brain stem. within General Brain Science and Reviews.,high citation signal (598); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0006-8993(77)90965-9,d6be23644ad5917f5c2643dad540b7a39e06a33d,https://doi.org/10.1016/0006-8993(77)90965-9,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
7,1977,Catecholamine receptors on locus coeruleus neurons: pharmacological characterization.,"J. Cedarbaum, G. Aghajanian",European Journal of Pharmacology,1977-08-15,565,6,140.09,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions Catecholamine receptors on locus coeruleus neurons: pharmacological characterization. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (565),Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1016/0014-2999(77)90312-0,b7f20e12003095cb4778570e014193a1d0e7fc5e,https://doi.org/10.1016/0014-2999(77)90312-0,,,,JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
8,1977,Autoradiographic localization of opiate receptors in rat brain. III. The telencephalon.,"S. Atweh, M. Kuhar",Brain Research,1977-10-14,552,2,144.08,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions Autoradiographic localization of opiate receptors in rat brain. III. The telencephalon. within General Brain Science and Reviews.,high citation signal (552); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0006-8993(77)90817-4,0df6d4a04fdf5e5efa32bbe699d2d8744e45f624,https://doi.org/10.1016/0006-8993(77)90817-4,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
9,1977,Binding characteristics of a radiolabeled agonist and antagonist at central nervous system alpha noradrenergic receptors.,"D. U'prichard, D. Greenberg, S. Snyder",Molecular Pharmacology,1977-05-01,529,1,151.31,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neuroimaging,"Binding of the alpha noradrenergic agonist [3H]clonidine and the alpha antagonist [3H]WB-4101 (2-([29,69-dimethoxy]phenoxyethylamino)methylbenzodioxan) to rat brain membranes exhibits characteristics expected of alpha receptors for norepinephrine.",high citation signal (529); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0026-895x(25)11222-4,8eaabc310682680c8862be233fff8398a62818d5,https://doi.org/10.1016/s0026-895x(25)11222-4,,,,JournalArticle,unknown,brain; cerebral; cortex; thalamus; hypothalamus; cerebellum; neuromorphic; explicit brain-structure/AI bridge,"Binding of the alpha noradrenergic agonist [3H]clonidine and the alpha antagonist [3H]WB-4101 (2-([29,69-dimethoxy]phenoxyethylamino)methylbenzodioxan) to rat brain membranes exhibits characteristics expected of alpha receptors for norepinephrine. Binding of both [3H]ligands is saturable, with KD values of 5.8 nM and 0.48 nM for [3H]clonidine and [3H]WB-4101, respectively. A series of catecholamines inhibits the binding of both ligands with the potency order epinephrine > norepinephrine >> isoproterenol, corresponding to the relative activities of these agents at alpha receptors in the periphery. Competition for binding is stereoselective, with (-) isomers of phenylethanolamines many times more potent than the corresponding (+) isomers. Classical alpha antagonists inhibit binding of both ligands at low concentrations, but beta antagonists are much weaker. Alpha agonists are more potent in displacing [3H]clonidine than [3H]WB-4101 binding, while alpha antagonists compete more avidly for [3H]WB-4101 sites. Partial agonist ergot alkaloids display similar affinities for the binding sites of both [3H]ligands. These findings may be explained by the existence of discrete agonist and antagonist states of the alpha receptor, which preferentially bind [3H]clonidine and [3H]WB-4101, respectively. Regional variations in the binding of both [3H]ligands in the brain are not pronounced, although levels tend to be highest in hypothalamus and cerebral cortex and lowest in cerebellum. Treatment with 6-hydroxydopamine fails to decrease the binding of either [3H]ligand, suggesting that binding occurs to postsynaptic sites."
10,1977,Neocortical cholinergic neurons in elderly people.,"P. White, M. Goodhardt, J. Keet, C. Hiley, L. Carrasco, I.E.I. Williams, et al.",The Lancet,1977-03-26,488,2,152.66,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Neocortical cholinergic neurons in elderly people. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (488); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/S0140-6736(77)92114-6,e94a34e61fd844b7b9992ae7091daeca70e0890f,https://doi.org/10.1016/S0140-6736(77)92114-6,,,,JournalArticle,unknown,cortical; neuron; neuromorphic; explicit brain-structure/AI bridge,
