rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1960,Distribution of noradrenaline and dopamine (3-hydroxytyramine) in the human brain and their behavior in diseases of the extrapyramidal system.,"H. Ehringer, O. Hornykiewicz",Parkinsonism & Related Disorders,1960-12-15,780,7,154.29,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;clinical-neuroai,Positions Distribution of noradrenaline and dopamine (3-hydroxytyramine) in the human brain and their behavior in diseases of the extrapyramidal system. within Cognitive and Systems Neuroscience.,high citation signal (780); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1007/BF01485901,34946fa51438e6f1798566c01bcf4412f5f68cf1,https://doi.org/10.1007/BF01485901,,,,JournalArticle,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
2,1960,The connections of the amygdala and of the anterior temporal cortex in the human brain,"J. Klingler, P. Gloor",The Journal of comparative neurology,1960-12-01,349,19,130.64,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The connections of the amygdala and of the anterior temporal cortex in the human brain within Clinical Neurology and Neurodegeneration.,high citation signal (349); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901150305,77691a65e0042ea081b7ec1a89ce396b3f7905a1,https://doi.org/10.1002/cne.901150305,,,,JournalArticle,unknown,brain; cortex; amygdala; brain/neural structure in title,
3,1960,The raphe nuclei of the brain stem in the cat. I. Normal topography and cytoarchitecture and general discussion,"E. Taber, A. Brodal, F. Walberg",The Journal of comparative neurology,1960-04-01,327,6,134.67,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions The raphe nuclei of the brain stem in the cat. I. Normal topography and cytoarchitecture and general discussion within Clinical Neurology and Neurodegeneration.,high citation signal (327); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901140205,43a3332d59f696ac1f074935a7d0a836a68a8014,https://doi.org/10.1002/cne.901140205,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
4,1960,The intracellular distribution of glycolytic and other enzymes in rat-brain homogenates and mitochondrial preparations.,M. Johnson,Biochemical Journal,1960-12-01,320,9,140.09,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions The intracellular distribution of glycolytic and other enzymes in rat-brain homogenates and mitochondrial preparations. within General Brain Science and Reviews.,high citation signal (320); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1042/BJ0770610,9dbf59f91e57630defc6eb6950db8b8093132257,https://doi.org/10.1042/BJ0770610,,https://europepmc.org/articles/pmc1205083?pdf=render,,JournalArticle,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
5,1960,The psychosedative properties of methaminodiazepoxide.,"L. O. Randall, W. Schallek, George A. Heise, E. F. Keith, Bagdon Re",Journal of Pharmacology and Experimental Therapeutics,1960-06-01,249,1,127.79,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neuroimaging,Methaminodiazepoxide shows muscle relaxant and sedative effects in mice.,high citation signal (249); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0022-3565(25)25804-9,b9fc6718b5c56c161cb41e7d067cd249035988a9,https://doi.org/10.1016/s0022-3565(25)25804-9,,,,JournalArticle,unknown,brain; cognitive architecture; explicit brain-structure/AI bridge,"Methaminodiazepoxide shows muscle relaxant and sedative effects in mice. It depresses avoidance responding and spontaneous locomotor activity of normal rats and has a calming effect on rats made irritable by lesions in the septal area of the brain. In dogs, it produced ataxia at doses below those causing sleep. In monkeys, a loss of agressive behavior was observed at doses which did not depress general activity or avoidance behavior. This compound showed anticonvulsant activity in mice and anti-inflammatory effects in rats. It produced appetite stimulation in rats and dogs. Chronic administration to rats and dogs did not produce severe toxic manifestations; no evidence of cumulative toxicity or deleterious effects on the processes of reproduction were detected."
6,1960,The fine structure of secretory neurons in the preoptic nucleus of the goldfish (Carassius auratus),S. Palay,Unknown venue,1960-12-01,215,2,122.76,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions The fine structure of secretory neurons in the preoptic nucleus of the goldfish (Carassius auratus) within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (215),Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1002/ar.1091380404,1f06140740f7759b0f537b3e2a7881f70ae58a0c,https://doi.org/10.1002/ar.1091380404,,,,paper,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
7,1960,Somatosensory Changes After Penetrating Brain Wounds in Man,G. Glaser,The Yale Journal of Biology and Medicine,1960-12-01,197,8,113.59,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"This is the fourth of a series of yearly conferences on the physiology of prematurity, which are attended by 25 invited persons of varied disciplines.",high citation signal (197); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,1a7f2aeaeb7b05c7ae87ffb207c9799b3c9a6e36,https://www.semanticscholar.org/paper/1a7f2aeaeb7b05c7ae87ffb207c9799b3c9a6e36,,,,Review,unknown,brain; brain/neural structure in title; historical computation/learning bridge,"This is the fourth of a series of yearly conferences on the physiology of prematurity, which are attended by 25 invited persons of varied disciplines. These bring their different approaches to bear in the discussions which center about an informally presented topic on a given day in which one or two of the guests are featured. This conference was built around three topics: heat regulation (presented by Dr. S. Z. Levine and Dr. E. F. Adolph); hypothermia and asphyxia of the newborn (presented by Dr. James A. Miller, Jr.); and chemical structure, functional integration and renal regulation as factors in the physiology of the newborn (presented by Dr. Elsie M. Widdowson). As in the past, with but one outstanding example, the topics have been both timely and pressing (the one example of a topic that ""never should have been"" was in the third (1958) conference in which a presentation of experience with glucuronic acid in treatment of bilirubinemia was presented). Each topic in the present conference was well presented and explored by the featured speakers as usual. Furthermore, this reviewer was almost equally excited by each presentation, so that it would be difficult to pick any one as more stellar than another. Dr. Frank Fremont-Smith introduces this conference with a defense of the format. He states that these ""provide an opportunity for informal give and take among the participants"" and comments also that ""considerable interest and some criticism"" has been aroused by the style of publication of ""editorial permissiveness."" It is our feeling that the adverse criticism toward these issues are justifiably directed not toward the free associations of the participants but toward the religious stenographic recording of these free associations which to the reader who has not attended the conference suggests that these conferences are carried out in a state of chaos and nearanarchy. Like its preceding conference one can ferret out the wealth of information and perspective to be found here only with diligent effort, by ignoring innumerable interruptions, and by maintaining a constant rigidity of purpose. One is seized with desire to snatch up a pencil and wield a heavy editorial hand and add some much needed paragraphs of summation as well. Despite the above criticism which results in a less readable text, this is a valuable and desirable addition to anyone's library on the newborn and prematurely born infant. LOUIS GLUCK"
8,1960,The post-mortem origin and mechanism of neuronal hyperchromatosis and nuclear pyknosis.,J. Cammermeyer,Experimental Neurology,1960-08-01,136,2,126.56,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions The post-mortem origin and mechanism of neuronal hyperchromatosis and nuclear pyknosis. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (136); recognized venue,Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1016/0014-4886(60)90022-4,ebca3ec330bbb001123a8f4586c50a55284c21a3,https://doi.org/10.1016/0014-4886(60)90022-4,,,,JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
9,1960,A radioautographic study of a human brain and glioblastoma multiforme after the in vivo uptake of tritiated thymidine,"H. Johnson, W. Haymaker, J. Rubini, T. Fliedner, V. Bond, E. Cronkite, et al.",Cancer,1960-05-01,136,0,109.96,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions A radioautographic study of a human brain and glioblastoma multiforme after the in vivo uptake of tritiated thymidine within General Brain Science and Reviews.,high citation signal (136); open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/1097-0142(196005/06)13:3<636::AID-CNCR2820130328>3.0.CO;2-R,3d8fd4af51b5c4d671cfea45d044db4f4ced8f5e,https://doi.org/10.1002/1097-0142(196005/06)13:3<636::AID-CNCR2820130328>3.0.CO;2-R,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/1097-0142%28196005/06%2913%3A3%3C636%3A%3AAID-CNCR2820130328%3E3.0.CO%3B2-R,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
10,1960,Neuronal Pathways and Synaptic Connexions in the Abdominal Cord of the Crayfish,"G. M. Hughes, C. Wiersma",Unknown venue,1960-06-01,125,0,113.05,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions Neuronal Pathways and Synaptic Connexions in the Abdominal Cord of the Crayfish within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (125),Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,,02fb0bf082dec51c19544980653949624348bcee,https://www.semanticscholar.org/paper/02fb0bf082dec51c19544980653949624348bcee,,,,paper,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
