rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1951,The supplementary motor area of the cerebral cortex; a clinical and experimental study.,"W. Penfield, K. Welch",A M A Archives of Neurology & Psychiatry,1951-09-01,743,12,145.42,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Positions The supplementary motor area of the cerebral cortex; a clinical and experimental study. within Clinical Neurology and Neurodegeneration.,high citation signal (743); recognized venue; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1951.02320090038004,883cc534e814cc08316259207d0ae9e55bbe9297,https://doi.org/10.1001/ARCHNEURPSYC.1951.02320090038004,,,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
2,1951,The Cerebral Cortex of Man,G. Beard,Unknown venue,1951-03-01,565,31,127.29,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The Cerebral Cortex of Man within General Brain Science and Reviews.,high citation signal (565); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/PTJ/31.3.116C,0f4521bd2f4da3aaefddda58b0bb69e04b1af4bc,https://doi.org/10.1093/PTJ/31.3.116C,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title,
3,1951,Cerebral angiography,R. Nandhagopal,Neurology,1951-01-01,272,15,128.57,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;clinical-neuroai,"Cerebral angiography uses a catheter, x-ray imaging guidance and an injection of contrast material to examine blood vessels in the brain for abnormalities such as aneurysms and disease such as atherosclerosis (plaque).",high citation signal (272); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1212/WNL.1.1.95,ec6acfc36699bb37d79ceba897c53b38baf420f4,https://doi.org/10.1212/WNL.1.1.95,,,,JournalArticle,unknown,brain; cerebral; historical computation/learning bridge,"Cerebral angiography uses a catheter, x-ray imaging guidance and an injection of contrast material to examine blood vessels in the brain for abnormalities such as aneurysms and disease such as atherosclerosis (plaque). The use of a catheter makes it possible to combine diagnosis and treatment in a single procedure. Cerebral angiography produces very detailed, clear and accurate pictures of blood vessels in the brain and may eliminate the need for surgery."
4,1951,The Cerebral Cortex of Man: A Clinical Study of Localization of Function,I. Kaufman,Unknown venue,1951-08-01,259,20,114.49,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Positions The Cerebral Cortex of Man: A Clinical Study of Localization of Function within Clinical Neurology and Neurodegeneration.,high citation signal (259); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1176/AJP.108.2.153,ff5c565f1ad3926a903d904bb289c43e6250d75a,https://doi.org/10.1176/AJP.108.2.153,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title,
5,1951,Interpretation of action potentials evoked in the cerebral cortex.,John C. Eccles,Electroencephalography and Clinical Neurophysiology,1951-11-01,258,2,124.82,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,"Positions Interpretation of action potentials evoked in the cerebral cortex. within EEG, MEG, and Electrophysiology.",high citation signal (258); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0013-4694(51)90033-8,43e55ba9a7c0238f968f52d4ac54f4ecbafafe6a,https://doi.org/10.1016/0013-4694(51)90033-8,,,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title; historical computation/learning bridge,
6,1951,Dendritic potential of cortical neurons produced by direct electrical stimulation of the cerebral cortex.,H. T. Chang,Journal of Neurophysiology,1951,205,3,135.1,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Dendritic potential of cortical neurons produced by direct electrical stimulation of the cerebral cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (205); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/JN.1951.14.1.1,a9268e2d2aff42af972319bcbf5a1af5cea12707,https://doi.org/10.1152/JN.1951.14.1.1,,,,JournalArticle,unknown,cerebral; cortex; cortical; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
7,1951,Some properties of isolated cerebral cortex in the unanaesthetized cat,B. Burns,Journal of Physiology,1951-01-30,190,2,110.74,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Some properties of isolated cerebral cortex in the unanaesthetized cat within General Brain Science and Reviews.,high citation signal (190); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1113/jphysiol.1951.sp004517,fcc9165d2116ec9e4dbfdfef669c72cd8258d4a7,https://doi.org/10.1113/jphysiol.1951.sp004517,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1393071,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
8,1951,The effect of atropine on cortical potentials.,"W. H. Funderburk, T. J. Case",Electroencephalography and Clinical Neurophysiology,1951-05-01,105,1,100.74,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,"Positions The effect of atropine on cortical potentials. within EEG, MEG, and Electrophysiology.",high citation signal (105); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0013-4694(51)90013-2,d4bbd40a1eca7a03c479386467926abaa3a8992d,https://doi.org/10.1016/0013-4694(51)90013-2,,,,JournalArticle,unknown,brain; cortical; historical computation/learning bridge,
9,1951,Normal oligodendrocytes in tissue culture: A preliminary report on the pulsatile glial cells in tissue cultures from the corpus callosum of the normal adult rat brain,"C. Lumsden, C. Pomerat",Unknown venue,1951,100,0,116.27,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Normal oligodendrocytes in tissue culture: A preliminary report on the pulsatile glial cells in tissue cultures from the corpus callosum of the normal adult rat brain within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (100); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0014-4827(51)90010-9,1624eb2dd223e7a8dde6e8ec1e18530f5c2823dd,https://doi.org/10.1016/0014-4827(51)90010-9,,,,paper,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
10,1951,Changes in the EEG under barbiturate anaesthesia produced by electro-convulsive treatment and their significance for the theory of ECT action.,M. Roth,Electroencephalography and Clinical Neurophysiology,1951-08-01,74,0,93.31,"Electrophysiology, Neural Signals, and AI Decoding",connectome;neural-signals;clinical-neuroai,"Positions Changes in the EEG under barbiturate anaesthesia produced by electro-convulsive treatment and their significance for the theory of ECT action. within EEG, MEG, and Electrophysiology.",high citation signal (74); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Signal drift, artifacts, and session effects can limit real-world decoding reliability.",10.1016/0013-4694(51)90073-9,83a39da9778d8bc5a2d06bd2ab6b7005d0242bbd,https://doi.org/10.1016/0013-4694(51)90073-9,,,,JournalArticle,unknown,brain; eeg; historical computation/learning bridge,
