year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1921,THE RELATION OF THE HIND-BRAIN TO MICTURITION,F. Barrington,Unknown venue,1921-04-01,181,General Brain-AI Structure Reviews and Methods,brain-structure,10.1093/BRAIN/44.1.23,e51b564072984c0832b130df31248b95e6ab1d59,https://doi.org/10.1093/BRAIN/44.1.23,paper,unknown,4,brain; brain/neural structure in title,
1921,A sketch of the origin of the cerebral hemispheres,C. J. Herrick,Unknown venue,1921-02-01,76,General Brain-AI Structure Reviews and Methods,brain-structure,10.1002/cne.900320403,075f586c2320edc8dc815c316d3e81e99cae3999,https://doi.org/10.1002/cne.900320403,paper,unknown,2,brain; cerebral,
1921,The vascularity of the cerebral cortex of the albino rat,E. Craigie,Unknown venue,1921-08-01,73,General Brain-AI Structure Reviews and Methods,brain-structure,10.1002/CNE.900330302,cebdb25d471640985163ed7f67869d28a66f0f08,https://doi.org/10.1002/CNE.900330302,paper,unknown,7,brain; cerebral; cortex; cerebellum; brain/neural structure in title,The work upon which the present paper is based is an extension of that previously reported by the writer ('20).
1921,STUDIES OF CEREBRAL FUNCTION IN LEARNING. No. III.-THE MOTOR AREAS,K. Lashley,Unknown venue,1921-11-01,65,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,10.1093/BRAIN/44.3.255,3c1e39062c75d412e214c604318bbe868df0c18e,https://doi.org/10.1093/BRAIN/44.3.255,paper,unknown,13,cerebral; cognitive architecture; explicit brain-structure/AI bridge,
1921,INTRACRANIAL VENOUS PRESSURE AND CEREBROSPINAL FLUID PRESSURE AS AFFECTED BY THE INTRAVENOUS INJECTION OF SOLUTIONS OF VARIOUS CONCENTRATIONS,"L. H. Weed, W. Hughson",Unknown venue,1921-11-01,58,General Brain-AI Structure Reviews and Methods,brain-structure,10.1152/AJPLEGACY.1921.58.1.101,113191926624c1b9f70518bf2812e69010b1c733,https://doi.org/10.1152/AJPLEGACY.1921.58.1.101,paper,unknown,1,brain,
1921,The Form and Functions of the Central Nervous System: an Introduction to the Study of Nervous Diseases,"F. Tilney, H. Riley",Unknown venue,1921-08-01,50,General Brain-AI Structure Reviews and Methods,brain-structure,10.1097/00000441-193910000-00017,bc5e4d791a60ef554425ac16071b751c7f0aed44,https://doi.org/10.1097/00000441-193910000-00017,paper,unknown,1,brain,
1921,SYSTEMIC EFFECTS OF THE INTRAVENOUS INJECTION OF SOLUTIONS OF VARIOUS CONCENTRATIONS WITH ESPECIAL REFERENCE TO THE CEREBROSPINAL FLUID,"L. H. Weed, W. Hughson",Unknown venue,1921-11-01,48,General Brain-AI Structure Reviews and Methods,brain-structure,10.1152/AJPLEGACY.1921.58.1.53,7ffa7feecc3e2e3378ddc36d2411e3309f44b53f,https://doi.org/10.1152/AJPLEGACY.1921.58.1.53,paper,unknown,1,brain,
1921,PERSISTENT PAIN IN LESIONS OF THE PERIPHERAL AND CENTRAL NERVOUS SYSTEM *,W. Harris,British medical journal,1921-11-26,37,General Brain-AI Structure Reviews and Methods,brain-structure,10.1136/bmj.2.3178.896,62b480969638ed77ae2344fd312b417a32d5e79f,https://doi.org/10.1136/bmj.2.3178.896,JournalArticle,unknown,1,brain,
1921,The growth of the central nervous system in the human fetus as expressed by graphic analysis and empirical formulae,H. Dunn,Unknown venue,1921-12-01,37,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,10.1002/cne.900330502,909c87d7037711a1e95907bec1464c3d71f270b5,https://doi.org/10.1002/cne.900330502,paper,unknown,5,brain; historical computation/learning bridge,
1921,"A Comparison between Ovarian ""Hypernephroma"" and Luteoma and Suprarenal Hypernephroma, with Comments on Suprarenal Virilism. 1",E. Glynn,Unknown venue,1921-03-01,36,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,10.1111/j.1471-0528.1921.tb07771.x,b672fbb0375fa8cfef9c10088e31857fd4701314,https://doi.org/10.1111/j.1471-0528.1921.tb07771.x,paper,unknown,14,cortex; cortical; neuromorphic; explicit brain-structure/AI bridge,"believed to occur-such as the liver, the rctroperitoneal tissue, the pancreas, the broad ligamcnt, and even in the ovary and on the testicle.2 Peham (r8yj) described a large solid yellow tumour of the ovary, which on account of its macroscopic and microscopic appearances, and the supposed occurrence of suprarenal cortical tissue in the ovary, he called "" hypernephroma "" ; several other cases have since been published."
