rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,2012,FreeSurfer,B. Fischl,NeuroImage,2012-01-10,7834,1486,193.99,Structural Neuroimaging and AI,brain-structure;decoding;neuroimaging,"FreeSurfer is a suite of tools for the analysis of neuroimaging data that provides an array of algorithms to quantify the functional, connectional and structural properties of the human brain.","high citation signal (7,834); recognized venue; open-access PDF metadata; brain-structure signal","Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.neuroimage.2012.01.021,771b3c73fbaba12f5d65db39401ee9cddb224554,https://doi.org/10.1016/j.neuroimage.2012.01.021,,https://europepmc.org/articles/pmc3685476?pdf=render,,Review; JournalArticle,unknown,brain; cerebral; cortex; historical computation/learning bridge,"FreeSurfer is a suite of tools for the analysis of neuroimaging data that provides an array of algorithms to quantify the functional, connectional and structural properties of the human brain. It has evolved from a package primarily aimed at generating surface representations of the cerebral cortex into one that automatically creates models of most macroscopically visible structures in the human brain given any reasonable T1-weighted input image. It is freely available, runs on a wide variety of hardware and software platforms, and is open source."
2,2012,"A Paravascular Pathway Facilitates CSF Flow Through the Brain Parenchyma and the Clearance of Interstitial Solutes, Including Amyloid β","Jeffrey J. Iliff, Minghuan Wang, Yonghong Liao, Benjamin A. Plogg, Weiguo Peng, G. A. Gundersen, et al.",Science Translational Medicine,2012-08-15,5255,360,188.81,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;clinical-neuroai,"Cerebrospinal fluid flows through channels around brain blood vessels that are bounded by astrocytic endfeet, mediated by water transport through aquaporin-4.","high citation signal (5,255); recognized venue; open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/scitranslmed.3003748,62b28ff709a4d378dda0186a786b69f1b05ec88a,https://doi.org/10.1126/scitranslmed.3003748,,https://europepmc.org/articles/pmc3551275?pdf=render,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,"Cerebrospinal fluid flows through channels around brain blood vessels that are bounded by astrocytic endfeet, mediated by water transport through aquaporin-4. A New Footing for Waste Clearance in the Brain Where are the lymph vessels of the brain? The lymphatic system's complex network of vessels extends throughout most of the body, transporting excess fluid and waste products from the interstitial spaces between cells to the blood. Such vessels are notably absent from the brain, however, leading to long-standing questions about how interstitial fluid in this organ is cleared of waste. Now, Iliff et al. describe an anatomically distinct clearing system in the brain that serves a lymphatic-like function. The researchers first investigated the fate of tracer molecules introduced into the cerebrospinal fluid (CSF) in mice. Produced in ventricular cavities deep within the brain, the CSF fills the subarachnoid space-a gap between two of the membranes that encase the brain and spinal cord. Whereas tracers infused into the ventricle remained near that site, those injected into the subarachnoid space rapidly entered the brain itself. By visualizing fluorescent tracers through a cranial window in live mice, the authors found that CSF enters the brain in specific channels that are defined by features of small blood vessels in the brain. Such vessels are almost entirely ensheathed by astrocytic endfeet (terminal enlargements of long processes that project from astrocytes). The CSF tracers readily flow inward to the brain matter in a compartment between the outside of vessels-in this case small arteries entering the brain-and the astrocytic endfeet. At later time points, the tracer exits the brain in similar channels surrounding veins, having apparently circulated through the brain interstitium. Such CSF flux-and the clearance of tracers injected into the brain itself-were markedly reduced in mice lacking aquaporin-4, a water channel localized to astrocytic endfeet, indicating that these channels mediate this flux. These findings may have relevance for understanding or treating neurodegenerative diseases that involve the mis-accumulation of soluble proteins, such as amyloid β in Alzheimer's disease. Indeed, Iliff et al. found that normal clearance of amyloid β (previously injected into the brain) requires aquaporin-4. Because it lacks a lymphatic circulation, the brain must clear extracellular proteins by an alternative mechanism. The cerebrospinal fluid (CSF) functions as a sink for brain extracellular solutes, but it is not clear how solutes from the brain interstitium move from the parenchyma to the CSF. We demonstrate that a substantial portion of subarachnoid CSF cycles through the brain interstitial space. On the basis of in vivo two-photon imaging of small fluorescent tracers, we showed that CSF enters the parenchyma along paravascular spaces that surround penetrating arteries and that brain interstitial fluid is cleared along paravenous drainage pathways. Animals lacking the water channel aquaporin-4 (AQP4) in astrocytes exhibit slowed CSF influx through this system and a ~70% reduction in interstitial solute clearance, suggesting that the bulk fluid flow between these anatomical influx and efflux routes is supported by astrocytic water transport. Fluorescent-tagged amyloid β, a peptide thought to be pathogenic in Alzheimer's disease, was transported along this route, and deletion of the Aqp4 gene suppressed the clearance of soluble amyloid β, suggesting that this pathway may remove amyloid β from the central nervous system. Clearance through paravenous flow may also regulate extracellular levels of proteins involved with neurodegenerative conditions, its impairment perhaps contributing to the mis-accumulation of soluble proteins."
3,2012,Conn: A Functional Connectivity Toolbox for Correlated and Anticorrelated Brain Networks,"S. Whitfield-Gabrieli, Alfonso Nieto-Castanon",Brain Connectivity,2012-06-01,4676,326,184.51,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"Positions Conn: A Functional Connectivity Toolbox for Correlated and Anticorrelated Brain Networks within Brain Development, Plasticity, and Connectomics.","high citation signal (4,676); recognized venue; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1089/brain.2012.0073,13bfdf45f347869eaeab73b80902a0c41f5913c2,https://doi.org/10.1089/brain.2012.0073,,,,JournalArticle,unknown,brain; connectivity; brain/neural structure in title; historical computation/learning bridge,
4,2012,The Lifelong Effects of Early Childhood Adversity and Toxic Stress,"J. Shonkoff, A. Garner, B. Siegel, M. Dobbins, Marian F. Earls, L. Mcguinn, et al.",Pediatrics,2012-01-01,4235,101,180.52,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,"Advances in fields of inquiry as diverse as neuroscience, molecular biology, genomics, developmental psychology, epidemiology, sociology, and economics are catalyzing an important paradigm shift in our understanding of health and disease across the lifespan.","high citation signal (4,235); open-access PDF metadata; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1542/peds.2011-2663,542ff155ed987771c66074223571b11166ccb882,https://doi.org/10.1542/peds.2011-2663,,https://pediatrics.aappublications.org/content/pediatrics/129/1/e232.full.pdf,,JournalArticle,unknown,brain; cognitive architecture; explicit brain-structure/AI bridge,"Advances in fields of inquiry as diverse as neuroscience, molecular biology, genomics, developmental psychology, epidemiology, sociology, and economics are catalyzing an important paradigm shift in our understanding of health and disease across the lifespan. This converging, multidisciplinary science of human development has profound implications for our ability to enhance the life prospects of children and to strengthen the social and economic fabric of society. Drawing on these multiple streams of investigation, this report presents an ecobiodevelopmental framework that illustrates how early experiences and environmental influences can leave a lasting signature on the genetic predispositions that affect emerging brain architecture and long-term health. The report also examines extensive evidence of the disruptive impacts of toxic stress, offering intriguing insights into causal mechanisms that link early adversity to later impairments in learning, behavior, and both physical and mental well-being. The implications of this framework for the practice of medicine, in general, and pediatrics, specifically, are potentially transformational. They suggest that many adult diseases should be viewed as developmental disorders that begin early in life and that persistent health disparities associated with poverty, discrimination, or maltreatment could be reduced by the alleviation of toxic stress in childhood. An ecobiodevelopmental framework also underscores the need for new thinking about the focus and boundaries of pediatric practice. It calls for pediatricians to serve as both front-line guardians of healthy child development and strategically positioned, community leaders to inform new science-based strategies that build strong foundations for educational achievement, economic productivity, responsible citizenship, and lifelong health."
5,2012,"The origin of extracellular fields and currents - EEG, ECoG, LFP and spikes","G. Buzsáki, C. Anastassiou, C. Koch",Nature Reviews Neuroscience,2012-05-18,4045,248,208.1,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neural-signals;neuromorphic-bci,Neuronal activity in the brain gives rise to transmembrane currents that can be measured in the extracellular medium.,"high citation signal (4,045); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nrn3241,da82f8e6ff009432896730061247fa6653bed1f0,https://doi.org/10.1038/nrn3241,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4907333,,Review; JournalArticle,unknown,brain; eeg; ecog; neuron; computational model; neuromorphic; explicit brain-structure/AI bridge,"Neuronal activity in the brain gives rise to transmembrane currents that can be measured in the extracellular medium. Although the major contributor of the extracellular signal is the synaptic transmembrane current, other sources - including Na+ and Ca2+ spikes, ionic fluxes through voltage- and ligand-gated channels, and intrinsic membrane oscillations - can substantially shape the extracellular field. High-density recordings of field activity in animals and subdural grid recordings in humans, combined with recently developed data processing tools and computational modelling, can provide insight into the cooperative behaviour of neurons, their average synaptic input and their spiking output, and can increase our understanding of how these processes contribute to the extracellular signal."
6,2012,Comprehensive Analysis of mRNA Methylation Reveals Enrichment in 3' UTRs and Near Stop Codons,"Kate D. Meyer, Yogesh Saletore, P. Zumbo, O. Elemento, C. Mason, S. Jaffrey",Cell,2012-05-17,3727,221,190.23,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,SUMMARY Methylation of the N6 position of adenosine (m6A) is a post-transcriptional modification of RNA whose prevalence and physiological relevance is poorly understood.,"high citation signal (3,727); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.cell.2012.05.003,4609505d5353b1ce54ace3d6e637a11bcc401934,https://doi.org/10.1016/j.cell.2012.05.003,,http://www.cell.com/article/S0092867412005363/pdf,,JournalArticle,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"SUMMARY Methylation of the N6 position of adenosine (m6A) is a post-transcriptional modification of RNA whose prevalence and physiological relevance is poorly understood. The recent discovery that FTO, an obesity risk gene, encodes an m6A demethylase implicates m6A as an important regulator of physiological processes. Here we present a method for transcriptome-wide m6A localization, which combines m6A-specific methylated RNA immunoprecipitation with next-generation sequencing (MeRIP-Seq). We use this method to identify mRNAs of 7,676 mammalian genes that contain m6A, indicating that m6A is a common base modification of mRNA. The m6A modification exhibits tissue-specific regulation and is markedly increased throughout brain development. We find that m6A sites are enriched near stop codons and in 3' UTRs, and we uncover an association between m6A residues and microRNA binding sites within 3' UTRs. These findings provide a resource for identifying transcripts that are substrates for adenosine methylation and reveal insights into the epigenetic regulation of the mammalian transcriptome."
7,2012,Microglia Sculpt Postnatal Neural Circuits in an Activity and Complement-Dependent Manner,"Dorothy P. Schafer, Emily K. Lehrman, Amanda G Kautzman, Ryuta Koyama, Alan R. Mardinly, R. Yamasaki, et al.",Neuron,2012-05-24,3720,166,203.39,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;connectome,SUMMARY Microglia are the resident CNS immune cells and active surveyors of the extracellular environment.,"high citation signal (3,720); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.neuron.2012.03.026,4a4c722dcbce64ef7af28d1871c153d9356ff7ac,https://doi.org/10.1016/j.neuron.2012.03.026,,http://www.cell.com/article/S0896627312003340/pdf,,JournalArticle; Review,unknown,brain; connectivity; neural; synapse; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"SUMMARY Microglia are the resident CNS immune cells and active surveyors of the extracellular environment. While past work has focused on the role of these cells during disease, recent imaging studies reveal dynamic interactions between microglia and synaptic elements in the healthy brain. Despite these intriguing observations, the precise function of microglia at remodeling synapses and the mechanisms that underlie microglia-synapse interactions remain elusive. In the current study, we demonstrate a role for microglia in activity-dependent synaptic pruning in the postnatal retinogeniculate system. We show that microglia engulf presynaptic inputs during peak retinogeniculate pruning and engulfment is dependent upon neural activity and the microglia-specific phagocytic signaling pathway, complement receptor 3(CR3)/C3. Furthermore, disrupting microglia-specific CR3/C3 signaling resulted in sustained deficits in synaptic connectivity. These results define a role for microglia during postnatal development and identify underlying mechanisms by which microglia engulf and remodel developing synapses."
8,2012,"Alpha-band oscillations, attention, and controlled access to stored information",W. Klimesch,Trends in Cognitive Sciences,2012-12-01,3007,202,187.56,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Alpha-band oscillations are the dominant oscillations in the human brain and recent evidence suggests that they have an inhibitory function.,"high citation signal (3,007); recognized venue; open-access PDF metadata; brain-structure signal","Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.tics.2012.10.007,048c375d33d3e5a2997842c9bee688394229b67a,https://doi.org/10.1016/j.tics.2012.10.007,,https://doi.org/10.1016/j.tics.2012.10.007,,Review; JournalArticle,unknown,brain; cognitive architecture; explicit brain-structure/AI bridge,"Alpha-band oscillations are the dominant oscillations in the human brain and recent evidence suggests that they have an inhibitory function. Nonetheless, there is little doubt that alpha-band oscillations also play an active role in information processing. In this article, I suggest that alpha-band oscillations have two roles (inhibition and timing) that are closely linked to two fundamental functions of attention (suppression and selection), which enable controlled knowledge access and semantic orientation (the ability to be consciously oriented in time, space, and context). As such, alpha-band oscillations reflect one of the most basic cognitive processes and can also be shown to play a key role in the coalescence of brain activity in different frequencies."
9,2012,An anatomically comprehensive atlas of the adult human brain transcriptome,"M. Hawrylycz, E. Lein, A. Guillozet-Bongaarts, E. Shen, Lydia Ng, Jeremy A. Miller, et al.",Nature,2012-09-19,2980,295,199.4,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;connectome,"Neuroanatomically precise, genome-wide maps of transcript distributions are critical resources to complement genomic sequence data and to correlate functional and genetic brain architecture.","high citation signal (2,980); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nature11405,44c6c5a71047351f81db358eabf87882c5232718,https://doi.org/10.1038/nature11405,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4243026,,JournalArticle,unknown,brain; cortex; cortical; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"Neuroanatomically precise, genome-wide maps of transcript distributions are critical resources to complement genomic sequence data and to correlate functional and genetic brain architecture. Here we describe the generation and analysis of a transcriptional atlas of the adult human brain, comprising extensive histological analysis and comprehensive microarray profiling of ∼900 neuroanatomically precise subdivisions in two individuals. Transcriptional regulation varies enormously by anatomical location, with different regions and their constituent cell types displaying robust molecular signatures that are highly conserved between individuals. Analysis of differential gene expression and gene co-expression relationships demonstrates that brain-wide variation strongly reflects the distributions of major cell classes such as neurons, oligodendrocytes, astrocytes and microglia. Local neighbourhood relationships between fine anatomical subdivisions are associated with discrete neuronal subtypes and genes involved with synaptic transmission. The neocortex displays a relatively homogeneous transcriptional pattern, but with distinct features associated selectively with primary sensorimotor cortices and with enriched frontal lobe expression. Notably, the spatial topography of the neocortex is strongly reflected in its molecular topography-the closer two cortical regions, the more similar their transcriptomes. This freely accessible online data resource forms a high-resolution transcriptional baseline for neurogenetic studies of normal and abnormal human brain function."
10,2012,The Human Connectome Project: A data acquisition perspective,"D. C. Essen, K. Uğurbil, E. Auerbach, D. Barch, Timothy Edward John Behrens, R. Bucholz, et al.",NeuroImage,2012-10-01,2634,234,171.18,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions The Human Connectome Project: A data acquisition perspective within Neuroimaging and Brain Mapping.,"high citation signal (2,634); recognized venue; open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.neuroimage.2012.02.018,3919ed02bf16acd07206c40fcbb2d85ce37e4639,https://doi.org/10.1016/j.neuroimage.2012.02.018,,https://repository.ubn.ru.nl//bitstream/handle/2066/218390/218390.pdf,,Review; JournalArticle,unknown,brain; connectome; historical computation/learning bridge,
