rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1982,Temporal profile of neuronal damage in a model of transient forebrain ischemia,"W. Pulsinelli, J. Brierley, F. Plum",Annals of Neurology,1982-05-01,2767,77,195.87,Computational Neuroscience and Brain-Inspired AI,brain-structure,"Positions Temporal profile of neuronal damage in a model of transient forebrain ischemia within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,767); recognized venue; brain-structure signal","Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/ana.410110509,25cc55d24b08888706bce9658be9ddcddf568483,https://doi.org/10.1002/ana.410110509,,,,JournalArticle,unknown,brain; neuron; computational neuroscience; brain-inspired; brain/neural structure in title; explicit brain-structure/AI bridge,
2,1982,Electric Fields of the Brain: The Neurophysics of EEG,J. Fermaglich,Unknown venue,1982-04-02,2766,306,181.06,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,"Positions Electric Fields of the Brain: The Neurophysics of EEG within EEG, MEG, and Electrophysiology.","high citation signal (2,766); brain-structure signal","Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/JAMA.1982.03320380071046,cb3432a86fda80bacfa9b3389e732057df6f7a9a,https://doi.org/10.1001/JAMA.1982.03320380071046,,,,paper,unknown,brain; eeg; neural; decoding; brain/neural structure in title; explicit brain-structure/AI bridge,
3,1982,On Evolutionary Epistemology,G. Ferro-Luzzi,Current Anthropology,1982-06-01,823,58,164.46,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;machine-learning;neural-signals,"by GABRIELLA EICHINGER FERRO-LUZZI via Mario Fascetti, 67, 00136 Rome, Italy.",high citation signal (823); explicit AI/modeling signal; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Model performance should be checked for leakage, confounding, calibration, and external validity.",10.1086/202855,aa80c0dbfde1f0fadc00f4b92aa0c1ad3ec0471e,https://doi.org/10.1086/202855,,,,paper,unknown,brain; prediction; computational neuroscience; brain-inspired; explicit brain-structure/AI bridge,"by GABRIELLA EICHINGER FERRO-LUZZI via Mario Fascetti, 67, 00136 Rome, Italy. 24 ix 81 Cohen (CA 22:201-18) and all his commentators take it for granted that we know the mechanism of biological evolution. For him ""the basic mechanism, change resulting from reproductive success, is clear"" (p. 204), and commentator Swartz does not even want to speak of the theory of evolution because the ""facts are empirically established"" (p. 214). I think we have to distinguish between biological evolution and the explanation thereof. Biological evolution is a fact; general directional change towards greater complexity of organisms and, above all, towards greater complexity of the brain cannot be denied. Theory as to the mechanism of evolution, however, leaves much to be desired. Breeding success might at most be adduced to explain the survival of the species; it can never explain directional change unless we simultaneously assume that species become progressively fitter and hence survive longer, which is not borne out by paleontology. We have as a species little hope of matching the longevity of the scorpion, and the tortoise beats us in the longevity of the individual and the species. If reproductive success and the survival of the species were selected for, we would do well to return at least to the level of the rat, but unfortunately the general direction of evolution seems to be set once and for all, even if it means producing less and less viable species. Within the general direction of evolution, transient ""fashions"" are discernible, and these too cannot be explained in terms of fitness. After a long period in which the ""nude look"" was ""in,"" fur coats became fashionable, eventually to give way to another wave of nudism. At present ancient nudists, fur-clad beauties, and modern nudists may be found inhabiting the same environment, and therefore the appearance of the outermost layer of the body obviously cannot be said to possess survival or reproductive value. Also, Homo sapiens is evolving. We are getting taller, and our eyes and teeth are getting weaker. None of these changes has any influence on reproduction, and the latter two, at least, do not make us fitter. What could be better proof of the theory of selection through reproductive success than evolution towards a longer period of fertility? This is happening now, but the extra years the Western woman has gained at the beginning and end of her fertile period are not used for reproduction. I have recently pointed out (1980:247-56) the utter implausibility of all attempts to explain continued lactase activity throughout life by reference to survival and reproductive advantages. If, for instance, the Danes, who are among the best lactose absorbers in the world, had acquired this trait through selection for fitness, they would have to have lived for thousands of years in such precarious nutritional conditions that drinking or not drinking fresh milk made a difference to their survival and reproduction, which is obviously absurd; In my view, the Darwinian paradigm has lulled us into the false security of having found the answer to the evolutionary problem and thus prevented us from searching for internal mechanisms setting the evolutionary switches. One such switch seems to indicate the overall direction, others lead to temporary fashions, and still others, possibly, determine the life-spans of species. Change toward a drier climate may have been fatal for the Brontosaurus but was hardly so for the Ichthyosaurus, which probably died of old age after an enviably long lifetime as a species. If, as I hold, biological evolution is a fact but its mechanism totally unknown, the application of the evolutionary model to culture naturally becomes problematic. On this point, however, several reservations have been voiced by the commentators, and Cohen himself rightly insists that ""prediction of the future is impossible for human events""; therefore I can limit myself to a few points. I suggest that we speak not of the evolution of culture as an omnibus category but of that of particular aspects of culture. Evolution in the direction of greater complexity and efficiency is clearly at work in technology. Number also imposes some constraints, and the state could develop only after the tribal band. This is about all, however, that can be said with certainty of cultural evolution; speculations about the evolution of family types, systems of reckoning descent, ways of thinking, and so forth I hold to be vain. Small autonomous villages in Africa may well have developed into a kingdom according to the sequence Cohen describes, but the postulate of ""selective factors"" implies that there was some kind of necessity at work, which, being concluded post hoc, can never be proven. Cohen cites a few options, it is true, but the very concept of ""pressure on the leaders to specialize"" so that they eventually transformed themselves into monarchs is questionable. If disputes had really been crucial, these could just as well have been settled by councils of elders or the like. In India, for instance, disputes have been very effectively settled by village and caste councils with or without the existence of monarchy, and Westerners have long been accustomed to consult lawyers. It is true that there have been ""attempts to create a basis for world order,"" but I would not conclude from these that there is an evolutionary trend in that direction. Attempts at world order (in the form of world domination) have repeatedly been made in the past; it is only that the known world, or the world that counted, was smaller then. Even if the existing states could be brought to abdicate voluntarily, a world government replacing them would be 'rather impracticable. Our minds have an innate tendency (only a tendency, not a necessity) to prefer unity to plurality, and attempts to create bigger states and international organizations participate in this tendency, which has little to do with the rational evaluation of advantages and disadvantages. Since smaller entities, however, are easier to administer, it is quite conceivable that some of the bigger existing states will shrink, judging from the diffusion of separatist movements all over the world. A parallel to this situation may be drawn in the economic field. There has been a tendency to create bigger and bigger industrial complexes, but it is unlikely that this tendency will continue. In Italy the big firms are in trouble, while family enterprises flourish. Similarly, the supermarket, which according to some prophets should long since have ousted the small shops, has not been able to do so, at least in Europe. I am glad that Cohen does not simplistically extend ""biological theory into sociocultural realms"" as some of his commentators are prone to, but the postulate that similar abstract principles govern ""the evolution of all things-inorganic, organic, and sociocultural""-seems to be inspired more by the above-mentioned monistic tendency of our minds than by the observation of facts."
4,1982,"Calcium-activated, phospholipid-dependent protein kinase from rat brain. Subcellular distribution, purification, and properties.","U. Kikkawa, Y. Takai, R. Minakuchi, S. Inohara, Y. Nishizuka",Journal of Biological Chemistry,1982-11-25,758,6,140.78,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"The subcellular distribution of Ca2+-activated, phospholipid-dependent protein kinase (Takai, Y., Kishimoto, A., Iwasa, Y., Kawahara, Y., Mori, T., and Nishia k a , Y.",high citation signal (758); open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0021-9258(18)33453-7,30076a5f9e55ad4fc9dcf2650a7e86573303c921,https://doi.org/10.1016/s0021-9258(18)33453-7,,https://doi.org/10.1016/s0021-9258(18)33453-7,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,"The subcellular distribution of Ca2+-activated, phospholipid-dependent protein kinase (Takai, Y., Kishimoto, A., Iwasa, Y., Kawahara, Y., Mori, T., and Nishia k a , Y. (1979) J. Biol. Chem 254, 3692-3695) in rat brain was investigated. Approximately one-third of the protein kinase was recovered in the soluble cytosol fraction, another one-third was in the crude mitochondrial fraction, and the rest was in nuclear and microsomal fractions. Upon further analysis of the crude mitochondrial fraction, most of the enzyme was found to be associated with synaptosomal membranes. The cytosol protein kinase was purified approximately 800fold to apparent homogeneity by DEAE-cellulose and Sephadex G-150 column chromatographies, followed by isoelectrofocusing electrophoresis, blue-Sepharose CL-GB, and phenyl-Sepharose CG4B column chromatographies. The molecular weight of the protein kinase was about 77,000 as estimated by sucrose density gradient ultracentrifugation. The enzyme gave a single band on sodium dodecyl sulfate-polyacrylamide gel electrophoresis with M, 82,000, indicating that the enzyme is composed of one polypeptide chain. The enzyme was free of calmodulin. The protein kinase associated with membrane was solubilized with Triton X100, and partially purified by DEAE-cellulose and Sephadex G-150 column chromatographies. The membraneassociated protein kinase thus obtained was indistinguishable from the cytosol protein kinase in physical, kinetic, and catalytic properties. Both enzymes were fully activated by diacylglycerol in the presence of phospholipid and less than micromolar concentrations of Ca2+."
5,1982,Synaptogenesis in human visual cortex--evidence for synapse elimination during normal development.,"P. Huttenlocher, C. de Courten, L. J. Garey, H. van der Loos",Neuroscience Letters,1982-12-13,735,14,166.02,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Synaptogenesis in human visual cortex--evidence for synapse elimination during normal development. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (735); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0304-3940(82)90379-2,2efe9db4806748df48798a83c1cade6142e4d616,https://doi.org/10.1016/0304-3940(82)90379-2,,,,JournalArticle,unknown,cortex; synapse; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
6,1982,Production of prostaglandin E and an interleukin-1 like factor by cultured astrocytes and C6 glioma cells.,"A. Fontana, F. Kristensen, R. Dubs, D. Gemsa, E. Weber",Journal of Immunology,1982-12-01,729,6,148.87,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"When treated with lipopolysaccharide (LPS), cultured murine astrocytes released significant amounts of prostaglandin E, which caused an inhibition of the in vitro proliferative response of C3H/HeJ thymocytes to mitogen.",high citation signal (729); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.4049/jimmunol.129.6.2413,2ec569a3c2e180f0b3f18e06fb2e026cac683691,https://doi.org/10.4049/jimmunol.129.6.2413,,https://journals.aai.org/jimmunol/article-pdf/129/6/2413/1018451/2413.pdf,,JournalArticle,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"When treated with lipopolysaccharide (LPS), cultured murine astrocytes released significant amounts of prostaglandin E, which caused an inhibition of the in vitro proliferative response of C3H/HeJ thymocytes to mitogen. In addition, an interleukin 1 (IL 1)-like factor secreted by LPS-treated glia cell cultures and by C6 glioma cells was detected. The characterization of the factor as an IL 1-like mediator is based on the findings that the factor 1) enhances the mitogen-induced thymocyte proliferation, 2) exhibits no interleukin 2 (IL 2) activity, but 3) augments IL 2 production by mitogen-stimulated thymocytes, and 4) has a m.w. between 13,500 and 18,000 when generated in serum-free conditions. These observations suggest that astrocytes may interact with the immune system by elaborating nonspecific factors that modulate lymphocyte proliferation. This property of astrocytes may be important in the generation of specific immune responses in the brain, which is considered to be an immunologically privileged organ as it is anatomically sequestered from the immune system."
7,1982,Loss of neurons of origin of the adrenergic projection to cerebral cortex (nucleus locus ceruleus) in senile dementia,"W. Bondareff, C. Mountjoy, M. Roth",Neurology,1982-02-01,685,4,167.96,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Positions Loss of neurons of origin of the adrenergic projection to cerebral cortex (nucleus locus ceruleus) in senile dementia within Clinical Neurology and Neurodegeneration.,high citation signal (685); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1212/WNL.32.2.164,adc53fa6f54508b465e59165ed3ec83dd648c220,https://doi.org/10.1212/WNL.32.2.164,,,,JournalArticle,unknown,cerebral; cortex; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
8,1982,Neurons in the rat dentate gyrus granular layer substantially increase during juvenile and adult life.,"S. A. Bayer, J. W. Yackel, P. S. Puri",Science,1982-05-21,613,11,153.56,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions Neurons in the rat dentate gyrus granular layer substantially increase during juvenile and adult life. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (613); recognized venue,Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1126/SCIENCE.7079742,7d17a29d4d4a906e37cc5bae09d0dffd9174900f,https://doi.org/10.1126/SCIENCE.7079742,,,,JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
9,1982,Noradrenaline blocks accommodation of pyramidal cell discharge in the hippocampus,"D. Madison, R. Nicoll",Nature,1982-10-14,592,11,154.13,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions Noradrenaline blocks accommodation of pyramidal cell discharge in the hippocampus within Cognitive and Systems Neuroscience.,high citation signal (592); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/299636A0,b6702ea6e3c30546f365ed0c71fe62835eff1d3b,https://doi.org/10.1038/299636A0,,,,JournalArticle,unknown,hippocampus; neuromorphic; explicit brain-structure/AI bridge,
10,1982,Neurotensin: Topographical distribution in rat brain by immunohistochemistry,"L. Jennes, W. Stumpf, P. Kalivas",The Journal of comparative neurology,1982-09-20,543,10,143.78,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions Neurotensin: Topographical distribution in rat brain by immunohistochemistry within Clinical Neurology and Neurodegeneration.,high citation signal (543); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.902100302,030d257644b70f6d81cf1c9a51d3d43565a1c7ec,https://doi.org/10.1002/cne.902100302,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
