rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,2017,Local-Global Parcellation of the Human Cerebral Cortex From Intrinsic Functional Connectivity MRI,"Alexander Schaefer, Ru Kong, Evan M. Gordon, Timothy O. Laumann, X. Zuo, A. Holmes, et al.",bioRxiv,2017-06-06,3587,313,169.94,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;neuroimaging,Positions Local-Global Parcellation of the Human Cerebral Cortex From Intrinsic Functional Connectivity MRI within Neuroimaging and Brain Mapping.,"high citation signal (3,587); open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/cercor/bhx179,c3f634afff84fc0dc1b82d049eabf4d7c236d67e,https://doi.org/10.1093/cercor/bhx179,,https://academic.oup.com/cercor/article-pdf/28/9/3095/25696343/bhx179.pdf,,JournalArticle,unknown,brain; cerebral; cortex; connectivity; mri; brain/neural structure in title,
2,2017,Supplementary for: Deep learning with convolutional neural networks for EEG decoding and visualization,"R. Schirrmeister, Jost Tobias Springenberg, L. Fiederer, M. Glasstetter, Katharina Eggensperger, M. Tangermann, et al.",Unknown venue,2017,3333,447,190.81,Structural Neuroimaging and AI,connectome;deep-learning;decoding;neural-signals,Positions Supplementary for: Deep learning with convolutional neural networks for EEG decoding and visualization within Computational Neuroscience and AI.,"high citation signal (3,333); explicit AI/modeling signal; brain-structure signal; brain-to-model interface signal","Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",,3fea7ba9490c306484a8fdfe94323ff4e009e1c7,https://www.semanticscholar.org/paper/3fea7ba9490c306484a8fdfe94323ff4e009e1c7,,,,paper,unknown,eeg; neural; deep learning; neural network; decoding; computational neuroscience; brain/neural structure in title; explicit brain-structure/AI bridge,
3,2017,"Global, regional, and national burden of neurological disorders, 1990-2016: a systematic analysis for the Global Burden of Disease Study 2016","V. Feigin, A. Abajobir, K. H. Abate, F. Abd-Allah, A. Abdulle, S. Abera, et al.",Lancet Neurology,2017-11-01,3166,128,194.89,Clinical NeuroAI and Brain Disorders,brain-structure;machine-learning;neural-signals;clinical-neuroai,Summary Background Neurological disorders are increasingly recognised as major causes of death and disability worldwide.,"high citation signal (3,166); recognized venue; open-access PDF metadata; explicit AI/modeling signal","Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Model performance should be checked for leakage, confounding, calibration, and external validity.",10.1016/S1474-4422(18)30499-X,a353027fba97e4757fec788a0b63cfc02f716e87,https://doi.org/10.1016/S1474-4422(18)30499-X,,http://www.thelancet.com/article/S147444221830499X/pdf,,JournalArticle,unknown,brain; ecog; neuron; bayesian; explicit brain-structure/AI bridge,"Summary Background Neurological disorders are increasingly recognised as major causes of death and disability worldwide. The aim of this analysis from the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2016 is to provide the most comprehensive and up-to-date estimates of the global, regional, and national burden from neurological disorders. Methods We estimated prevalence, incidence, deaths, and disability-adjusted life-years (DALYs; the sum of years of life lost [YLLs] and years lived with disability [YLDs]) by age and sex for 15 neurological disorder categories (tetanus, meningitis, encephalitis, stroke, brain and other CNS cancers, traumatic brain injury, spinal cord injury, Alzheimer's disease and other dementias, Parkinson's disease, multiple sclerosis, motor neuron diseases, idiopathic epilepsy, migraine, tension-type headache, and a residual category for other less common neurological disorders) in 195 countries from 1990 to 2016. DisMod-MR 2.1, a Bayesian meta-regression tool, was the main method of estimation of prevalence and incidence, and the Cause of Death Ensemble model (CODEm) was used for mortality estimation. We quantified the contribution of 84 risks and combinations of risk to the disease estimates for the 15 neurological disorder categories using the GBD comparative risk assessment approach. Findings Globally, in 2016, neurological disorders were the leading cause of DALYs (276 million [95% UI 247-308]) and second leading cause of deaths (9·0 million [8·8-9·4]). The absolute number of deaths and DALYs from all neurological disorders combined increased (deaths by 39% [34-44] and DALYs by 15% [9-21]) whereas their age-standardised rates decreased (deaths by 28% [26-30] and DALYs by 27% [24-31]) between 1990 and 2016. The only neurological disorders that had a decrease in rates and absolute numbers of deaths and DALYs were tetanus, meningitis, and encephalitis. The four largest contributors of neurological DALYs were stroke (42·2% [38·6-46·1]), migraine (16·3% [11·7-20·8]), Alzheimer's and other dementias (10·4% [9·0-12·1]), and meningitis (7·9% [6·6-10·4]). For the combined neurological disorders, age-standardised DALY rates were significantly higher in males than in females (male-to-female ratio 1·12 [1·05-1·20]), but migraine, multiple sclerosis, and tension-type headache were more common and caused more burden in females, with male-to-female ratios of less than 0·7. The 84 risks quantified in GBD explain less than 10% of neurological disorder DALY burdens, except stroke, for which 88·8% (86·5-90·9) of DALYs are attributable to risk factors, and to a lesser extent Alzheimer's disease and other dementias (22·3% [11·8-35·1] of DALYs are risk attributable) and idiopathic epilepsy (14·1% [10·8-17·5] of DALYs are risk attributable). Interpretation Globally, the burden of neurological disorders, as measured by the absolute number of DALYs, continues to increase. As populations are growing and ageing, and the prevalence of major disabling neurological disorders steeply increases with age, governments will face increasing demand for treatment, rehabilitation, and support services for neurological disorders. The scarcity of established modifiable risks for most of the neurological burden demonstrates that new knowledge is required to develop effective prevention and treatment strategies. Funding Bill & Melinda Gates Foundation."
4,2017,Deep Learning for Medical Image Analysis,"Mina Rezaei, Haojin Yang, C. Meinel",arXiv.org,2017-08-17,2625,52,174.52,Structural Neuroimaging and AI,brain-structure;deep-learning;neuroimaging;neural-signals,This report describes my research activities in the Hasso Plattner Institute and summarizes my Ph.D.,"high citation signal (2,625); explicit AI/modeling signal; brain-structure signal","Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",,0ae5b99f09b7ebacc4aeaed7644aff90534a3aaa,https://www.semanticscholar.org/paper/0ae5b99f09b7ebacc4aeaed7644aff90534a3aaa,,,,JournalArticle,unknown,brain; ecog; deep learning; explicit brain-structure/AI bridge,"This report describes my research activities in the Hasso Plattner Institute and summarizes my Ph.D. plan and several novels, end-to-end trainable approaches for analyzing medical images using deep learning algorithm. In this report, as an example, we explore different novel methods based on deep learning for brain abnormality detection, recognition, and segmentation. This report prepared for the doctoral consortium in the AIME-2017 conference."
5,2017,Continual Learning with Deep Generative Replay,"Hanul Shin, Jung Kwon Lee, Jaehong Kim, Jiwon Kim",Neural Information Processing Systems,2017-05-01,2499,170,179.23,General Brain-AI Structure Reviews and Methods,brain-structure;machine-learning,Attempts to train a comprehensive artificial intelligence capable of solving multiple tasks have been impeded by a chronic problem called catastrophic forgetting.,"high citation signal (2,499); explicit AI/modeling signal; brain-structure signal","Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Model performance should be checked for leakage, confounding, calibration, and external validity.",,59a922212153d3407e658109f36c11a34ee7d283,https://www.semanticscholar.org/paper/59a922212153d3407e658109f36c11a34ee7d283,,,,JournalArticle; Conference,unknown,brain; hippocampus; artificial intelligence; classification; explicit brain-structure/AI bridge,"Attempts to train a comprehensive artificial intelligence capable of solving multiple tasks have been impeded by a chronic problem called catastrophic forgetting. Although simply replaying all previous data alleviates the problem, it requires large memory and even worse, often infeasible in real world applications where the access to past data is limited. Inspired by the generative nature of hippocampus as a short-term memory system in primate brain, we propose the Deep Generative Replay, a novel framework with a cooperative dual model architecture consisting of a deep generative model (""generator"") and a task solving model (""solver""). With only these two models, training data for previous tasks can easily be sampled and interleaved with those for a new task. We test our methods in several sequential learning settings involving image classification tasks."
6,2017,The TREM2-APOE pathway drives the transcriptional phenotype of dysfunctional microglia in neurodegenerative diseases,"S. Krasemann, C. Madore, R. Cialic, Caroline Baufeld, Narghes Calcagno, Rachid El Fatimy, et al.",Immunity,2017-09-19,2409,190,157.57,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,"SUMMARY Microglia play a pivotal role in maintenance of brain homeostasis, but lose homeostatic function during neurodegenerative disorders.","high citation signal (2,409); open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.immuni.2017.08.008,1785de4a79cd2110e10fb8f2b479aef720550d2c,https://doi.org/10.1016/j.immuni.2017.08.008,,http://www.cell.com/article/S1074761317303667/pdf,,JournalArticle,unknown,brain; neuron; historical computation/learning bridge,"SUMMARY Microglia play a pivotal role in maintenance of brain homeostasis, but lose homeostatic function during neurodegenerative disorders. We identified a specific apolipoprotein E (APOE)-dependent molecular signature in microglia from models of amyotrophic lateral sclerosis (ALS), multiple sclerosis (MS) and Alzheimer's disease (AD) and in microglia surrounding neuritic β-amyloid (Aβ) -plaques in human AD brains. The APOE pathway mediated a switch from a homeostatic to neurodegenerative microglia phenotype following phagocytosis of apoptotic neurons. Triggering receptor expressed on myeloid cells 2 (TREM2) induced APOE signaling, and targeting the TREM2-APOE pathway restored the homeostatic signature of microglia in ALS and AD mouse models and prevented neuronal loss in an acute model of neurodegeneration. APOE-mediated neurodegenerative microglia led to a loss in their tolerogenic function. Taken together, our work identifies the TREM2-APOE pathway as a major regulator of microglial functional phenotype in neurodegenerative diseases and serves as a novel target to restore homeostatic microglia."
7,2017,Network neuroscience,"D. Bassett, O. Sporns",Nature Neuroscience,2017-02-23,2268,25,168.49,General Brain-AI Structure Reviews and Methods,brain-structure;connectome,"Despite substantial recent progress, our understanding of the principles and mechanisms underlying complex brain function and cognition remains incomplete.","high citation signal (2,268); recognized venue; open-access PDF metadata; brain-structure signal","Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nn.4502,c32b3653f51b709734066ed220943c18ffa7a4f0,https://doi.org/10.1038/nn.4502,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485642,,Review; JournalArticle,unknown,brain; neuron; historical computation/learning bridge,"Despite substantial recent progress, our understanding of the principles and mechanisms underlying complex brain function and cognition remains incomplete. Network neuroscience proposes to tackle these enduring challenges. Approaching brain structure and function from an explicitly integrative perspective, network neuroscience pursues new ways to map, record, analyze and model the elements and interactions of neurobiological systems. Two parallel trends drive the approach: the availability of new empirical tools to create comprehensive maps and record dynamic patterns among molecules, neurons, brain areas and social systems; and the theoretical framework and computational tools of modern network science. The convergence of empirical and computational advances opens new frontiers of scientific inquiry, including network dynamics, manipulation and control of brain networks, and integration of network processes across spatiotemporal domains. We review emerging trends in network neuroscience and attempt to chart a path toward a better understanding of the brain as a multiscale networked system."
8,2017,Memory Aware Synapses: Learning what (not) to forget,"Rahaf Aljundi, F. Babiloni, Mohamed Elhoseiny, Marcus Rohrbach, T. Tuytelaars",European Conference on Computer Vision,2017-11-27,2055,232,174.11,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;connectome;deep-learning;neural-signals,"Humans can learn in a continuous manner. Old rarely utilized knowledge can be overwritten by new incoming information while important, frequently used knowledge is prevented from being erased.","high citation signal (2,055); explicit AI/modeling signal; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Model performance should be checked for leakage, confounding, calibration, and external validity.",10.1007/978-3-030-01219-9_9,713b0d9005944f80af00addc81b162ca74ea4b14,https://doi.org/10.1007/978-3-030-01219-9_9,,,,JournalArticle; Conference,unknown,brain; ecog; neural; synapse; neural network; explicit brain-structure/AI bridge,"Humans can learn in a continuous manner. Old rarely utilized knowledge can be overwritten by new incoming information while important, frequently used knowledge is prevented from being erased. In artificial learning systems, lifelong learning so far has focused mainly on accumulating knowledge over tasks and overcoming catastrophic forgetting. In this paper, we argue that, given the limited model capacity and the unlimited new information to be learned, knowledge has to be preserved or erased selectively. Inspired by neuroplasticity, we propose a novel approach for lifelong learning, coined Memory Aware Synapses (MAS). It computes the importance of the parameters of a neural network in an unsupervised and online manner. Given a new sample which is fed to the network, MAS accumulates an importance measure for each parameter of the network, based on how sensitive the predicted output function is to a change in this parameter. When learning a new task, changes to important parameters can then be penalized, effectively preventing important knowledge related to previous tasks from being overwritten. Further, we show an interesting connection between a local version of our method and Hebb's rule,which is a model for the learning process in the brain. We test our method on a sequence of object recognition tasks and on the challenging problem of learning an embedding for predicting $ $ triplets. We show state-of-the-art performance and, for the first time, the ability to adapt the importance of the parameters based on unlabeled data towards what the network needs (not) to forget, which may vary depending on test conditions."
9,2017,Fully Integrated Silicon Probes for High-Density Recording of Neural Activity,"J. Jun, Nicholas A. Steinmetz, J. Siegle, Daniel J. Denman, Marius Bauza, Brian Barbarits, et al.",Nature,2017-11-08,1983,112,167.27,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neural-signals;neuromorphic-bci,"Sensory, motor and cognitive operations involve the coordinated action of large neuronal populations across multiple brain regions in both superficial and deep structures.","high citation signal (1,983); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nature24636,c7fbea9d039e93fc721f0cd1538b5ac04b4f0e73,https://doi.org/10.1038/nature24636,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955206,,JournalArticle,unknown,brain; neuron; neural; brain/neural structure in title,"Sensory, motor and cognitive operations involve the coordinated action of large neuronal populations across multiple brain regions in both superficial and deep structures. Existing extracellular probes record neural activity with excellent spatial and temporal (sub-millisecond) resolution, but from only a few dozen neurons per shank. Optical Ca2+ imaging offers more coverage but lacks the temporal resolution needed to distinguish individual spikes reliably and does not measure local field potentials. Until now, no technology compatible with use in unrestrained animals has combined high spatiotemporal resolution with large volume coverage. Here we design, fabricate and test a new silicon probe known as Neuropixels to meet this need. Each probe has 384 recording channels that can programmably address 960 complementary metal-oxide-semiconductor (CMOS) processing-compatible low-impedance TiN sites that tile a single 10-mm long, 70 × 20-μm cross-section shank. The 6 × 9-mm probe base is fabricated with the shank on a single chip. Voltage signals are filtered, amplified, multiplexed and digitized on the base, allowing the direct transmission of noise-free digital data from the probe. The combination of dense recording sites and high channel count yielded well-isolated spiking activity from hundreds of neurons per probe implanted in mice and rats. Using two probes, more than 700 well-isolated single neurons were recorded simultaneously from five brain structures in an awake mouse. The fully integrated functionality and small size of Neuropixels probes allowed large populations of neurons from several brain structures to be recorded in freely moving animals. This combination of high-performance electrode technology and scalable chip fabrication methods opens a path towards recording of brain-wide neural activity during behaviour."
10,2017,A non-volatile organic electrochemical device as a low-voltage artificial synapse for neuromorphic computing.,"Y. Burgt, Ewout Lubberman, Ewout Lubberman, E. Fuller, S. Keene, G. C. Faria, et al.",Nature Materials,2017-04-01,1540,18,171.32,"Cellular, Synaptic, and Neuromorphic Foundations",neuromorphic-bci,"Positions A non-volatile organic electrochemical device as a low-voltage artificial synapse for neuromorphic computing. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,540); recognized venue; brain-to-model interface signal",Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1038/nmat4856,a784e46a0a516b6bc439f8f37dd3b35590945120,https://doi.org/10.1038/nmat4856,,,,JournalArticle,unknown,synapse; neuromorphic; explicit brain-structure/AI bridge,
