rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1967,FINE STRUCTURAL LOCALIZATION OF A BLOOD-BRAIN BARRIER TO EXOGENOUS PEROXIDASE,"Th. Reese, M. Karnovsky",Journal of Cell Biology,1967-07-01,2576,53,193.58,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Horseradish peroxidase was administered to mice by intravenous injection, and its distribution in cerebral cortex studied with a recently available technique for localizing peroxidase with the electron microscope.","high citation signal (2,576); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1083/jcb.34.1.207,98af64718571b862800732115a82c552a7b74437,https://doi.org/10.1083/jcb.34.1.207,,https://rupress.org/jcb/article-pdf/34/1/207/1068281/207.pdf,,JournalArticle,unknown,brain; cerebral; cortex; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"Horseradish peroxidase was administered to mice by intravenous injection, and its distribution in cerebral cortex studied with a recently available technique for localizing peroxidase with the electron microscope. Brains were fixed by either immersion or vascular perfusion 10-60 min after administration of various doses of peroxidase. Exogenous peroxidase was localized in the lumina of blood vessels and in some micropinocytotic vesicles within endothelial cells; none was found beyond the vascular endothelium. Micropinocytotic vesicles were few in number and did not appear to transport peroxidase while tight junctions between endothelial cells were probably responsible for preventing its intercellular passage. Our findings therefore localize, at a fine structural level, a ""barrier"" to the passage of peroxidase at the endothelium of vessels in the cerebral cortex. The significance of these findings is discussed, particularly with reference to a recent study in which similar techniques were applied to capillaries in heart and skeletal muscle."
2,1967,MORPHOLOGICAL AND FUNCTIONAL PROPERTIES OF IDENTIFIED NEURONS IN THE ABDOMINAL GANGLION OF APLYSIA CALIFORNICA,"W. Frazier, E. Kandel, I. Kupfermann, R. Waziri, R. Coggeshall",Unknown venue,1967-11-01,818,15,146.75,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions MORPHOLOGICAL AND FUNCTIONAL PROPERTIES OF IDENTIFIED NEURONS IN THE ABDOMINAL GANGLION OF APLYSIA CALIFORNICA within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (818),Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1152/JN.1967.30.6.1288,76a3f3ca1b1e517c15b9787febfc0ea65624cecc,https://doi.org/10.1152/JN.1967.30.6.1288,,,,paper,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
3,1967,The formation of synaptic junctions in developing rat brain: a quantitative electron microscopic study.,"G. Aghajanian, F. Bloom",Brain Research,1967-12-01,686,14,162.78,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions The formation of synaptic junctions in developing rat brain: a quantitative electron microscopic study. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (686); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0006-8993(67)90128-X,a07208f9845173f91bf771da2eddef357368dbd7,https://doi.org/10.1016/0006-8993(67)90128-X,,,,JournalArticle,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
4,1967,EEG sleep patterns as a function of normal and pathological aging in man.,"I. Feinberg, R. Koresko, N. Heller",Journal of Psychiatric Research,1967-06-01,461,13,139.64,"Electrophysiology, Neural Signals, and AI Decoding",neural-signals,"Positions EEG sleep patterns as a function of normal and pathological aging in man. within EEG, MEG, and Electrophysiology.",high citation signal (461),"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Signal drift, artifacts, and session effects can limit real-world decoding reliability.",10.1016/0022-3956(67)90027-1,25d71375e832fd47278d48d6e88d7dc59930597c,https://doi.org/10.1016/0022-3956(67)90027-1,,,,JournalArticle,unknown,eeg; neural; decoding; explicit brain-structure/AI bridge,
5,1967,THE MECHANISM OF ACTION OF COLCHICINE,"G. Borisy, E. Taylor",Journal of Cell Biology,1967-08-01,452,4,152.29,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Colchicine forms a complex in vivo with a protein present in fertilized or unfertilized sea urchin eggs; similar binding was obtained in vitro with the soluble fraction from egg homogenates.,high citation signal (452); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1083/jcb.34.2.535,d3ed23109b90430032f42c82ab48004a638b8ad2,https://doi.org/10.1083/jcb.34.2.535,,https://rupress.org/jcb/article-pdf/34/2/535/1383858/535.pdf,,JournalArticle,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"Colchicine forms a complex in vivo with a protein present in fertilized or unfertilized sea urchin eggs; similar binding was obtained in vitro with the soluble fraction from egg homogenates. Kinetic parameters and binding equilibrium constant were essentially the same in vivo and in vitro. The binding site protein was shown to have a sedimentation constant of 6S by zone centrifugation. The protein was present in extracts of the isolated mitotic apparatus at a concentration which was several times higher than in whole-egg homogenates. It was extracted from the mitotic apparatus at low ionic strength under conditions which lead to the disappearance of microtubules. No binding could be detected to the 27S protein, previously described by Kane, which is a major protein component of the isolated mitotic apparatus. The properties of the colchicine-bindinG protein, (binding constant, sedimentation constant, Sephadex elution volume) are similar to those obtained with the protein from mammalian cells, sea-urchin sperm tails, and brain tissue, and thus support the conclusion that the protein is a subunit of microtubules."
6,1967,Subcellular Distribution of Adenyl Cyclase and Cyclic Phosphodiesterase in Rat Brain Cortex,"E. Robertis, G. Arnaiz, M. Alberici, R. Butcher, E. Sutherland",Unknown venue,1967-08-10,302,1,141.05,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Abstract The subcellular distribution of adenyl cyclase and of the cyclic nucleotide phosphodiesterase was studied in fractions and subfractions of the rat brain cortex which had been previously characterized by electron microscopy and several biochemical parameters.,high citation signal (302); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0021-9258(18)95888-6,49c7e7f1e4b84044088dad80e0ca479102b4a7fe,https://doi.org/10.1016/s0021-9258(18)95888-6,,https://doi.org/10.1016/s0021-9258(18)95888-6,,paper,unknown,brain; cortex; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"Abstract The subcellular distribution of adenyl cyclase and of the cyclic nucleotide phosphodiesterase was studied in fractions and subfractions of the rat brain cortex which had been previously characterized by electron microscopy and several biochemical parameters. Adenyl cyclase was almost wholly particulate, most being found in the mitochondrial fractions with a slightly smaller amount present in the microsomal fractions. The submitochondrial fractions separated by sucrose gradient showed that the specific activity of the adenyl cyclase was low in the myelin and mitochondrial subfractions and high in the three subfractions containing nerve endings. After hyposmotic shock of the mitochondrial fraction, almost all adenyl cyclase remained in particulate subfractions. After gradient separation of the main subfraction, it was found that adenyl cyclase concentrated in two fractions which contain mainly synaptic membranes. Cyclic phosphodiesterase was about 60% particulate although the highest specific activity was found in the soluble fraction. This enzyme was also present primarily in fractions containing nerve endings and not in myelin or mitochondria. After osmotic shock of the primary mitochondrial fraction, half of the enzyme became soluble, but most of the rest remained attached to particulate material. A study of the mitochondrial fraction at several sucrose concentrations suggested that most of the adenyl cyclase in this fraction was compartmentalized."
7,1967,Extensive cortical depth measurements and neuron size increases in the cortex of environmentally enriched rats,"M. Diamond, Bernice Lindner, A. Raymond",Unknown venue,1967-11-01,275,10,138.37,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Extensive cortical depth measurements and neuron size increases in the cortex of environmentally enriched rats within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (275); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901310305,68f7989955250b7198c7464d43f32e113fb1bb96,https://doi.org/10.1002/cne.901310305,,,,paper,unknown,cortex; cortical; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
8,1967,The density of synapses and neurones in the motor and visual areas of the cerebral cortex.,B. Cragg,Journal of Anatomy,1967-09-01,258,10,139.22,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions The density of synapses and neurones in the motor and visual areas of the cerebral cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (258); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,d6e608fa7a0a27f2d25c5d3ef14a9dd0071fc82c,https://www.semanticscholar.org/paper/d6e608fa7a0a27f2d25c5d3ef14a9dd0071fc82c,,,,JournalArticle,unknown,cerebral; cortex; neuron; synapse; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
9,1967,Excitation and depression of cortical neurones by 5-hydroxytryptamine,"M. Roberts, D. Straughan",Journal of Physiology,1967-11-01,256,0,132.08,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Excitation and depression of cortical neurones by 5-hydroxytryptamine within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (256); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1113/jphysiol.1967.sp008357,312bea7f6d2404fa303ac6d5af6b2fc6d2d8a373,https://doi.org/10.1113/jphysiol.1967.sp008357,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1365597,,JournalArticle,unknown,cortical; neuron; neuromorphic; explicit brain-structure/AI bridge,
10,1967,New Reflected-Light Microscope for Viewing Unstained Brain and Ganglion Cells,"M. D. Egger, M. Petráň",Science,1967-07-21,250,3,144.66,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions New Reflected-Light Microscope for Viewing Unstained Brain and Ganglion Cells within General Brain Science and Reviews.,high citation signal (250); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/science.157.3786.305,b6b69d6887c74961e8f0764229e2b03bec183a40,https://doi.org/10.1126/science.157.3786.305,,,,JournalArticle,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
