rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1959,Axo-somatic and axo-dendritic synapses of the cerebral cortex: An electron microscope study,Gray Eg,Unknown venue,1959-10-01,1284,7,166.05,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Axo-somatic and axo-dendritic synapses of the cerebral cortex: An electron microscope study within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,284); brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,2c23fb3b9af485f9df9d5c854e99a5757f7fda45,https://www.semanticscholar.org/paper/2c23fb3b9af485f9df9d5c854e99a5757f7fda45,,,,paper,unknown,cerebral; cortex; synapse; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
2,1959,Axo-somatic and axo-dendritic synapses of the cerebral cortex: an electron microscope study.,By E. G. Gray,Journal of Anatomy,1959,1045,36,162.35,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Axo-somatic and axo-dendritic synapses of the cerebral cortex: an electron microscope study. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,045); brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,5afbad7aa7ecd70f0237741ddc7197e7b038000d,https://www.semanticscholar.org/paper/5afbad7aa7ecd70f0237741ddc7197e7b038000d,,,,JournalArticle,unknown,cerebral; cortex; synapse; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
3,1959,Electron Microscopy of Synaptic Contacts on Dendrite Spines of the Cerebral Cortex,E. Gray,Nature,1959-06-06,449,20,157.17,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Electron Microscopy of Synaptic Contacts on Dendrite Spines of the Cerebral Cortex within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (449); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/1831592A0,6df913340eb57a1b6a2f329cbc78d2f66f8750c0,https://doi.org/10.1038/1831592A0,,,,JournalArticle,unknown,cerebral; cortex; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
4,1959,Postnatal development of the cerebral cortex in the rat.,"J. Eayrs, B. Goodhead",Journal of Anatomy,1959-10-01,371,4,119.74,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions Postnatal development of the cerebral cortex in the rat. within Brain Development, Plasticity, and Connectomics.",high citation signal (371); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,9b09800527bbf5380dc5b03dec93c08ddd03bb96,https://www.semanticscholar.org/paper/9b09800527bbf5380dc5b03dec93c08ddd03bb96,,,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
5,1959,Chemical Excitation of Spinal Neurones,"D. R. Curtis, J. Phillis, J. Watkins",Nature,1959-02-28,266,6,138.57,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions Chemical Excitation of Spinal Neurones within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (266); recognized venue,Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1038/183611A0,da5e63ea3a453293b71d794d5792ad87330d2831,https://doi.org/10.1038/183611A0,,,,JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
6,1959,An Electron Microscope Study of Myelin Figures,W. Stoeckenius,The Journal of Biophysical and Biochemical Cytology,1959-05-01,259,3,130.29,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"In the electron microscope, thin sections of OsO4-fixed myelin figures from the phospholipide fraction of human brain show a pattern of parallel dark lines with a repeating period of about 40 A.",high citation signal (259); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1083/jcb.5.3.491,43e010f3c1f816bbf36bf64d3bcdcb651f898382,https://doi.org/10.1083/jcb.5.3.491,,https://europepmc.org/articles/pmc2224661?pdf=render,,JournalArticle,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"In the electron microscope, thin sections of OsO4-fixed myelin figures from the phospholipide fraction of human brain show a pattern of parallel dark lines with a repeating period of about 40 A. It is shown that the dark lines probably represent the reaction product of OsO4 with double bonds in the fatty acid chains, thereby marking the central portion of one bimolecular lamella. The addition of globin results in dense lines 25 to 50 A wide that cover the surface of the myelin figures. When such a figure consists of only two bimolecular leaflets of lipide covered with globin, the structure shows striking similarity to the image of cell membranes in fixed tissue sections. A hypothetical schema is given of the molecular structure of the figure, and the distribution of OsO4 in it."
7,1959,"Disorders of ""simultaneous perception"" in a case of bilateral occipito-parietal brain injury.",A. Luria,Brain : a journal of neurology,1959-09-01,240,10,143.93,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,"Positions Disorders of ""simultaneous perception"" in a case of bilateral occipito-parietal brain injury. within Cognitive and Systems Neuroscience.",high citation signal (240); recognized venue; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/BRAIN/82.3.437,da3ab9cdd9e873b1079c524c707adf50ea09a6a5,https://doi.org/10.1093/BRAIN/82.3.437,,,,JournalArticle,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
8,1959,Illusions of comparative interpretation and emotion; production by epileptic discharge and by electrical stimulation in the temporal cortex.,"S. Mullan, W. Penfield",A M A Archives of Neurology & Psychiatry,1959-03-01,228,8,146.21,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,"Positions Illusions of comparative interpretation and emotion; production by epileptic discharge and by electrical stimulation in the temporal cortex. within EEG, MEG, and Electrophysiology.",high citation signal (228); recognized venue; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1959.02340150001001,5221ba905f8cc344e81de97ffe6ed19c65fa2d9e,https://doi.org/10.1001/ARCHNEURPSYC.1959.02340150001001,,,,JournalArticle,unknown,cortex; neural; decoding; brain/neural structure in title; explicit brain-structure/AI bridge,
9,1959,Histonomy of the cerebral cortex,S. Bok,Unknown venue,1959,213,7,109.79,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Histonomy of the cerebral cortex within General Brain Science and Reviews.,high citation signal (213); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1212/wnl.11.7.649-a,37517e495d3d278555262c9b76f59e8c3dfe5033,https://doi.org/10.1212/wnl.11.7.649-a,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title,
10,1959,COMPOUNDS IN BRAIN EXTRACTS CAUSING SPREADING DEPRESSION OF CEREBRAL CORTICAL ACTIVITY AND CONTRACTION OF CRUSTACEAN MUSCLE,A. Harreveld,Unknown venue,1959-02-01,211,8,109.62,General Brain-AI Structure Reviews and Methods,brain-structure,Positions COMPOUNDS IN BRAIN EXTRACTS CAUSING SPREADING DEPRESSION OF CEREBRAL CORTICAL ACTIVITY AND CONTRACTION OF CRUSTACEAN MUSCLE within General Brain Science and Reviews.,high citation signal (211); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1111/j.1471-4159.1959.tb12636.x,7369bf34df17d0573dc7181e1470c3d23c539f06,https://doi.org/10.1111/j.1471-4159.1959.tb12636.x,,,,paper,unknown,brain; cerebral; cortical; brain/neural structure in title,
11,1959,Nature of electrocortical potentials and synaptic organizations in cerebral and cerebellar cortex.,Dorninick P. Purpura,International review of neurobiology,1959,210,2,133.53,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions Nature of electrocortical potentials and synaptic organizations in cerebral and cerebellar cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (210); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/S0074-7742(08)60314-1,1815f37c902f954b0a1522d857d6a96fb00692ec,https://doi.org/10.1016/S0074-7742(08)60314-1,,,,JournalArticle,unknown,cerebral; cortex; cortical; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
12,1959,"Central representation of affective reactions in forebrain and brain stem: electrical stimulation of amygdala, stria terminalis, and adjacent structures","A. de Molina, R. Hunsperger",Journal of Physiology,1959-03-03,204,0,141.21,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,"Positions Central representation of affective reactions in forebrain and brain stem: electrical stimulation of amygdala, stria terminalis, and adjacent structures within General Brain Science and Reviews.",high citation signal (204); open-access PDF metadata; brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1113/jphysiol.1959.sp006140,1480b7c605570202e8f1d80200c2555a2c477d0d,https://doi.org/10.1113/jphysiol.1959.sp006140,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.1959.sp006140,,JournalArticle,unknown,brain; amygdala; decoding; representation learning; bci; brain/neural structure in title; explicit brain-structure/AI bridge,
13,1959,Somatic sensory representation in the cerebral cortex of the racoon (Procyon lotor),"W. Welker, S. Seidenstein",The Journal of comparative neurology,1959-06-01,203,9,150.13,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,Positions Somatic sensory representation in the cerebral cortex of the racoon (Procyon lotor) within Clinical Neurology and Neurodegeneration.,high citation signal (203); recognized venue; brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.901110306,0326a94c5ce5bd584f49f424e0401172916cb2ac,https://doi.org/10.1002/cne.901110306,,,,JournalArticle,unknown,brain; cerebral; cortex; decoding; representation learning; bci; brain/neural structure in title; explicit brain-structure/AI bridge,
14,1959,"Biochemical and pharmacological studies of RO 1-9569 (tetrabenazine), a nonindole tranquilizing agent with reserpine-like effects.","G. Quinn, P. A. Shore, B. Brodie",Journal of Pharmacology and Experimental Therapeutics,1959-10-01,199,1,125.77,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neuroimaging,"A method is described for the estimation of Ro 1-9569 (tetrabenazine), a non-indole synthetic derivative of benzoquinolizine, in biological tissues.",high citation signal (199); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/s0022-3565(25)25665-8,10447db0cbb3baf9488fda486733f7562361c55e,https://doi.org/10.1016/s0022-3565(25)25665-8,,,,JournalArticle,unknown,brain; neural; decoding; explicit brain-structure/AI bridge,"A method is described for the estimation of Ro 1-9569 (tetrabenazine), a non-indole synthetic derivative of benzoquinolizine, in biological tissues. After intravenous injection in the rabbit, Ro 1-9569 is rapidly and almost completely metabolized. The duration of action of the drug is limited to the time that appreciable amounts of the compound remain in the body. The drug has a selective action on brain serotonin anti norepinephrine, releasing little or none of these amines peripherally. Consequently, the drug does not elicit diarrhea, which occurs with the release of serotonin in the intestines, or hypotemision associated with the depletion of norepinephrine from sympathetic nerve endings. Ro 1-9569 has a greater effect on brain norepinephrine than on brain serotonin. However, the sedative effect of the drug seems to be related to the change in brain serotonin rather than norepinephrine. Animals given Ho 1-9569 immediately before reserpine respond as though they received only Ro 1-9569. It is concluded that Ro 1-9569 and reserpine compete for the same receptor sites."
