rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1990,D1 and D2 dopamine receptor-regulated gene expression of striatonigral and striatopallidal neurons.,"C. Gerfen, T. Engber, L. Mahan, Z. Susel, T. Chase, F. Monsma, et al.",Science,1990-12-07,3040,148,182.36,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions D1 and D2 dopamine receptor-regulated gene expression of striatonigral and striatopallidal neurons. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (3,040); recognized venue",Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1126/SCIENCE.2147780,84e320dee6983b0a792adfc3b2543152d9b3edab,https://doi.org/10.1126/SCIENCE.2147780,,,,JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
2,1990,Synapse loss in frontal cortex biopsies in Alzheimer's disease: Correlation with cognitive severity,"S. DeKosky, S. Scheff",Annals of Neurology,1990-05-01,2321,47,187.9,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Positions Synapse loss in frontal cortex biopsies in Alzheimer's disease: Correlation with cognitive severity within Clinical Neurology and Neurodegeneration.,"high citation signal (2,321); recognized venue; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/ana.410270502,a9d14eed62c4ad2fb6c021ef4be625418819a749,https://doi.org/10.1002/ana.410270502,,,,JournalArticle,unknown,cortex; synapse; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
3,1990,The role of glutamate neurotoxicity in hypoxic-ischemic neuronal death.,"D. Choi, S. Rothman",Annual Review of Neuroscience,1990,2279,37,177.17,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions The role of glutamate neurotoxicity in hypoxic-ischemic neuronal death. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,279); recognized venue",Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1146/ANNUREV.NE.13.030190.001131,5eaff6f72ae5008841d98a56bdd2ddd61ca8be42,https://doi.org/10.1146/ANNUREV.NE.13.030190.001131,,,,Review; JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
4,1990,Distribution of androgen and estrogen receptor mRNA-containing cells in the rat brain: An in situ hybridization study,"R. Simerly, L. Swanson, Chawnshang Chang, M. Muramatsu",The Journal of comparative neurology,1990-04-01,2141,86,186.25,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions Distribution of androgen and estrogen receptor mRNA-containing cells in the rat brain: An in situ hybridization study within Clinical Neurology and Neurodegeneration.,"high citation signal (2,141); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.902940107,a905352b06eedcf292bbf6ce69885f8f00acad4a,https://doi.org/10.1002/cne.902940107,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.902940107,,JournalArticle,unknown,brain; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
5,1990,The role of attention in auditory information processing as revealed by event-related potentials and other brain measures of cognitive function,R. Näätänen,Behavioral and Brain Sciences,1990-06-01,1726,103,179.37,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions The role of attention in auditory information processing as revealed by event-related potentials and other brain measures of cognitive function within Cognitive and Systems Neuroscience.,"high citation signal (1,726); recognized venue; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1017/S0140525X00078407,31ba2a92c0bd90326fb1e52f68a172409950ab44,https://doi.org/10.1017/S0140525X00078407,,,,paper,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
6,1990,The anterior cingulate cortex mediates processing selection in the Stroop attentional conflict paradigm.,"J. Pardo, P. J. Pardo, Kevin W. Janer, Marcus E. RAICHLEt",Proceedings of the National Academy of Sciences of the United States of America,1990,1523,59,180.12,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions The anterior cingulate cortex mediates processing selection in the Stroop attentional conflict paradigm. within Cognitive and Systems Neuroscience.,"high citation signal (1,523); recognized venue; open-access PDF metadata; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1073/PNAS.87.1.256,ac721d62efda2d0ad1776b7aad93935ce51c51c6,https://doi.org/10.1073/PNAS.87.1.256,,https://doi.org/10.1073/pnas.87.1.256,,JournalArticle,unknown,cortex; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
7,1990,Brain systems that mediate both emotion and cognition.,J. Gray,Unknown venue,1990-07-01,1456,115,164.31,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions Brain systems that mediate both emotion and cognition. within Cognitive and Systems Neuroscience.,"high citation signal (1,456); brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1080/02699939008410799,247a1990d8c31c92059ddd8df5f3ea0c2750cae7,https://doi.org/10.1080/02699939008410799,,,,paper,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
8,1990,Gonadal steroids regulate dendritic spine density in hippocampal pyramidal cells in adulthood,"E. Gould, C. Woolley, M. Frankfurt, B. McEwen",Journal of Neuroscience,1990-04-01,1397,66,176.57,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Gonadal steroids are known to influence hippocampal physiology in adulthood.,"high citation signal (1,397); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1523/JNEUROSCI.10-04-01286.1990,382f252a72a92cb5bebeb25270b24ff0fb668bdb,https://doi.org/10.1523/JNEUROSCI.10-04-01286.1990,,https://www.jneurosci.org/content/jneuro/10/4/1286.full.pdf,,JournalArticle,unknown,brain; hippocampus; neuron; neuromorphic; explicit brain-structure/AI bridge,"Gonadal steroids are known to influence hippocampal physiology in adulthood. It is presently unknown whether gonadal steroids influence the morphology of hippocampal neurons in the adult intact rat brain. In order to determine whether female sex hormones influence hippocampal morphology in the intact adult, we performed Golgi impregnation on brains from ovariectomized rats and ovariectomized rats which received estradiol or estradiol and progesterone replacement. Removal of circulating gonadal steroids by ovariectomy of adult female rats resulted in a profound decrease in dendritic spine density in CA1 pyramidal cells of the hippocampus. Estradiol replacement prevented the observed decrease in dendritic spine density; progesterone augmented the effect of estradiol within a short time period (5 hr). Ovariectomy or gonadal steroid replacement did not affect spine density of CA3 pyramidal cells or granule cells of the dentate gyrus. These results demonstrate that gonadal steroids are necessary for the maintenance of normal adult CA1 hippocampal pyramidal cell structure. The short time course required to observe these effects (3 d for the estradiol effect and 5 hr for the progesterone effect) implies that CA1 pyramidal cell dendritic spine density may fluctuate during the normal (4-5 d) rat estrous cycle."
9,1990,Physiological and pathophysiological roles of excitatory amino acids during central nervous system development.,"John W. McDonald, John W. McDonald, M. Johnston",Brain research. Brain research reviews,1990,1386,23,177.63,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Recent studies suggest that excitatory amino acids (EAAs) have a wide variety of physiological and pathophysiological roles during central nervous system (CNS) development.,"high citation signal (1,386); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0165-0173(90)90011-C,4c69d3a70328e54993b885f2815467c3d7d22c38,https://doi.org/10.1016/0165-0173(90)90011-C,,https://doi.org/10.1016/0165-0173(90)90011-c,,Review; JournalArticle,unknown,brain; cortex; neuron; neuromorphic; explicit brain-structure/AI bridge,"Recent studies suggest that excitatory amino acids (EAAs) have a wide variety of physiological and pathophysiological roles during central nervous system (CNS) development. In addition to participating in neuronal signal transduction, EAAs also exert trophic influences affecting neuronal survival, growth and differentiation during restricted developmental periods. EAAs also participate in the development and maintenance of neuronal circuitry and regulate several forms of activity-dependent synaptic plasticity such as LTP and segregation of converging retinal inputs to tectum and visual cortex. Pre- and post-synaptic markers of EAA pathways in brain undergo marked ontogenic changes. These markers are commonly overexpressed during development; periods of overproduction often coincide with times when synaptic plasticity is great and when appropriate neuronal connections are consolidated. The electrophysiological and biochemical properties of EAA receptors also undergo marked ontogenic changes. In addition to these physiological roles of EAAs, overactivation of EAA receptors may initiate a cascade of cellular events which produce neuronal injury and death. There is a unique developmental profile of susceptibility of the brain to excitotoxic injury mediated by activation of each of the EAA receptor subtypes. Overactivation of EAA receptors is implicated in the pathophysiology of brain injury in several clinical disorders to which the developing brain is susceptible, including hypoxia-ischemia, epilepsy, physical trauma and some rare genetic abnormalities of amino acid metabolism. Potential therapeutic approaches may be rationally devised based on recent information about the developmental regulation of EAA receptors and their involvement in the pathogenesis of these disorders."
10,1990,Neurotrophin-3: a neurotrophic factor related to NGF and BDNF.,"P. Maisonpierre, L. Belluscio, S. Squinto, N. Ip, M. Furth, R. Lindsay, et al.",Science,1990-03-23,1308,41,182.39,"Brain Decoding, Representation Learning, and BCI",brain-structure,The development and maintenance of the nervous system depends on proteins known as neurotrophic factors.,"high citation signal (1,308); recognized venue; brain-structure signal","Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/SCIENCE.2321006,c38464c0b384b927507d4571c17fb9c744e5883c,https://doi.org/10.1126/SCIENCE.2321006,,,,JournalArticle,unknown,brain; neuron; decoding; representation learning; bci; explicit brain-structure/AI bridge,"The development and maintenance of the nervous system depends on proteins known as neurotrophic factors. Although the prototypical neurotrophic factor, nerve growth factor (NGF), has been intensively studied for decades, the discovery and characterization of additional such factors has been impeded by their low abundance. Sequence homologies between NGF and the recently cloned brain-derived neurotrophic factor (BDNF) were used to design a strategy that has now resulted in the cloning of a gene encoding a novel neurotrophic factor, termed neurotrophin-3 (NT-3). The distribution of NT-3 messenger RNA and its biological activity on a variety of neuronal populations clearly distinguish NT-3 from NGF and BDNF, and provide compelling evidence that NT-3 is an authentic neurotrophic factor that has its own characteristic role in vivo."
