rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1993,"WAF1, a potential mediator of p53 tumor suppression.","W. El-Deiry, T. Tokino, V. Velculescu, D. B. Levy, R. Parsons, J. Trent, et al.",Cell,1993-11-19,8773,309,205.63,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The ability of p53 to activate transcription from specific sequences suggests that genes induced by p53 may mediate its biological role as a tumor suppressor.,"high citation signal (8,773); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0092-8674(93)90500-P,8b2dee90da567a16441a763e94ae9a52dd4aeebd,https://doi.org/10.1016/0092-8674(93)90500-P,,https://doi.org/10.1016/0092-8674(93)90500-p,,JournalArticle,unknown,brain; neuromorphic; explicit brain-structure/AI bridge,"The ability of p53 to activate transcription from specific sequences suggests that genes induced by p53 may mediate its biological role as a tumor suppressor. Using a subtractive hybridization approach, we identified a gene, named WAF1, whose induction was associated with wild-type but not mutant p53 gene expression in a human brain tumor cell line. The WAF1 gene was localized to chromosome 6p21.2, and its sequence, structure, and activation by p53 was conserved in rodents. Introduction of WAF1 cDNA suppressed the growth of human brain, lung, and colon tumor cells in culture. Using a yeast enhancer trap, a p53-binding site was identified 2.4 kb upstream of WAF1 coding sequences. The WAF1 promoter, including this p53-binding site, conferred p53-dependent inducibility upon a heterologous reporter gene. These studies define a gene whose expression is directly induced by p53 and that could be an important mediator of p53-dependent tumor growth suppression."
2,1993,"Magnetoencephalography-theory, instrumentation, and applications to noninvasive studies of the working human brain","M. Hämäläinen, R. Hari, R. Ilmoniemi, J. Knuutila, O. V. Lounasmaa",Unknown venue,1993-04-01,4852,404,175.37,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals,"Positions Magnetoencephalography-theory, instrumentation, and applications to noninvasive studies of the working human brain within EEG, MEG, and Electrophysiology.","high citation signal (4,852); open-access PDF metadata; brain-structure signal","Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1103/REVMODPHYS.65.413,5a81da5d70d8e644609d2635cb08db85939539f2,https://doi.org/10.1103/REVMODPHYS.65.413,,https://aaltodoc.aalto.fi/bitstreams/37e415b8-54b4-4b37-8f06-220ad55dff5c/download,,paper,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
3,1993,Thalamocortical oscillations in the sleeping and aroused brain.,"M. Steriade, D. McCormick, T. Sejnowski",Science,1993-10-29,3622,227,197.91,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,"Positions Thalamocortical oscillations in the sleeping and aroused brain. within EEG, MEG, and Electrophysiology.","high citation signal (3,622); recognized venue; brain-structure signal","Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/SCIENCE.8235588,851d8a4f1d891a45b0aa529b6fcda23934ac2a06,https://doi.org/10.1126/SCIENCE.8235588,,,,Review; JournalArticle,unknown,brain; cortical; neural; decoding; brain/neural structure in title; explicit brain-structure/AI bridge,
4,1993,"Optimized survival of hippocampal neurons in B27-supplemented neurobasal™, a new serum-free medium combination","G. Brewer, J. R. Torricelli, E. Evege, P. Price",Journal of Neuroscience Research,1993-08-01,2247,166,176.92,"Cellular, Synaptic, and Neuromorphic Foundations",,"Positions Optimized survival of hippocampal neurons in B27-supplemented neurobasal™, a new serum-free medium combination within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,247); recognized venue",Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,10.1002/jnr.490350513,e1ad6a345f2aea407e44549612a3aff848175a3d,https://doi.org/10.1002/jnr.490350513,,,,JournalArticle,unknown,neuron; neuromorphic; explicit brain-structure/AI bridge,
5,1993,Improved Localizadon of Cortical Activity by Combining EEG and MEG with MRI Cortical Surface Reconstruction: A Linear Approach,"A. Dale, M. Sereno",Journal of Cognitive Neuroscience,1993-04-01,2033,125,186.72,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neuroimaging;neural-signals,"Positions Improved Localizadon of Cortical Activity by Combining EEG and MEG with MRI Cortical Surface Reconstruction: A Linear Approach within EEG, MEG, and Electrophysiology.","high citation signal (2,033); recognized venue; brain-structure signal","Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1162/jocn.1993.5.2.162,ebff15fb4098fe22e76447f0e10ea90edc2191c8,https://doi.org/10.1162/jocn.1993.5.2.162,,,,JournalArticle,unknown,cortical; mri; eeg; meg; neural; decoding; explicit brain-structure/AI bridge,
6,1993,Functional brain mapping by blood oxygenation level-dependent contrast magnetic resonance imaging. A comparison of signal characteristics with a biophysical model.,"S. Ogawa, Ravi S. Menon, D. Tank, S. G. Kim, H. Merkle, J. Ellermann, et al.",Biophysical Journal,1993-03-01,1861,123,156.93,Structural Neuroimaging and AI,brain-structure;neuroimaging,Positions Functional brain mapping by blood oxygenation level-dependent contrast magnetic resonance imaging. A comparison of signal characteristics with a biophysical model. within Neuroimaging and Brain Mapping.,"high citation signal (1,861); open-access PDF metadata; brain-structure signal","Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/S0006-3495(93)81441-3,8854e4f488c6efa175ad199a5b1e23b852de8b36,https://doi.org/10.1016/S0006-3495(93)81441-3,,https://doi.org/10.1016/s0006-3495(93)81441-3,,JournalArticle; Study,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
7,1993,Synchronization of cortical activity and its putative role in information processing and learning.,W. Singer,Annual Review of Physiology,1993,1798,71,162.11,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions Synchronization of cortical activity and its putative role in information processing and learning. within Cognitive and Systems Neuroscience.,"high citation signal (1,798); brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1146/ANNUREV.PH.55.030193.002025,4fc1b5426ffab454e9d74e8105c31029696b4cba,https://doi.org/10.1146/ANNUREV.PH.55.030193.002025,,,,Review; JournalArticle,unknown,cortical; cognitive architecture; explicit brain-structure/AI bridge,
8,1993,The New WHO Classification of Brain Tumours,"P. Kleihues, P. Burger, B. Scheithauer",Brain Pathology,1993-07-01,1562,45,181.78,Structural Neuroimaging and AI,brain-structure;machine-learning,Positions The New WHO Classification of Brain Tumours within General Brain Science and Reviews.,"high citation signal (1,562); recognized venue; open-access PDF metadata; explicit AI/modeling signal","Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",10.1111/j.1750-3639.1993.tb00752.x,0304600a856e23db4e85b2a64a99c3a9e71b7697,https://doi.org/10.1111/j.1750-3639.1993.tb00752.x,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1750-3639.1993.tb00752.x,,Review; JournalArticle,unknown,brain; classification; brain/neural structure in title; explicit brain-structure/AI bridge,
9,1993,Increased amyloid beta-peptide deposition in cerebral cortex as a consequence of apolipoprotein E genotype in late-onset Alzheimer disease.,"D. Schmechel, A. Saunders, W. Strittmatter, B. Crain, C. Hulette, S. H. Joo, et al.",Proceedings of the National Academy of Sciences of the United States of America,1993-10-15,1497,15,161.01,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Positions Increased amyloid beta-peptide deposition in cerebral cortex as a consequence of apolipoprotein E genotype in late-onset Alzheimer disease. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,497); recognized venue; open-access PDF metadata; brain-structure signal","Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1073/PNAS.90.20.9649,7d63c51fb71845b7130caff09ec5e80f9c49fa07,https://doi.org/10.1073/PNAS.90.20.9649,,https://europepmc.org/articles/pmc47627?pdf=render,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
10,1993,"Molecular cloning, functional properties, and distribution of rat brain alpha 7: a nicotinic cation channel highly permeable to calcium","Philippe, Sbgu, Jacques, Wadiche, Kelly, Dineley-Miller, et al.",Journal of Neuroscience,1993-02-01,1490,87,187.73,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,A full-length clone coding for the rat alpha 7 nicotinic receptor subunit was isolated from an adult brain cDNA library and expressed in Xenopus oocytes.,"high citation signal (1,490); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1523/JNEUROSCI.13-02-00596.1993,e705540a194568fcfd5fba25aa180a68833d506c,https://doi.org/10.1523/JNEUROSCI.13-02-00596.1993,,https://www.jneurosci.org/content/jneuro/13/2/596.full.pdf,,JournalArticle,unknown,brain; cerebral; cortex; hippocampus; amygdala; thalamus; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"A full-length clone coding for the rat alpha 7 nicotinic receptor subunit was isolated from an adult brain cDNA library and expressed in Xenopus oocytes. A significant proportion of the current through alpha 7-channels is carried by Ca2+. This Ca2+ influx then activates a Ca(2+)- dependent Cl- conductance, which is blocked by the chloride channel blockers niflumic and fluflenamic acid. Increasing the external NaCl concentration caused the reversal potentials for the alpha 7-channels and the Ca(2+)-dependent Cl- channels to be shifted in opposite directions. Under these conditions, agonist application activates a biphasic current with an initial inward current through alpha 7- channels followed by a niflumic acid- and fluflenamic acid-blockable outward current through Ca(2+)-dependent Cl- channels. A relative measure of the Ca2+ permeability was made by measuring the shift in the reversal potential caused by adding 10 mM Ca2+ to the external solution. Measurements made in the absence of Cl-, to avoid artifactual current through Ca(2+)-activated Cl- channels, indicate that alpha 7- homooligomeric channels have a greater relative Ca2+ permeability than the other nicotinic ACh receptors. Furthermore, alpha 7-channels have an even greater relative Ca2+ permeability than the NMDA subtype of glutamate receptors. High levels of alpha 7-transcripts were localized by in situ hybridization in the olfactory areas, the hippocampus, the hypothalamus, the amygdala, and the cerebral cortex. These results imply that alpha 7-containing receptors may play a role in activating calcium-dependent mechanisms in specific neuronal populations of the adult rat limbic system."
