rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1945,THE DETERMINATION OF CEREBRAL BLOOD FLOW IN MAN BY THE USE OF NITROUS OXIDE IN LOW CONCENTRATIONS,"S. Kety, C. Schmidt",Unknown venue,1945,1102,24,131.3,General Brain-AI Structure Reviews and Methods,brain-structure,Positions THE DETERMINATION OF CEREBRAL BLOOD FLOW IN MAN BY THE USE OF NITROUS OXIDE IN LOW CONCENTRATIONS within General Brain Science and Reviews.,"high citation signal (1,102); brain-structure signal","Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/AJPLEGACY.1945.143.1.53,c76bb215c9d83bec47a879bc61ed4d3005af4f18,https://doi.org/10.1152/AJPLEGACY.1945.143.1.53,,,,paper,unknown,brain; cerebral,
2,1945,The mechanics of brain injuries,A. Holbourn,Unknown venue,1945,240,4,107.93,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The mechanics of brain injuries within General Brain Science and Reviews.,high citation signal (240); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/OXFORDJOURNALS.BMB.A071895,2b483ee85edaa5f8e000620688c14d18e74580d3,https://doi.org/10.1093/OXFORDJOURNALS.BMB.A071895,,,,paper,unknown,brain; brain/neural structure in title,
3,1945,Ferrier Lecture - The organization of the visual cortex in man,G. Holmes,Proceedings of the Royal Society of London. Series B - Biological Sciences,1945-04-10,232,15,143.32,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions Ferrier Lecture - The organization of the visual cortex in man within Cognitive and Systems Neuroscience.,high citation signal (232); recognized venue; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1098/rspb.1945.0002,8b1ab5d5ce98f8d9ad6b097c1972d0427eff754b,https://doi.org/10.1098/rspb.1945.0002,,,,paper,unknown,cortex; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
4,1945,THE GASEOUS METABOLISM OF THE BRAIN OF THE MONKEY,"C. Schmidt, S. Kety, H. H. Pennes",Unknown venue,1945,189,1,106.65,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions THE GASEOUS METABOLISM OF THE BRAIN OF THE MONKEY within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (189); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/AJPLEGACY.1945.143.1.33,f2c91a674674e7ade1e5b0c6436430f39b44e495,https://doi.org/10.1152/AJPLEGACY.1945.143.1.33,,https://www.physiology.org/pb-assets/PDFs/2017-Legacy.pdf,,paper,unknown,brain; brain/neural structure in title,
5,1945,ACTION OF BARBITURATES ON THE CEREBRAL CORTEX: ELECTROENCEPHALOGRAPHIC STUDIES,"M. Brazier, J. E. Finesinger",Unknown venue,1945,121,0,110.07,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals,"Positions ACTION OF BARBITURATES ON THE CEREBRAL CORTEX: ELECTROENCEPHALOGRAPHIC STUDIES within EEG, MEG, and Electrophysiology.",high citation signal (121); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1945.02300010061005,fa07abd6a5b9ced22d5e967b80890bb0f2087a4a,https://doi.org/10.1001/ARCHNEURPSYC.1945.02300010061005,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title; historical computation/learning bridge,
6,1945,"An Experimental Study of Disorders in the Permeability of the Cerebral Vessels (""the Blood-Brain-Barrier"") Produced by Chemical and Physico-chemical Agents","T. Broman, A. Lindberg-Broman",Unknown venue,1945-04-01,103,2,94.8,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions An Experimental Study of Disorders in the Permeability of the Cerebral Vessels (""the Blood-Brain-Barrier"") Produced by Chemical and Physico-chemical Agents within General Brain Science and Reviews.",high citation signal (103); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1111/J.1748-1716.1945.TB00297.X,202318739ee1296da5bf3924d186f72ec0869eb4,https://doi.org/10.1111/J.1748-1716.1945.TB00297.X,,,,Review,unknown,brain; cerebral; brain/neural structure in title,
7,1945,The Homologous and Heterologous Transplantation of Brain and Brain Tumors,"H. Greene, H. Arnold",Unknown venue,1945-07-01,85,0,89.38,Clinical NeuroAI and Brain Disorders,brain-structure,Positions The Homologous and Heterologous Transplantation of Brain and Brain Tumors within Clinical Neurology and Neurodegeneration.,high citation signal (85); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.3171/JNS.1945.2.4.0315,b0f2f335c2e3645d305a423c01b993bbe447f0f9,https://doi.org/10.3171/JNS.1945.2.4.0315,,,,paper,unknown,brain; brain/neural structure in title,
8,1945,Studies on cerebral edema; reaction of the brain to exposure to air; physiologic changes.,"M. Prados, B. Strowger, W. Feindel",Archives of Neurology And Psychiatry,1945-10-01,83,0,102.95,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Studies on cerebral edema; reaction of the brain to exposure to air; physiologic changes. within Clinical Neurology and Neurodegeneration.,high citation signal (83); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1945.02300100064007,3c4565c5e4ea8e9deb2db2300b26b25212bf15c6,https://doi.org/10.1001/ARCHNEURPSYC.1945.02300100064007,,,,JournalArticle,unknown,brain; cerebral; brain/neural structure in title,
9,1945,TRANSTENTORIAL HERNIATION OF THE BRAIN STEM: A CHARACTERISTIC CLINICOPATHOLOGIC SYNDROME; PATHOGENESIS OF HEMORRHAGES IN THE BRAIN STEM,I. Scheinker,Unknown venue,1945-04-01,81,0,88.52,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions TRANSTENTORIAL HERNIATION OF THE BRAIN STEM: A CHARACTERISTIC CLINICOPATHOLOGIC SYNDROME; PATHOGENESIS OF HEMORRHAGES IN THE BRAIN STEM within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (81); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1945.02300040035006,7347928bf0a9724fe48c45f21236d87283c470c1,https://doi.org/10.1001/ARCHNEURPSYC.1945.02300040035006,,,,paper,unknown,brain; brain/neural structure in title,
10,1945,Functional and Structural Changes in the Monkey's Brain During and After Concussion*,"R. A. Groat, W. F. Windle, H. Magoun",Unknown venue,1945,74,0,86.91,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Functional and Structural Changes in the Monkey's Brain During and After Concussion* within General Brain Science and Reviews.,high citation signal (74); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.3171/JNS.1945.2.1.0026,5fa2f569b1c7a6b82756ab9713b2cb05db5e1c01,https://doi.org/10.3171/JNS.1945.2.1.0026,,,,paper,unknown,brain; brain/neural structure in title,
