year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
2021,The 2021 WHO Classification of Tumors of the Central Nervous System: a summary.,"D. Louis, A. Perry, P. Wesseling, D. Brat, I. Cree, D. Figarella-Branger, et al.",Neuro-Oncology,2021-06-29,9425,Clinical NeuroAI and Brain Disorders,brain-structure;machine-learning;clinical-neuroai,10.1093/neuonc/noab106,77178c031c6fccafebef0debf3af392966127d78,https://doi.org/10.1093/neuonc/noab106,JournalArticle; Review,unknown,13,brain; classification; explicit brain-structure/AI bridge,"The fifth edition of the WHO Classification of Tumors of the Central Nervous System (CNS), published in 2021, is the sixth version of the international standard for the classification of brain and spinal cord tumors."
2021,Heart Disease and Stroke Statistics-2021 Update,"Salim S. Alvaro Hugo J. Emelia J. Marcio S. Clifton W. A Virani Alonso Aparicio Benjamin Bittencourt Callaw, S. Virani, Á. Alonso, H. Aparicio, E. Benjamin, M. Bittencourt, et al.",Circulation,2021-01-27,3958,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,10.1161/CIR.0000000000000950,390457e4638910caace15396140a81ee81487e8a,https://doi.org/10.1161/CIR.0000000000000950,JournalArticle,unknown,1,brain,"BACKGROUND: The American Heart Association, in conjunction with the National Institutes of Health, annually reports the most up-to-date statistics related to heart disease, stroke, and cardiovascular risk factors, including core health behaviors (smoking, physical activity, diet, and weight) and health factors (cholesterol, blood pressure, and glucose control) that contribute to cardiovascular health."
2021,UNETR: Transformers for 3D Medical Image Segmentation,"Ali Hatamizadeh, Dong Yang, H. Roth, Daguang Xu",IEEE Workshop/Winter Conference on Applications of Computer Vision,2021-03-18,2738,General Brain-AI Structure Reviews and Methods,brain-structure;connectome;machine-learning;deep-learning;decoding;neuroimaging,10.1109/WACV51458.2022.00181,7519a1e9e7371df79bd8a21cee871feb0ec597a5,https://doi.org/10.1109/WACV51458.2022.00181,JournalArticle; Conference,unknown,22,brain; neural; neural network; prediction; transformer; explicit brain-structure/AI bridge,Fully Convolutional Neural Networks (FCNNs) with contracting and expanding paths have shown prominence for the majority of medical image segmentation applications since the past decade.
2021,6-month neurological and psychiatric outcomes in 236 379 survivors of COVID-19: a retrospective cohort study using electronic health records,"M. Taquet, J. Geddes, M. Husain, S. Luciano, Paul J. Harrison",Lancet psychiatry,2021-04-01,1585,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;clinical-neuroai,10.1016/S2215-0366(21)00084-5,b9cebb7ffecaf4e0fe12f87c3137eadfe3be024a,https://doi.org/10.1016/S2215-0366(21)00084-5,JournalArticle,unknown,6,brain; neural; historical computation/learning bridge,"Summary Background Neurological and psychiatric sequelae of COVID-19 have been reported, but more data are needed to adequately assess the effects of COVID-19 on brain health."
2021,Brain charts for the human lifespan,"R. Bethlehem, J. Seidlitz, S. White, J. Vogel, K. Anderson, C. Adamson, et al.",Nature,2021-06-10,1463,Structural Neuroimaging and AI,brain-structure;neuroimaging;clinical-neuroai,10.1038/s41586-022-04554-y,29901962c18bc6bb4a5b86a7fece66c9ddc54a57,https://doi.org/10.1038/s41586-022-04554-y,paper,unknown,5,brain; mri; brain/neural structure in title,"Over the past few decades, neuroimaging has become a ubiquitous tool in basic research and clinical studies of the human brain."
2021,Spatiotemporal transcriptomic atlas of mouse organogenesis using DNA nanoball patterned arrays,"Ao Chen, Sha Liao, Mengnan Cheng, Kailong Ma, Liang Wu, Yiwei Lai, et al.",bioRxiv,2021-01-19,1427,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,10.1101/2021.01.17.427004,a5dcc6b0d51668115a3382468382e074d053801a,https://doi.org/10.1101/2021.01.17.427004,JournalArticle,unknown,2,brain; neuron,"Spatially resolved transcriptomic technologies are promising tools to study cell fate decisions in a physical microenvironment, which is fundamental for enhancing our knowledge of mammalian development."
2021,CBTRUS Statistical Report: Primary Brain and Other Central Nervous System Tumors Diagnosed in the United States in 2014-2018.,"Q. Ostrom, G. Cioffi, K. Waite, C. Kruchko, J. Barnholtz-Sloan",Neuro-Oncology,2021-10-01,1369,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,10.1093/neuonc/noab200,0a98c15e2f3a3b4bf36273febf1b8ecaa65d46d3,https://doi.org/10.1093/neuonc/noab200,JournalArticle,unknown,4,brain; brain/neural structure in title,"The Central Brain Tumor Registry of the United States (CBTRUS), in collaboration with the CDC and NCI, is the largest population-based registry focused exclusively on primary brain and other central nervous system (CNS) tumors in the United States (US) and represents the entire US population."
2021,Aquaporin 4 and glymphatic flow have central roles in brain fluid homeostasis,"M. Salman, P. Kitchen, Jeffrey J. Iliff, R. Bill",Nature Reviews Neuroscience,2021-08-18,1232,General Brain-AI Structure Reviews and Methods,brain-structure,10.1038/s41583-021-00514-z,b2bb39e958516c2e64b7f484c5e946b2316eb9da,https://doi.org/10.1038/s41583-021-00514-z,LettersAndComments,unknown,4,brain; brain/neural structure in title,
2021,"Long COVID or post-COVID-19 syndrome: putative pathophysiology, risk factors, and treatments",S. Yong,Infectious Diseases,2021-05-22,1189,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals;clinical-neuroai,10.1080/23744235.2021.1924397,8e48a9c84789fe1c9402633e6ac80c884bb25258,https://doi.org/10.1080/23744235.2021.1924397,JournalArticle; Review,unknown,14,brain; ecog; neuromorphic; explicit brain-structure/AI bridge,Abstract Long COVID or post-COVID-19 syndrome first gained widespread recognition among social support groups and later in scientific and medical communities.
2021,TransBTS: Multimodal Brain Tumor Segmentation Using Transformer,"Wenxuan Wang, Chen Chen, Meng Ding, Jiangyun Li, Hong Yu, Sen Zha",International Conference on Medical Image Computing and Computer-Assisted Intervention,2021-03-07,1144,Structural Neuroimaging and AI,brain-structure;connectome;machine-learning;deep-learning;neuroimaging,10.1007/978-3-030-87193-2_11,147164a3905f41a7a5a10f732d086a621c9c5862,https://doi.org/10.1007/978-3-030-87193-2_11,JournalArticle,unknown,25,brain; mri; classification; prediction; transformer; brain/neural structure in title; explicit brain-structure/AI bridge,"Transformer, which can benefit from global (long-range) information modeling using self-attention mechanisms, has been successful in natural language processing and 2D image classification recently."
2021,The RSNA-ASNR-MICCAI BraTS 2021 Benchmark on Brain Tumor Segmentation and Radiogenomic Classification,"U. Baid, S. Ghodasara, M. Bilello, S. Mohan, E. Calabrese, E. Colak, et al.",arXiv.org,2021-07-05,1050,Structural Neuroimaging and AI,brain-structure;connectome;machine-learning;neuroimaging;clinical-neuroai,,94be3df88de438fa8326b6ef766f538ccbebcacb,https://www.semanticscholar.org/paper/94be3df88de438fa8326b6ef766f538ccbebcacb,JournalArticle,unknown,18,brain; mri; synapse; classification; brain/neural structure in title; explicit brain-structure/AI bridge,"The BraTS 2021 challenge celebrates its 10th anniversary and is jointly organized by the Radiological Society of North America (RSNA), the American Society of Neuroradiology (ASNR), and the Medical Image Computing and Computer Assisted Interventions (MICCAI) society."
2021,"Genome-wide association study of over 40,000 bipolar disorder cases provides new insights into the underlying biology","N. Mullins, A. Forstner, K. O'Connell, B. Coombes, J. Coleman, Zhen Qiao, et al.",Nature Genetics,2021-05-17,983,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,10.1038/s41588-021-00857-4,5ccdcd0e5be4c2dc967d5214fb73ff4fa40d818a,https://doi.org/10.1038/s41588-021-00857-4,JournalArticle,unknown,16,brain; cortex; hippocampus; neuron; neuromorphic; explicit brain-structure/AI bridge,Bipolar disorder is a heritable mental illness with complex etiology.
2021,Endometriosis is a chronic systemic disease: clinical challenges and novel innovations.,"H. Taylor, A. Kotlyar, V. Flores",The Lancet,2021-02-01,959,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals;clinical-neuroai,10.1016/S0140-6736(21)00389-5,83ba59e2c98d6e4544c8d1f1205743db7987c87a,https://doi.org/10.1016/S0140-6736(21)00389-5,Review; JournalArticle,unknown,2,brain; ecog,Endometriosis is a common disease affecting 5-10% of women of reproductive age globally.
2021,The genetics of obesity: from discovery to biology,"R. Loos, G. Yeo",Nature reviews genetics,2021-09-23,949,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;machine-learning;neural-signals,10.1038/s41576-021-00414-z,08f561fd82dba96d47d7c333341b754d38b82b9d,https://doi.org/10.1038/s41576-021-00414-z,Review; JournalArticle,unknown,18,brain; neural; prediction; decoding; explicit brain-structure/AI bridge,"The prevalence of obesity has tripled over the past four decades, imposing an enormous burden on people's health."
