rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1922,STUDIES ON THE NECESSITY OF THE BRAIN FOR THE INCEPTION OF INSECT METAMORPHOSIS,S. Kopeć,Unknown venue,1922-06-01,278,3,113.56,General Brain-AI Structure Reviews and Methods,brain-structure,Positions STUDIES ON THE NECESSITY OF THE BRAIN FOR THE INCEPTION OF INSECT METAMORPHOSIS within General Brain Science and Reviews.,high citation signal (278); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.2307/1536759,bd155f6744887ab7cdc2d82ecd6d2f1b69749114,https://doi.org/10.2307/1536759,,https://doi.org/10.2307/1536759,,paper,unknown,brain; brain/neural structure in title,
2,1922,"RIGHT-SIDED HEMI-HYPOTROPHY RESULTING FROM RIGHT-SIDED CONGENITAL SPASTIC HEMIPLEGIA, WITH A MORBID CONDITION OF THE LEFT SIDE OF THE BRAIN, REVEALED BY RADIOGRAMS",Weber Fp,The Journal of neurology and psychopathology,1922-08-01,147,2,114.15,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions RIGHT-SIDED HEMI-HYPOTROPHY RESULTING FROM RIGHT-SIDED CONGENITAL SPASTIC HEMIPLEGIA, WITH A MORBID CONDITION OF THE LEFT SIDE OF THE BRAIN, REVEALED BY RADIOGRAMS within Clinical Neurology and Neurodegeneration.",high citation signal (147); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1136/jnnp.s1-3.10.134,41862a53894114fc50e75fa79d48fb85d16eac4a,https://doi.org/10.1136/jnnp.s1-3.10.134,,https://europepmc.org/articles/pmc1068054?pdf=render,,JournalArticle,unknown,brain; brain/neural structure in title,
3,1922,THE CRANIAL HYPEROSTOSES PRODUCED BY MENINGEAL ENDOTHELIOMAS,H. Cushing,Unknown venue,1922-08-01,122,7,94.02,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,"This communication will be chiefly devoted to but one of the many interesting features of the endotheliomas, namely, the hyperplasia of the adjacent bone.",high citation signal (122); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1922.02190140030003,bbd234fc57bcccdffd4e2010127dadccb1cdc9c9,https://doi.org/10.1001/ARCHNEURPSYC.1922.02190140030003,,https://zenodo.org/record/1499658/files/article.pdf,,paper,unknown,brain,"This communication will be chiefly devoted to but one of the many interesting features of the endotheliomas, namely, the hyperplasia of the adjacent bone. That the relationship between the meningeal tumor and the hyperostosis is not generally understood was brought out at a recent meeting of the Society of Neurological Surgeons held in Philadelphia. At that time Professor Spiller exhibited many interesting specimens from his extensive collection of brain tumors. In showing some examples of endotheliomas he stated that these tumors were sometimes associated with an overlying cranial hyperostosis which he considered to be the cause of the subjacent growth. This opinion was so contrary to that which has long been held and taught in the writer's clinic, that this occasion is taken to present some data bearing on this particular aspect of these lesions. It is quite probable that the true character of the bony tumor has often been"
4,1922,Studies of the thyroid apparatus. XII. The effect of thyro-parathyroidectomy and parathyroidectomy at 100 days of age on the growth of the brain and spinal cord of male and female albino rats,F. S. Hammett,Unknown venue,1922-10-01,60,0,87.4,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,A knowledge of the relation of the growth of the central nervous system to the functions of the thyroid and parathyroid glands is desirable.,high citation signal (60); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.900350404,bee47b202687fa90a271a136de49240a72d16514,https://doi.org/10.1002/cne.900350404,,https://doi.org/10.1016/s0021-9258(18)85546-6,,paper,unknown,brain; brain/neural structure in title,"A knowledge of the relation of the growth of the central nervous system to the functions of the thyroid and parathyroid glands is desirable. Yet data on this subject are fragmentary and unsatisfactory. This is due to the difficulty in keeping alive, for a sufficient length of time, animals from which these glands have been removed, so that the studies of growth changes can be accurately made. There is, however, certain generalized evidence which shows that the growth of the brain and cord is disturbed when the thyroid function is deficient or lacking. Akopenko (1) thyroidectomized cats and rabbits. The animals lived two or three weeks after the operation. He reported that the skull of these thyroidless animals was smaller and that the brain and cord weighed less than the unoperated controls. Goldberg ('& found a smaller brain than normal in thyroidectomized rabbits and fowls. A retardation of differentiation and growth was observed by Allen (3) in his thyroidless larvae of Rana pipiens. From the clinical side, the very obvious mental retardation of cretins which accompanies the general inhibition of bodily development points to a disturbance in the growth of the brain in man, when thyroid deficiency is present in early life. If the mental development of the cretin is compared with the bodily or physiological development the impression is given that the brain development has lagged behind the physiological development of the body and hence of the spinal cord. But no direct"
5,1922,Studies of the brain stem. VI. An experimental study of the corpus striatum of the pigeon as related to various instinctive types of behavior,F. Rogers,Unknown venue,1922-12-01,57,0,106.29,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions Studies of the brain stem. VI. An experimental study of the corpus striatum of the pigeon as related to various instinctive types of behavior within Cognitive and Systems Neuroscience.,high citation signal (57); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.900350104,0006ab7bda8d86442449de37cfb71114c35fbb05,https://doi.org/10.1002/cne.900350104,,,,paper,unknown,brain; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
6,1922,The fundamental plan of the vertebrate brain,B. Kingsbury,Unknown venue,1922-10-01,56,1,81.97,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The fundamental plan of the vertebrate brain within General Brain Science and Reviews.,high citation signal (56); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.900340503,2ff26b5704df2d113c5f3d42fc4a035883d69d1e,https://doi.org/10.1002/cne.900340503,,,,paper,unknown,brain; brain/neural structure in title,
7,1922,Taste fibers and the chorda tympani nerve,J. Olmsted,Unknown venue,1922-06-01,47,0,75.88,General Brain-AI Structure Reviews and Methods,brain-structure,"as been demonstrated in two ways: first, by loss of the sense of taste in the anterior part of the tongue (one-third to four-fifths) after injury to or severance of this nerve (Sheldon, '09, for literature to that date; also Sabotky, '18) and, second, there is a single record where sensations of taste, sweet, sour, and bitter, were aroused in a human subject by the direct stimulation of the chorda tympani (Blau, '78).",high citation signal (47); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.900340305,17c8ad3ac8e3aba0bd0f90b8d11612a5b4ce817e,https://doi.org/10.1002/cne.900340305,,https://zenodo.org/record/2514980/files/article.pdf,,paper,unknown,brain,"The presence of taste fibers in the chorda tympani nerve has been demonstrated in two ways: first, by loss of the sense of taste in the anterior part of the tongue (one-third to four-fifths) after injury to or severance of this nerve (Sheldon, '09, for literature to that date; also Sabotky, '18) and, second, there is a single record where sensations of taste, sweet, sour, and bitter, were aroused in a human subject by the direct stimulation of the chorda tympani (Blau, '78). There is a third method of investigation, the results of which can leave no doubt that taste fibers from the anterior part of the tongue leave the lingual nerve at its junction with the chorda tympani and pass toward the brain through the latter nerve. Vintschgau and Honigschmied ('76) showed that taste buds disappear from the circumvallate papillae on the tongue of the dog after severing the glossopharyngeal nerve. I have shown that this is also true for the fungiform papillae on the anterior part of the tongue of the dog when the lingual nerve is cut (Olmsted, '21). The taste buds disintegrate and are removed by the phagocytic action of leucocytes within eight days after cutting the nerves. This degeneration of the taste buds is not due to injuries consequent upon operation, since the lingual nerve may be disclosed, separated from the other tissues, and handled in exactly the same manner as in operations where this nerve was cut, and yet no changes will occur in the taste buds. Likewise the cutting of other branches of the lingual nerve which do not pass to the tongue, such as those to the submaxillary gland, is unaccompanied by changes in the taste buds. Hence this disappear-"
8,1922,CORTICAL MOTOR MECHANISM OF THE SHEEP BRAIN,C. Bagley,Unknown venue,1922-04-01,37,1,76.68,General Brain-AI Structure Reviews and Methods,brain-structure,Positions CORTICAL MOTOR MECHANISM OF THE SHEEP BRAIN within General Brain Science and Reviews.,high citation signal (37); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1922.02190100002001,c8d883fabe699311f277ead57736a9ea55373385,https://doi.org/10.1001/ARCHNEURPSYC.1922.02190100002001,,,,paper,unknown,brain; cortical; brain/neural structure in title,
9,1922,THE TREATMENT OF CARBON MONOXID ASPHYXIA BY MEANS OF OXYGEN + CO2 INHALATION: A METHOD FOR THE RAPID ELIMINATION OF CARBON MONOXID FROM THE BLOOD,"Y. Henderson, H. Haggard, S. Scott",Unknown venue,1922-09-30,35,0,70.7,General Brain-AI Structure Reviews and Methods,brain-structure,At a meeting of the Commission on Resuscitation from Carbon Monoxid Asphyxia on Nov.,high citation signal (35); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/JAMA.1922.26420140003019,ddb5f460380420583fca1df48cf9c1fba5884ac9,https://doi.org/10.1001/JAMA.1922.26420140003019,,https://zenodo.org/records/2307051/files/article.pdf,,paper,unknown,brain,"At a meeting of the Commission on Resuscitation from Carbon Monoxid Asphyxia on Nov. 15, 1921, the writers were appointed a subcommittee to conduct investigations both in the field and in the laboratory on the treatment of carbon monoxid asphyxia by the inhalational method, to be here described. There is already available a considerable mass of theoretical knowledge and experimental material on which to base further advance along the line indicated. Recent investigations in this laboratory 1 have confirmed the correctness of the view that carbon monoxid has no direct toxic action on the brain, or other organs or tissues of the body, except only the blood. It acts wholly through its combination with the hemoglobin or red coloring matter of the blood. When so combined, the hemoglobin is for the time deprived of the power to transport oxygen from the lungs to the tissues of the body. A condition"
10,1922,Mutual relationship in the development of the brain and eyes of lepidoptera,S. Kopeć,Unknown venue,1922-11-01,33,0,72.67,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions Mutual relationship in the development of the brain and eyes of lepidoptera within Brain Development, Plasticity, and Connectomics.",high citation signal (33); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/JEZ.1400360405,f3c5d5307b8c5bf78d4b702e19f1a648c6d17cf7,https://doi.org/10.1002/JEZ.1400360405,,,,paper,unknown,brain; brain/neural structure in title,
