rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,2009,Complex brain networks: graph theoretical analysis of structural and functional systems,"E. Bullmore, O. Sporns",Nature Reviews Neuroscience,2009-03-01,11616,652,201.88,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Positions Complex brain networks: graph theoretical analysis of structural and functional systems within General Brain Science and Reviews.,"high citation signal (11,616); recognized venue; open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nrn2575,59cdf849049627e4c30f3bd866e3a7e03e893251,https://doi.org/10.1038/nrn2575,,https://www.nature.com/articles/nrn2618.pdf,,Review; JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
2,2009,A robust and high-throughput Cre reporting and characterization system for the whole mouse brain,"L. Madisen, T. Zwingman, S. Sunkin, S. W. Oh, Hatim A. Zariwala, Hong Gu, et al.",Nature Neuroscience,2009-12-20,6451,455,210.1,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The Cre/lox system is widely used in mice to achieve cell-type-specific gene expression.,"high citation signal (6,451); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nn.2467,ed8d407bc8d06186ca2fd6b1cd4238b189f1903a,https://doi.org/10.1038/nn.2467,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2840225,,JournalArticle,unknown,brain; cortex; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"The Cre/lox system is widely used in mice to achieve cell-type-specific gene expression. However, a strong and universally responding system to express genes under Cre control is still lacking. We have generated a set of Cre reporter mice with strong, ubiquitous expression of fluorescent proteins of different spectra. The robust native fluorescence of these reporters enables direct visualization of fine dendritic structures and axonal projections of the labeled neurons, which is useful in mapping neuronal circuitry, imaging and tracking specific cell populations in vivo. Using these reporters and a high-throughput in situ hybridization platform, we are systematically profiling Cre-directed gene expression throughout the mouse brain in several Cre-driver lines, including new Cre lines targeting different cell types in the cortex. Our expression data are displayed in a public online database to help researchers assess the utility of various Cre-driver lines for cell-type-specific genetic manipulation."
3,2009,Inflammation and Its Discontents: The Role of Cytokines in the Pathophysiology of Major Depression,"Andrew H. Miller, V. Maletić, C. Raison",Biological Psychiatry,2009-01-15,3732,167,184.65,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neural-signals;clinical-neuroai,Recognition that inflammation may represent a common mechanism of disease has been extended to include neuropsychiatric disorders including major depression.,"high citation signal (3,732); open-access PDF metadata; brain-structure signal","Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.biopsych.2008.11.029,3a35e840564ff1b9f616dd537a27b35b5cace508,https://doi.org/10.1016/j.biopsych.2008.11.029,,https://europepmc.org/articles/pmc2680424?pdf=render,,Review; JournalArticle,unknown,brain; ecog; neural; cognitive architecture; explicit brain-structure/AI bridge,"Recognition that inflammation may represent a common mechanism of disease has been extended to include neuropsychiatric disorders including major depression. Patients with major depression have been found to exhibit increased peripheral blood inflammatory biomarkers, including inflammatory cytokines, which have been shown to access the brain and interact with virtually every pathophysiologic domain known to be involved in depression, including neurotransmitter metabolism, neuroendocrine function, and neural plasticity. Indeed, activation of inflammatory pathways within the brain is believed to contribute to a confluence of decreased neurotrophic support and altered glutamate release/reuptake, as well as oxidative stress, leading to excitotoxicity and loss of glial elements, consistent with neuropathologic findings that characterize depressive disorders. Further instantiating the link between inflammation and depression are data demonstrating that psychosocial stress, a well-known precipitant of mood disorders, is capable of stimulating inflammatory signaling molecules, including nuclear factor kappa B, in part, through activation of sympathetic nervous system outflow pathways. Interestingly, depressed patients with increased inflammatory biomarkers have been found to be more likely to exhibit treatment resistance, and in several studies, antidepressant therapy has been associated with decreased inflammatory responses. Finally, preliminary data from patients with inflammatory disorders, as well as medically healthy depressed patients, suggest that inhibiting proinflammatory cytokines or their signaling pathways may improve depressed mood and increase treatment response to conventional antidepressant medication. Translational implications of these findings include the unique opportunity to identify relevant patient populations, apply immune-targeted therapies, and monitor therapeutic efficacy at the level of the immune system in addition to behavior."
4,2009,Accurate and Robust Brain Image Alignment using Boundary-based Registration,"D. Greve, B. Fischl",NeuroImage,2009-06-30,3491,242,184.25,Structural Neuroimaging and AI,brain-structure;neuroimaging,The fine spatial scales of the structures in the human brain represent an enormous challenge to the successful integration of information from different images for both within- and between-subject analysis.,"high citation signal (3,491); recognized venue; open-access PDF metadata; brain-structure signal","Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.neuroimage.2009.06.060,c65d341e1313e153cbce97dc9de38bbf6b94bcfc,https://doi.org/10.1016/j.neuroimage.2009.06.060,,https://europepmc.org/articles/pmc2733527?pdf=render,,JournalArticle; Study,unknown,brain; fmri; mri; brain/neural structure in title; historical computation/learning bridge,"The fine spatial scales of the structures in the human brain represent an enormous challenge to the successful integration of information from different images for both within- and between-subject analysis. While many algorithms to register image pairs from the same subject exist, visual inspection shows that their accuracy and robustness to be suspect, particularly when there are strong intensity gradients and/or only part of the brain is imaged. This paper introduces a new algorithm called Boundary-Based Registration, or BBR. The novelty of BBR is that it treats the two images very differently. The reference image must be of sufficient resolution and quality to extract surfaces that separate tissue types. The input image is then aligned to the reference by maximizing the intensity gradient across tissue boundaries. Several lower quality images can be aligned through their alignment with the reference. Visual inspection and fMRI results show that BBR is more accurate than correlation ratio or normalized mutual information and is considerably more robust to even strong intensity inhomogeneities. BBR also excels at aligning partial brain images to whole brain images, a domain in which existing registration algorithms frequently fail. Even in the limit of registering a single slice, we show the BBR results to be robust and accurate."
5,2009,Epigenetic regulation of the glucocorticoid receptor in human brain associates with childhood abuse,"Patrick O. McGowan, Aya Sasaki, A. D'Alessio, Sergiy Dymov, B. Labonté, M. Szyf, et al.",Nature Neuroscience,2009-03-01,3385,112,198.49,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Maternal care influences hypothalamic-pituitary-adrenal (HPA) function in the rat through epigenetic programming of glucocorticoid receptor expression.,"high citation signal (3,385); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nn.2270,022c7a6f8ba921f08818d42db5c61985f0d7c9d5,https://doi.org/10.1038/nn.2270,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944040,,JournalArticle; Study,unknown,brain; hippocampus; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,"Maternal care influences hypothalamic-pituitary-adrenal (HPA) function in the rat through epigenetic programming of glucocorticoid receptor expression. In humans, childhood abuse alters HPA stress responses and increases the risk of suicide. We examined epigenetic differences in a neuron-specific glucocorticoid receptor (NR3C1) promoter between postmortem hippocampus obtained from suicide victims with a history of childhood abuse and those from either suicide victims with no childhood abuse or controls. We found decreased levels of glucocorticoid receptor mRNA, as well as mRNA transcripts bearing the glucocorticoid receptor 1F splice variant and increased cytosine methylation of an NR3C1 promoter. Patch-methylated NR3C1 promoter constructs that mimicked the methylation state in samples from abused suicide victims showed decreased NGFI-A transcription factor binding and NGFI-A-inducible gene transcription. These findings translate previous results from rat to humans and suggest a common effect of parental care on the epigenetic regulation of hippocampal glucocorticoid receptor expression."
6,2009,Stress signalling pathways that impair prefrontal cortex structure and function,A. Arnsten,Nature Reviews Neuroscience,2009-06-01,2934,222,171.92,General Brain-AI Structure Reviews and Methods,brain-structure,The prefrontal cortex (PFC) - the most evolved brain region - subserves our highest-order cognitive abilities.,"high citation signal (2,934); recognized venue; open-access PDF metadata; brain-structure signal","Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nrn2648,0dc97e04c80a39062c9a0dc3810bd6b1ed86c05e,https://doi.org/10.1038/nrn2648,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2907136,,Review; JournalArticle,unknown,brain; cortex; cortical; brain/neural structure in title,"The prefrontal cortex (PFC) - the most evolved brain region - subserves our highest-order cognitive abilities. However, it is also the brain region that is most sensitive to the detrimental effects of stress exposure. Even quite mild acute uncontrollable stress can cause a rapid and dramatic loss of prefrontal cognitive abilities, and more prolonged stress exposure causes architectural changes in prefrontal dendrites. Recent research has begun to reveal the intracellular signalling pathways that mediate the effects of stress on the PFC. This research has provided clues as to why genetic or environmental insults that disinhibit stress signalling pathways can lead to symptoms of profound prefrontal cortical dysfunction in mental illness."
7,2009,"Cortical Hubs Revealed by Intrinsic Functional Connectivity: Mapping, Assessment of Stability, and Relation to Alzheimer's Disease","R. Buckner, J. Sepulcre, Tanveer Talukdar, Fenna M. Krienen, Hesheng Liu, T. Hedden, et al.",Journal of Neuroscience,2009-02-11,2855,245,181.03,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome;neuroimaging;clinical-neuroai,"Recent evidence suggests that some brain areas act as hubs interconnecting distinct, functionally specialized systems.","high citation signal (2,855); recognized venue; open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1523/JNEUROSCI.5062-08.2009,33625011888a2f86233a4e5bd07643ad6f7041b7,https://doi.org/10.1523/JNEUROSCI.5062-08.2009,,https://www.jneurosci.org/content/jneuro/29/6/1860.full.pdf,,JournalArticle; Study,unknown,brain; cerebral; cortex; cortical; connectivity; historical computation/learning bridge,"Recent evidence suggests that some brain areas act as hubs interconnecting distinct, functionally specialized systems. These nexuses are intriguing because of their potential role in integration and also because they may augment metabolic cascades relevant to brain disease. To identify regions of high connectivity in the human cerebral cortex, we applied a computationally efficient approach to map the degree of intrinsic functional connectivity across the brain. Analysis of two separate functional magnetic resonance imaging datasets (each n = 24) demonstrated hubs throughout heteromodal areas of association cortex. Prominent hubs were located within posterior cingulate, lateral temporal, lateral parietal, and medial/lateral prefrontal cortices. Network analysis revealed that many, but not all, hubs were located within regions previously implicated as components of the default network. A third dataset (n = 12) demonstrated that the locations of hubs were present across passive and active task states, suggesting that they reflect a stable property of cortical network architecture. To obtain an accurate reference map, data were combined across 127 participants to yield a consensus estimate of cortical hubs. Using this consensus estimate, we explored whether the topography of hubs could explain the pattern of vulnerability in Alzheimer's disease (AD) because some models suggest that regions of high activity and metabolism accelerate pathology. Positron emission tomography amyloid imaging in AD (n = 10) compared with older controls (n = 29) showed high amyloid-β deposition in the locations of cortical hubs consistent with the possibility that hubs, while acting as critical way stations for information processing, may also augment the underlying pathological cascade in AD."
8,2009,From the Triumvirate to the Ominous Octet: A New Paradigm for the Treatment of Type 2 Diabetes Mellitus,R. DeFronzo,Diabetes,2009-04-01,2660,63,175.36,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Insulin resistance in muscle and liver and β-cell failure represent the core pathophysiologic defects in type 2 diabetes.,"high citation signal (2,660); open-access PDF metadata; brain-structure signal","Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.2337/db09-9028,7925837ed3c57ff87f49c4815059ef23d49e4625,https://doi.org/10.2337/db09-9028,,https://diabetesjournals.org/diabetes/article-pdf/58/4/773/303468/zdb00409000773.pdf,,paper,unknown,brain; ecog; neuromorphic; explicit brain-structure/AI bridge,"Insulin resistance in muscle and liver and β-cell failure represent the core pathophysiologic defects in type 2 diabetes. It now is recognized that the β-cell failure occurs much earlier and is more severe than previously thought. Subjects in the upper tertile of impaired glucose tolerance (IGT) are maximally/near-maximally insulin resistant and have lost over 80% of their β-cell function. In addition to the muscle, liver, and β-cell (triumvirate), the fat cell (accelerated lipolysis), gastrointestinal tract (incretin deficiency/resistance), α-cell (hyperglucagonemia), kidney (increased glucose reabsorption), and brain (insulin resistance) all play important roles in the development of glucose intolerance in type 2 diabetic individuals. Collectively, these eight players comprise the ominous octet and dictate that: 1 ) multiple drugs used in combination will be required to correct the multiple pathophysiological defects, 2 ) treatment should be based upon reversal of known pathogenic abnormalities and not simply on reducing the A1C, and 3 ) therapy must be started early to prevent/slow the progressive β-cell failure that already is well established in IGT subjects. A treatment paradigm shift is recommended in which combination therapy is initiated with diet/exercise, metformin (which improves insulin sensitivity and has antiatherogenic effects), a thiazolidinedione (TZD) (which improves insulin sensitivity, preserves β-cell function, and exerts antiatherogenic effects), and exenatide (which preserves β-cell function and promotes weight loss). Sulfonylureas are not recommended because, after an initial improvement in glycemic control, they are associated with a progressive rise in A1C and progressive loss of β-cell function. The natural history of type 2 diabetes has been well described in multiple populations (1-16) (rev. in (17,18). Individuals destined to develop type 2 diabetes inherit a set of genes from their parents that make their tissues resistant to insulin (1,16,19-24). In liver, the insulin resistance is manifested by …"
9,2009,The Nuclear DNA Base 5-Hydroxymethylcytosine Is Present in Purkinje Neurons and the Brain,"S. Kriaučionis, N. Heintz",Science,2009-05-15,2657,86,192.14,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Positions The Nuclear DNA Base 5-Hydroxymethylcytosine Is Present in Purkinje Neurons and the Brain within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,657); recognized venue; open-access PDF metadata; brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1126/science.1169786,e2eedee86aa4aa449acbdcbb19e70ab65b9e2488,https://doi.org/10.1126/science.1169786,,https://www.science.org/cms/asset/6b4c14df-4edb-4eb9-ab2c-f7dc2069a92e/pap.pdf,,JournalArticle,unknown,brain; neuron; neuromorphic; brain/neural structure in title; explicit brain-structure/AI bridge,
10,2009,"Sex, Gender, and Pain: A Review of Recent Clinical and Experimental Findings","R. Fillingim, C. King, Margarete Ribeiro-Dasilva, B. Rahim-Williams, J. Riley",Journal of Pain,2009-05-01,2652,99,191.3,Computational Neuroscience and Brain-Inspired AI,brain-structure;clinical-neuroai,"Sex-related influences on pain and analgesia have become a topic of tremendous scientific and clinical interest, especially in the last 10 to 15 years.","high citation signal (2,652); open-access PDF metadata; synthesis or review value; brain-structure signal","Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.jpain.2008.12.001,499dad0d603944e9301c821796255e06a3787453,https://doi.org/10.1016/j.jpain.2008.12.001,,https://doi.org/10.1016/j.jpain.2008.12.001,,Review; JournalArticle,unknown,brain; cerebral; computational neuroscience; brain-inspired; explicit brain-structure/AI bridge,"Sex-related influences on pain and analgesia have become a topic of tremendous scientific and clinical interest, especially in the last 10 to 15 years. Members of our research group published reviews of this literature more than a decade ago, and the intervening time period has witnessed robust growth in research regarding sex, gender, and pain. Therefore, it seems timely to revisit this literature. Abundant evidence from recent epidemiologic studies clearly demonstrates that women are at substantially greater risk for many clinical pain conditions, and there is some suggestion that postoperative and procedural pain may be more severe among women than men. Consistent with our previous reviews, current human findings regarding sex differences in experimental pain indicate greater pain sensitivity among females compared with males for most pain modalities, including more recently implemented clinically relevant pain models such as temporal summation of pain and intramuscular injection of algesic substances. The evidence regarding sex differences in laboratory measures of endogenous pain modulation is mixed, as are findings from studies using functional brain imaging to ascertain sex differences in pain-related cerebral activation. Also inconsistent are findings regarding sex differences in responses to pharmacologic and non-pharmacologic pain treatments. The article concludes with a discussion of potential biopsychosocial mechanisms that may underlie sex differences in pain, and considerations for future research are discussed. Perspective This article reviews the recent literature regarding sex, gender, and pain. The growing body of evidence that has accumulated in the past 10 to 15 years continues to indicate substantial sex differences in clinical and experimental pain responses, and some evidence suggests that pain treatment responses may differ for women versus men."
