rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1939,THE HUMAN BRAIN,István Czachesz,infocus Magazine,1939-07-22,708,52,127.35,General Brain-AI Structure Reviews and Methods,brain-structure,"Despite the fact that comparisons between the electronic computer and the human brain have become cliches, the constant new advances in computer technology produce new and intriguing analogies.",high citation signal (708); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/ACPROF:OSO/9780198779865.003.0004,db9ee4d515a05a62f883ec83546651c37734fcf5,https://doi.org/10.1093/ACPROF:OSO/9780198779865.003.0004,,,,paper,unknown,brain; brain/neural structure in title,"Despite the fact that comparisons between the electronic computer and the human brain have become cliches, the constant new advances in computer technology produce new and intriguing analogies. Understanding is far from complete, but more than enough is known to reveal the brain as a device of breathless ingenuity. A device, furthermore, which would appear to be under-utilized by the majority of its should-be proud owners. Understanding is yielding results not only of the behaviour of individuals, but also leading to an understanding of that wholly complementary subject-the behaviour of human groups. Computer specialists can use familiarity with the technology of their trade as a short-cut to comprehending more about the brain and indeed about group behaviour. This is desirable. A few may remember Kipling's words:"
2,1939,Effects of acoustic stimuli on the waking human brain,P. Davis,Unknown venue,1939-11-01,359,12,115.15,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Effects of acoustic stimuli on the waking human brain within General Brain Science and Reviews.,high citation signal (359); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/JN.1939.2.6.494,e5ce2ffc36e7e950507b3d0632e857a276bf0b46,https://doi.org/10.1152/JN.1939.2.6.494,,,,paper,unknown,brain; brain/neural structure in title,
3,1939,ELECTRICAL REACTIONS OF THE HUMAN BRAIN TO AUDITORY STIMULATION DURING SLEEP,"H. Davis, P. Davis, A. Loomis, E. N. Harvey, G. Hobart",Unknown venue,1939-11-01,315,6,112.8,General Brain-AI Structure Reviews and Methods,brain-structure,Positions ELECTRICAL REACTIONS OF THE HUMAN BRAIN TO AUDITORY STIMULATION DURING SLEEP within General Brain Science and Reviews.,high citation signal (315); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/JN.1939.2.6.500,db771d4ecbad24df289909b8988d44894a26ec76,https://doi.org/10.1152/JN.1939.2.6.500,,,,paper,unknown,brain; brain/neural structure in title,
4,1939,Autonomic responses to electrical stimulation of the lower brain stem,"Shih-Chun Wang, S. W. Ranson",Unknown venue,1939-12-01,193,0,104.02,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Autonomic responses to electrical stimulation of the lower brain stem within General Brain Science and Reviews.,high citation signal (193); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/CNE.900710304,37ad2b24a07f75f0819eaa52327fb1b509b6359e,https://doi.org/10.1002/CNE.900710304,,,,paper,unknown,brain; brain/neural structure in title,
5,1939,Studies in Carcinogenesis: VIII. Experimental Production of Brain Tumors in Mice with Methylcholanthrene,"A. Seligman, M. J. Shear, L. Alexander",Unknown venue,1939-11-01,155,1,100.1,Clinical NeuroAI and Brain Disorders,brain-structure,Positions Studies in Carcinogenesis: VIII. Experimental Production of Brain Tumors in Mice with Methylcholanthrene within Clinical Neurology and Neurodegeneration.,high citation signal (155); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1158/AJC.1939.364,e54bfa0b57f3ab375434ab21fa28d7894d269adc,https://doi.org/10.1158/AJC.1939.364,,,,paper,unknown,brain; brain/neural structure in title,
6,1939,"THE VENOUS DRAINAGE OF THE BRAIN, WITH SPECIAL REFERENCE TO THE GALENIC SYSTEM",B. Schlesinger,Unknown venue,1939-09-01,141,4,98.4,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions THE VENOUS DRAINAGE OF THE BRAIN, WITH SPECIAL REFERENCE TO THE GALENIC SYSTEM within General Brain Science and Reviews.",high citation signal (141); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/BRAIN/62.3.274,964ce0eb34eeea3be244ecf9f73b2d4102583ea4,https://doi.org/10.1093/BRAIN/62.3.274,,,,paper,unknown,brain; brain/neural structure in title,
7,1939,GENESIS OF MICROGLIA IN THE HUMAN BRAIN,J. Kershman,Unknown venue,1939,128,2,96.68,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions GENESIS OF MICROGLIA IN THE HUMAN BRAIN within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (128); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1001/ARCHNEURPSYC.1939.02270130034002,2ed12b30f54f5d1d41a5a8316539f541dcfe6d1b,https://doi.org/10.1001/ARCHNEURPSYC.1939.02270130034002,,,,paper,unknown,brain; brain/neural structure in title,
8,1939,Factors influencing brain potentials during sleep.,"H. Blake, R. Gerard, N. Kleitman",Unknown venue,1939,118,2,95.22,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Factors influencing brain potentials during sleep. within General Brain Science and Reviews.,high citation signal (118); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/JN.1939.2.1.48,e04928e9263b0155dcbf9359ee37a589166b0e28,https://doi.org/10.1152/JN.1939.2.1.48,,,,paper,unknown,brain; brain/neural structure in title,
9,1939,CONTROL OF THE POTENTIAL RHYTHM OF THE ISOLATED FROG BRAIN,"B. Libet, R. Gerard",Unknown venue,1939-03-01,88,1,90.0,General Brain-AI Structure Reviews and Methods,brain-structure,Positions CONTROL OF THE POTENTIAL RHYTHM OF THE ISOLATED FROG BRAIN within General Brain Science and Reviews.,high citation signal (88); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/JN.1939.2.2.153,543d3536034f50d4cb73591d76bb103d129b8cce,https://doi.org/10.1152/JN.1939.2.2.153,,,,paper,unknown,brain; brain/neural structure in title,
10,1939,Cerebral vascular disease accompanying sickle cell anemia.,W. Bridgers,American Journal of Pathology,1939-05-01,86,3,107.59,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Positions Cerebral vascular disease accompanying sickle cell anemia. within General Brain Science and Reviews.,high citation signal (86); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,5b6daf1f69e867d0f4d1c20022a817119e33a470,https://www.semanticscholar.org/paper/5b6daf1f69e867d0f4d1c20022a817119e33a470,,,,JournalArticle,unknown,cerebral; neuromorphic; explicit brain-structure/AI bridge,
