rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1950,The Cerebral Cortex of Man,W. Penfield,Unknown venue,1950,1072,8,138.81,General Brain-AI Structure Reviews and Methods,brain-structure,Positions The Cerebral Cortex of Man within General Brain Science and Reviews.,"high citation signal (1,072); brain-structure signal","Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,6e6482417fc18d803864939a34ec8849cffe89c9,https://www.semanticscholar.org/paper/6e6482417fc18d803864939a34ec8849cffe89c9,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title,
2,1950,Behavioral and EEG changes following chronic brain stem lesions in the cat.,"D. B. Lindsley, L. Schreiner, W. B. Knowles, H. Magoun",Electroencephalography and Clinical Neurophysiology,1950,359,2,128.75,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,"Positions Behavioral and EEG changes following chronic brain stem lesions in the cat. within EEG, MEG, and Electrophysiology.",high citation signal (359); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0013-4694(50)90086-1,d0d38fb266cd3f8b08400934ff12a5d710d0569b,https://doi.org/10.1016/0013-4694(50)90086-1,,,,JournalArticle,unknown,brain; eeg; brain/neural structure in title; historical computation/learning bridge,
3,1950,Conjoined Twins,"Mohamed E Abdel-Latif, M. Shalaby, Sameh Abd Elhay",Clinical Embryology,1950-06-01,240,11,131.33,Structural Neuroimaging and AI,brain-structure;machine-learning;clinical-neuroai,Conjoined twins are twins whose bodies are anatomically joined in utero.,high citation signal (240); open-access PDF metadata; explicit AI/modeling signal; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",10.1136/bmj.1.4866.863,2ff1a57752a109de12f278e880b1b0d41fe6a811,https://doi.org/10.1136/bmj.1.4866.863,,https://doi.org/10.1007/978-3-642-38482-0_86-1,,paper,unknown,brain; classification; explicit brain-structure/AI bridge,"Conjoined twins are twins whose bodies are anatomically joined in utero. The degree to which the twins are attached can range from simple, involving skin and cartilage, to complex, including fusion of the skull(s), brain(s), or other vital organs. There are more than a dozen classifications of conjoined twins [3] but what they all tend to have in common is the sharing of the chorion [4], placenta [5], and amniotic sac [6]."
4,1950,Visual areas I and II of cerebral cortex of rabbit.,"S. A. Talbot, C. Woolsey, J. M. Thompson",Federation proceedings,1950-07-01,176,3,106.37,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Visual areas I and II of cerebral cortex of rabbit. within General Brain Science and Reviews.,high citation signal (176); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1152/JN.1950.13.4.277,b9a0802e0c4f583e5743689be35e20bdd7bc9d15,https://doi.org/10.1152/JN.1950.13.4.277,,,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
5,1950,A behavioral analysis of the organization of the parieto-temporo-preoccipital cortex,"Josephine Semmes Blum, K. Chow, K. Pribram",The Journal of comparative neurology,1950-08-01,152,1,135.75,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Positions A behavioral analysis of the organization of the parieto-temporo-preoccipital cortex within Cognitive and Systems Neuroscience.,high citation signal (152); recognized venue; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/cne.900930105,8aa8e903b2f0fb533be1757f4bd844681dd1e3c3,https://doi.org/10.1002/cne.900930105,,,,JournalArticle,unknown,cortex; cognitive architecture; brain/neural structure in title; explicit brain-structure/AI bridge,
6,1950,Some properties of the cat's isolated cerebral cortex,B. Burns,Journal of Physiology,1950-04-15,136,1,104.76,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Some properties of the cat's isolated cerebral cortex within General Brain Science and Reviews.,high citation signal (136); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1113/jphysiol.1950.sp004463,e4c8f921eaa5d7fb9216b7c06ae8c801297e3395,https://doi.org/10.1113/jphysiol.1950.sp004463,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1392837,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
7,1950,Combined photic and metrazol activation of the brain.,H. Gastaut,Electroencephalography and Clinical Neurophysiology,1950,124,1,107.71,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,"Positions Combined photic and metrazol activation of the brain. within EEG, MEG, and Electrophysiology.",high citation signal (124); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/0013-4694(50)90056-3,2f327fd6ae9341702aab52482f0aed0ffcfcf2eb,https://doi.org/10.1016/0013-4694(50)90056-3,,,,JournalArticle,unknown,brain; brain/neural structure in title; historical computation/learning bridge,
8,1950,Localization of function in the cerebral cortex.,G. Jefferson,British Medical Bulletin,1950,105,0,97.14,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Localization of function in the cerebral cortex. within General Brain Science and Reviews.,high citation signal (105); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1093/OXFORDJOURNALS.BMB.A073626,9e50f031e7dbd138291db7f180b49def80a14545,https://doi.org/10.1093/OXFORDJOURNALS.BMB.A073626,,,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
9,1950,Biochemical and physiological differentiation during morphogenesis; quantitative morphologic studies on the developing cerebral cortex of the fetal guinea pig.,"V. Peters, L. B. Flexner",American Journal of Anatomy,1950,93,0,94.98,General Brain-AI Structure Reviews and Methods,brain-structure,Positions Biochemical and physiological differentiation during morphogenesis; quantitative morphologic studies on the developing cerebral cortex of the fetal guinea pig. within General Brain Science and Reviews.,high citation signal (93); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/AJA.1000860106,c611e6de5c336af7b0c9b56130fa7dcc95df5647,https://doi.org/10.1002/AJA.1000860106,,,,JournalArticle,unknown,brain; cerebral; cortex; brain/neural structure in title,
10,1950,Dorsalization of the ventral marginal zone of the triturus gastrula. I. Ammonia-treatment of the medioventral marginal zone.,T. Yamada,The Biological Bulletin,1950-04-01,91,4,114.79,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,(1) Control series I. The ectoderm of the early gastrula of Triturus pyrrhogaster was isolated and exposed for a short time to a solution of ammonia and then cultured in Holtfreter solution.,high citation signal (91); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.2307/1538572,e817980132238ca864546ea49023f9a392de3e8d,https://doi.org/10.2307/1538572,,https://www.biodiversitylibrary.org/partpdf/4909,,JournalArticle,unknown,brain; neural; decoding; explicit brain-structure/AI bridge,"(1) Control series I. The ectoderm of the early gastrula of Triturus pyrrhogaster was isolated and exposed for a short time to a solution of ammonia and then cultured in Holtfreter solution. The isolate differentiated structures which can be characterized as cephalic ectodermal rudiments including brain, eye. nose and frontal glands. Otic vesicles, spinal cord and mesodermal structures were wholly absent.(2) Control series II. The ventral marginal zone of the early gastrula was isolated and cultured in Holtfreter solution. It differentiated blood island, blood vessels and mesothelium and nephric tubules.(3) Experimental series. The isolated ventral marginal zone was treated with ammonia solution and cultured in Holtfreter solution. It gave rise to notochord and muscle as well as nephric tubules. The development of the blood island, mesothelium and blood vessels was almost completely suppressed.(4) Results were interpreted from the standpoint of the double-potential theory (Yamada, 1947)."
11,1950,An experimental analysis of some factors involved in the development of the fissure pattern of the cerebral cortex,D. H. Barron,Unknown venue,1950-04-01,90,0,94.4,General Brain-AI Structure Reviews and Methods,brain-structure,"Positions An experimental analysis of some factors involved in the development of the fissure pattern of the cerebral cortex within Brain Development, Plasticity, and Connectomics.",high citation signal (90); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/JEZ.1401130304,eb9967c779afd7de76366b1761f6b38b57c7b72e,https://doi.org/10.1002/JEZ.1401130304,,,,paper,unknown,brain; cerebral; cortex; brain/neural structure in title,
