year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
2019,The Microbiota-Gut-Brain Axis.,"J. Cryan, Kenneth J. O'Riordan, C. Cowan, K. Sandhu, T. Bastiaanssen, Marcus Boehme, et al.",Physiological Reviews,2019-10-01,3426,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,10.1152/physrev.00018.2018,2eab14181e1fa161d6cdc041e87a8427305c995a,https://doi.org/10.1152/physrev.00018.2018,JournalArticle,unknown,9,brain; neural; brain/neural structure in title; historical computation/learning bridge,The importance of the gut-brain axis in maintaining homeostasis has long been appreciated.
2019,"MRtrix3: A fast, flexible and open software framework for medical image processing and visualisation","Jacques-Donald Tournier, R. Smith, D. Raffelt, R. Tabbara, T. Dhollander, Maximilian Pietsch, et al.",bioRxiv,2019-02-15,2762,General Brain-AI Structure Reviews and Methods,brain-structure;neuroimaging,10.1101/551739,d56df2f7eb519f57ee01f2e53bfde5fd527f40bc,https://doi.org/10.1101/551739,Review; JournalArticle,unknown,7,brain; diffusion mri; mri; historical computation/learning bridge,"MRtrix3 is an open-source, cross-platform software package for medical image processing, analysis and visualization, with a particular emphasis on the investigation of the brain using diffusion MRI."
2019,The role of short-chain fatty acids in microbiota-gut-brain communication,"B. Dalile, L. Van Oudenhove, B. Vervliet, K. Verbeke",Nature reviews: Gastroenterology & hepatology,2019-05-23,2724,General Brain-AI Structure Reviews and Methods,brain-structure,10.1038/s41575-019-0157-3,7e4ed16f3ce55dfd717da71ac0dce3281339eda3,https://doi.org/10.1038/s41575-019-0157-3,Review; JournalArticle,unknown,4,brain; brain/neural structure in title,
2019,Estimating the global incidence of traumatic brain injury.,"M. Dewan, A. Rattani, Saksham Gupta, R. Baticulon, Ya-Ching Hung, Maria Punchak, et al.",Journal of Neurosurgery,2019-04-01,2580,General Brain-AI Structure Reviews and Methods,brain-structure,10.3171/2017.10.JNS17352,39d8675e119b3d35156b37d572c9653776cd9564,https://doi.org/10.3171/2017.10.JNS17352,JournalArticle; Review,unknown,8,brain; brain/neural structure in title; historical computation/learning bridge,"OBJECTIVETraumatic brain injury (TBI)-the ""silent epidemic""-contributes to worldwide death and disability more than any other traumatic insult."
2019,CBTRUS Statistical Report: Primary Brain and Other Central Nervous System Tumors Diagnosed in the United States in 2012-2016.,"Q. Ostrom, G. Cioffi, H. Gittleman, N. Patil, K. Waite, C. Kruchko, et al.",Neuro-Oncology,2019-10-01,2274,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,10.1093/neuonc/noz150,181a3b7c54da22774324bfb9f86644c98d335e88,https://doi.org/10.1093/neuonc/noz150,JournalArticle,unknown,4,brain; brain/neural structure in title,"The Central Brain Tumor Registry of the United States (CBTRUS), in collaboration with the Centers for Disease Control and Prevention and National Cancer Institute, is the largest population-based registry focused exclusively on primary brain and other central nervous system (CNS) tumors in the United States (US) and represents the entire US population."
2019,Genome-wide meta-analysis of depression identifies 102 independent variants and highlights the importance of the prefrontal brain regions,"David Mark Howard, M. Adams, Toni-Kim Clarke, J. Hafferty, J. Gibson, M. Shirali, et al.",Nature Neuroscience,2019-02-04,2216,General Brain-AI Structure Reviews and Methods,brain-structure,10.1038/s41593-018-0326-7,4577583573d02a179e1e2779ffe112fe516f64f5,https://doi.org/10.1038/s41593-018-0326-7,MetaAnalysis; JournalArticle,unknown,4,brain; brain/neural structure in title,Major depression is a debilitating psychiatric illness that is typically associated with low mood and anhedonia.
2019,Single-cell transcriptomic analysis of Alzheimer's disease,"H. Mathys, J. Dávila-Velderrain, Zhuyu Peng, Fan Gao, S. Mohammadi, J. Z. Young, et al.",Nature,2019-04-24,2133,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,10.1038/s41586-019-1195-2,2a3f8208aadb36d1c90d869252fa5f052bace572,https://doi.org/10.1038/s41586-019-1195-2,JournalArticle,unknown,3,brain; cortex; neuron,"Alzheimer's disease is a pervasive neurodegenerative disorder, the molecular complexity of which remains poorly understood."
2019,Slide-seq: A Scalable Technology for Measuring Genome-Wide Expression at High Spatial Resolution,"Samuel G. Rodriques, Robert R. Stickels, A. Goeva, Carly A Martin, Evan Murray, C. Vanderburg, et al.",Science,2019-02-28,2055,General Brain-AI Structure Reviews and Methods,brain-structure,10.1126/science.aaw1219,7045f05312b80bd7e995b5dad637938d626c3be2,https://doi.org/10.1126/science.aaw1219,JournalArticle,unknown,7,brain; hippocampus; cerebellum; historical computation/learning bridge,Gene expression at fine scale Mapping gene expression at the single-cell level within tissues remains a technical challenge.
2019,Large-Scale Exome Sequencing Study Implicates Both Developmental and Functional Changes in the Neurobiology of Autism,"F. Satterstrom, J. Kosmicki, Jiebiao Wang, M. Breen, S. Rubeis, Joon-Yong An, et al.",Cell,2019-04-13,1982,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,10.1016/J.CELL.2019.12.036,acf92569ed6ca02dbca6a24c65a35bbfae13170c,https://doi.org/10.1016/J.CELL.2019.12.036,JournalArticle,unknown,3,brain; cortex; neuron,"SUMMARY We present the largest exome sequencing study of autism spectrum disorder (ASD) to date (n = 35,584 total samples, 11,986 with ASD)."
2019,Oxidative Stress: A Key Modulator in Neurodegenerative Diseases,"Anju Singh, R. Kukreti, L. Saso, Shrikant Kukreti",Molecules,2019-04-01,1885,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,10.3390/molecules24081583,decd58353cd206e820d9366f016bf8b4c18c22a4,https://doi.org/10.3390/molecules24081583,Review; JournalArticle,unknown,2,brain; neuron,Oxidative stress is proposed as a regulatory element in ageing and various neurological disorders.
